Timestamps [ms],RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHandPinkyEE,,,RightHandPinky3,,,RightHandPinky2,,,RightHandPinky1,,,RightHandRingEE,,,RightHandRing3,,,RightHandRing2,,,RightHandRing1,,,RightHandMiddleEE,,,RightHandMiddle3,,,RightHandMiddle2,,,RightHandMiddle1,,,RightHandIndexEE,,,RightHandIndex3,,,RightHandIndex2,,,RightHandIndex1,,,RightHandThumbEE,,,RightHandThumb3,,,RightHandThumb2,,,RightHandThumb1,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHandPinkyEE,,,LeftHandPinky3,,,LeftHandPinky2,,,LeftHandPinky1,,,LeftHandRingEE,,,LeftHandRing3,,,LeftHandRing2,,,LeftHandRing1,,,LeftHandMiddleEE,,,LeftHandMiddle3,,,LeftHandMiddle2,,,LeftHandMiddle1,,,LeftHandIndexEE,,,LeftHandIndex3,,,LeftHandIndex2,,,LeftHandIndex1,,,LeftHandThumbEE,,,LeftHandThumb3,,,LeftHandThumb2,,,LeftHandThumb1,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
0,1194.71,3860.44,800.033,1268.12,3860.87,786.526,1390.41,3857.05,747.447,1387.05,3723.26,379.772,1417.68,3588.28,5.33795,1134.01,4105.02,741.638,1189.13,4055.92,730.6,1277.28,3969.54,695.026,1258.4,3903.35,309.858,1428.85,3763.32,-22.8619,1307.71,3478.81,82.3263,1334.43,3490.97,150.466,1332.79,3483.56,137.487,1331.47,3476.48,124.294,1329.46,3462.97,97.511,1308.15,3500.64,168.112,1308.62,3493.66,154.274,1311.1,3483.32,129.312,1316.41,3472.55,96.5588,1286.53,3506.15,173.581,1287.39,3498.77,159.421,1292.15,3489.58,133.425,1302.7,3482.62,98.0364,1267.32,3513.92,160.34,1269.6,3505.77,146.182,1276.44,3497.32,123.958,1291.38,3490.87,90.6049,1298.22,3523.04,111.487,1298.7,3520.8,81.2289,1307.01,3512.86,53.1439,1309.41,3487.66,23.9238,1325.33,3465.32,16.5634,1454.77,3420,-189.125,1482.57,3439.21,-462.759,1478,3544.14,-511.345,1291.13,3923.04,-17.7435,1320.85,3942.26,43.4191,1313.51,3948.65,31.963,1309.72,3950.91,17.5948,1310.51,3946.44,-12.1232,1279.55,3960.25,60.3354,1279.26,3959.93,44.8367,1284.37,3953.12,19.072,1297.52,3937.22,-9.05884,1244.63,3963.16,58.7932,1251.03,3957.77,45.1687,1263.97,3946.48,23.0745,1283.47,3929.02,-3.88757,1229.99,3944.45,52.8243,1238.84,3938.98,40.0325,1252.44,3930.43,21.2148,1273.3,3917.12,-6.44135,1248.01,3865.5,19.3864,1269.81,3869.54,-0.903992,1289.54,3869.7,-23.582,1302.26,3881.16,-57.9197,1319.82,3895.8,-74.7665,1461.75,3861.32,-274.229,1495.61,3735.32,-517.118,1482.34,3620.68,-525.672,1511.93,3496.18,-777.746,1494.47,3550.85,-625.73,1504.73,3575.22,-548.933,1537.24,3586.8,-477.719,1521.46,3612.55,-344.958,1498.63,3629.65,-257.617,1476.09,3643.52,-185.229,1483.41,3660.14,-82.1542,1443.31,3670.58,-33.226,
20,1195.44,3864.46,800.004,1268.85,3863.65,786.54,1391.05,3857.66,747.465,1388.2,3723.21,380.028,1414.88,3588.65,5.14209,1132.67,4104.14,741.254,1188.15,4055.37,730.492,1277.03,3969.6,695.291,1258.25,3903.42,310.116,1427.3,3763.55,-23.3824,1306.96,3478.49,82.1533,1337.33,3490.49,148.781,1334.15,3482.4,136.514,1331.79,3475.07,123.605,1328.71,3462.04,96.6895,1312.21,3501.98,166.701,1310.74,3493.64,153.715,1311.24,3482.15,129.138,1315.79,3471.84,96.1254,1288.67,3508.85,172.712,1288.6,3500.57,159.032,1292.33,3490.12,133.347,1302.27,3482.1,98.0098,1267.7,3515.52,160.371,1269.84,3507.18,146.307,1276.42,3498.21,124.209,1290.97,3490.66,90.9156,1298.7,3522.11,112.095,1298.11,3520.87,81.7807,1306.32,3513.01,53.645,1307.86,3488.37,23.8978,1323.29,3465.92,15.8766,1454.56,3419.53,-188.411,1480.78,3439.63,-462.137,1477.2,3544.24,-511.51,1291.91,3922.39,-17.6614,1323.69,3939.84,44.6251,1316.93,3945.6,32.4974,1313.04,3947.94,18.1678,1311.84,3945.26,-11.7518,1283.53,3955.58,61.9522,1282.36,3956.57,46.5228,1286.34,3951.3,20.2053,1298.62,3936.33,-8.81555,1246.72,3959.73,60.9533,1252.67,3955.19,46.8246,1265.13,3944.97,23.954,1284.36,3928.41,-3.76508,1229.72,3942.76,52.7538,1238.76,3937.58,39.9706,1252.64,3929.47,21.1667,1273.92,3916.79,-6.46692,1247.53,3865.02,18.6053,1269.79,3869.59,-1.06952,1289.23,3869.15,-23.9901,1302.15,3880.67,-58.2349,1320.11,3895.05,-74.8852,1462.55,3859.99,-273.878,1496.83,3735.27,-517.368,1482.15,3620.78,-525.647,1512.06,3496.31,-777.756,1494.24,3551,-625.787,1504.31,3575.23,-548.924,1536.61,3586.41,-477.551,1520.48,3611.97,-344.797,1497.39,3629.14,-257.537,1474.6,3643.17,-185.255,1481.51,3659.89,-82.1677,1441.23,3670.7,-33.4693,
40,1196.1,3868.02,799.92,1269.5,3865.98,786.487,1391.58,3857.88,747.411,1389.47,3723.75,379.855,1411.27,3588.69,4.82941,1131.72,4103.82,740.926,1187.53,4055.32,730.723,1277.12,3970.02,696.177,1258.46,3903.54,311.047,1425.47,3763.5,-23.4003,1306.43,3478.53,81.5019,1341.46,3492.63,144.904,1336.51,3483.31,134.196,1332.95,3475.28,121.999,1328.77,3462.21,95.2523,1318.02,3505.61,162.969,1314.27,3495.49,151.836,1312.26,3482.13,128.306,1315.72,3471.84,95.1516,1292.79,3513.43,170.489,1291.36,3503.76,157.834,1293.42,3491.38,132.823,1302.14,3481.91,97.5203,1269.08,3518.38,159.658,1270.81,3509.38,145.947,1276.81,3499.42,124.113,1290.53,3490.4,90.8347,1298.21,3521.91,111.778,1296.34,3521.29,81.4967,1304.48,3513.39,53.353,1305.58,3489.03,23.3546,1321.06,3466.86,14.6669,1454.7,3419.46,-187.843,1477.83,3440.32,-461.792,1475.74,3544.74,-511.639,1292.22,3921.98,-17.3257,1324.65,3940.56,45.6656,1318.58,3944.91,32.6154,1314.71,3946.75,18.2075,1311.8,3945.21,-11.6754,1285.57,3952.53,62.7521,1283.56,3954.42,47.4952,1286.67,3950.31,20.8546,1298.64,3936.2,-8.71906,1247.02,3956.61,62.2862,1252.5,3953.02,47.7032,1264.76,3943.92,24.2518,1284.39,3928.24,-3.6889,1227.65,3940.88,51.8563,1237.14,3936.05,39.2573,1251.73,3928.44,20.7851,1274.12,3916.44,-6.26361,1248.57,3864.42,19.6681,1271.3,3869.77,0.745789,1290.53,3868.5,-22.3253,1303.52,3879.42,-56.7367,1321.57,3893.61,-73.4631,1463.67,3858.84,-272.748,1499.35,3735.28,-516.628,1481.85,3621.23,-525.559,1511.91,3496.6,-777.655,1493.67,3551.4,-625.776,1503.52,3575.43,-548.82,1535.53,3585.99,-477.221,1518.97,3611.46,-344.504,1495.58,3628.74,-257.346,1472.54,3642.91,-185.17,1479.04,3659.42,-82.022,1438.59,3670.54,-33.531,
60,1196.77,3871.89,799.708,1270.12,3868.44,786.304,1392.04,3857.97,747.284,1390.15,3724.15,379.613,1407.89,3588.71,4.51282,1131.45,4104.38,740.605,1187.42,4055.92,731.117,1277.45,3970.77,697.334,1258.57,3903.99,312.266,1423.83,3763.51,-22.8671,1306.24,3479.28,81.3563,1344.8,3496.32,140.776,1338.13,3485.72,132.468,1333.4,3476.69,121.418,1328.45,3462.85,95.1887,1323.34,3511.53,157.708,1317.38,3499.82,149.472,1312.85,3483.99,127.906,1315.48,3472.59,95.0394,1297.39,3521.16,166.663,1294.33,3509.9,155.734,1294.47,3494.86,132.139,1301.98,3482.78,97.3571,1271.1,3525.32,157.235,1272.19,3515.1,144.344,1277.46,3503.2,123.304,1290.44,3491.33,90.6288,1297.8,3523.89,110.754,1295.72,3523.04,80.4919,1304.41,3514.28,52.7676,1305.44,3489.46,23.1503,1320.74,3467.11,14.5818,1453.83,3418.49,-187.998,1473.91,3440.94,-462.061,1474.13,3545.59,-511.467,1292.66,3920.71,-16.5018,1325.97,3938.36,47.0465,1320.7,3941.75,33.379,1316.87,3943.55,18.9551,1312.26,3943.91,-10.7498,1289.08,3946.58,64.7587,1286.23,3949.62,49.8256,1288.12,3947.31,22.8572,1299.05,3934.94,-7.87598,1249.71,3950.86,65.6575,1254.15,3948.74,50.4451,1265.45,3941.4,25.9198,1284.75,3927.02,-2.9386,1227.26,3937.02,52.9928,1236.82,3932.86,40.2137,1251.61,3926.11,21.572,1274.47,3915.24,-5.56738,1249.72,3862.9,20.6309,1272.68,3869,2.21674,1291.34,3867.09,-21.2733,1304.17,3878.05,-55.7344,1322.37,3892.16,-72.3514,1464.87,3858.33,-271.52,1501.77,3735.53,-515.599,1481.55,3621.99,-525.271,1511.43,3496.93,-777.257,1492.91,3551.98,-625.501,1502.61,3575.85,-548.476,1534.4,3585.83,-476.7,1517.57,3611.43,-344.041,1493.97,3628.9,-256.978,1470.72,3643.12,-184.883,1476.79,3659.2,-81.6401,1436.17,3670.47,-33.3314,
80,1196.46,3874.88,799.249,1269.76,3870.27,785.955,1391.57,3857.86,747.17,1389.91,3724.75,379.243,1405.01,3588.87,4.18555,1130.74,4105.14,740.11,1186.81,4056.65,731.415,1277.2,3971.57,698.433,1258.09,3904.34,313.455,1423,3763.68,-21.7787,1305.5,3479.52,81.1596,1346.58,3499.69,136.221,1338.64,3488.25,130.568,1333,3478.24,120.877,1327.49,3463.18,95.4502,1327.02,3516.77,151.363,1319.42,3504.23,146.335,1312.72,3486.11,127.277,1314.53,3472.92,95.0311,1301.31,3528.31,161.506,1296.78,3515.8,152.636,1294.96,3498.2,130.961,1301,3483.14,97.0673,1273.09,3532.46,153.466,1273.41,3520.91,141.698,1277.71,3506.83,121.813,1289.57,3491.64,90.1009,1295.75,3526.52,109.08,1294.38,3524.7,78.8201,1304.01,3514.89,51.7657,1305.6,3489.25,22.8734,1321,3466.83,14.7059,1453.33,3417.5,-188.203,1469.08,3441.75,-462.396,1472.55,3546.56,-511.344,1293.7,3918.98,-15.0843,1327.78,3932.52,49.1876,1323.35,3935.81,35.2048,1319.67,3938.25,20.8361,1313.88,3941.44,-8.49164,1293.81,3937.41,67.8906,1290.43,3941.89,53.4361,1291.14,3942.16,26.3132,1300.42,3932.74,-5.96637,1254.91,3942.11,70.6121,1257.95,3942.13,54.9149,1267.68,3937.41,29.1046,1285.89,3925.05,-1.3476,1229.19,3931.34,56.3272,1238.39,3928.22,42.998,1252.81,3922.81,23.6342,1275.32,3913.64,-4.40485,1250.65,3860.91,20.7832,1273.67,3867.42,2.57977,1291.55,3865.39,-21.4928,1304.24,3877.35,-55.6736,1322.89,3891.51,-71.7449,1465.56,3858.21,-270.873,1504.05,3735.83,-514.924,1481.51,3622.79,-525.188,1511.93,3496.86,-776.77,1492.63,3552.37,-625.279,1501.94,3576.17,-548.185,1533.29,3585.72,-476.154,1515.9,3611.82,-343.666,1492.06,3629.6,-256.731,1468.68,3643.89,-184.69,1474.8,3659.25,-81.3414,1434.27,3670.6,-32.9781,
100,1196.39,3877.36,798.835,1269.66,3871.8,785.7,1391.41,3857.83,747.256,1389.3,3725.27,379.129,1402.79,3589.26,4.05927,1130.59,4106.06,739.547,1186.67,4057.45,731.561,1277.26,3972.34,699.236,1257.53,3904.4,314.413,1423.31,3764,-20.4974,1304.09,3479.22,80.2949,1347.46,3500.41,131.78,1338.63,3488.85,127.976,1332.16,3478.39,119.338,1325.67,3462.43,94.6967,1329.9,3518.91,145.392,1321.14,3506.39,142.748,1312.44,3487.05,125.824,1312.81,3472.3,94.2116,1305.35,3532.29,156.436,1299.52,3519.28,149.202,1295.55,3500.09,129.224,1299.34,3482.61,96.1789,1276.62,3537.72,149.67,1275.79,3525.23,138.925,1278.46,3509.43,120.078,1288.11,3491.33,89.1546,1293.08,3529.3,107.476,1293.12,3526.44,77.2655,1303.46,3515.97,50.7291,1305.35,3489.96,22.1985,1320.7,3467.54,13.9235,1453.5,3416.96,-188.371,1464.02,3442.37,-462.71,1471.02,3547.31,-510.992,1294.76,3917.8,-13.6411,1328.36,3928.58,51.2007,1324.65,3931.83,36.9995,1321.24,3934.75,22.6552,1315.01,3939.95,-6.29279,1297.2,3929.85,70.4413,1293.64,3935.18,56.3205,1293.59,3937.54,29.2903,1301.49,3931.27,-4.10632,1259.74,3933.26,74.5615,1261.48,3935.34,58.8023,1269.7,3933.41,32.1249,1286.88,3923.54,0.191406,1231.95,3924.64,60.0633,1240.6,3922.86,46.1339,1254.4,3919.21,25.9261,1276.26,3912.28,-3.2525,1252.95,3859.2,21.7208,1275.64,3865.82,3.14954,1293,3864.19,-21.3361,1305.38,3877.2,-55.2456,1324.24,3891.68,-70.7861,1465.46,3858.36,-270.945,1506.07,3735.93,-514.621,1481.34,3623.35,-524.936,1512,3496.86,-776.245,1492.14,3552.61,-624.916,1501.17,3576.29,-547.751,1532.23,3585.5,-475.551,1514.57,3612.17,-343.21,1490.67,3630.3,-256.364,1467.29,3644.68,-184.343,1473.6,3659.3,-80.8994,1433.23,3670.85,-32.4459,
120,1196.68,3878.13,798.736,1269.94,3872.25,785.678,1391.72,3857.78,747.514,1388.71,3725.51,379.288,1401.57,3590.07,3.98743,1130.82,4106.9,738.734,1186.87,4058.16,731.391,1277.64,3973.01,699.649,1257.09,3903.58,315.136,1424.61,3764.64,-19.5175,1304.31,3479.27,79.7301,1350.56,3502.86,126.989,1341.28,3491.29,124.521,1334.12,3480.35,117.096,1325.9,3462.61,94.2645,1335,3522.9,138.84,1325.65,3510.55,138.142,1315.17,3490.04,123.8,1313.08,3472.53,93.7014,1312.16,3537.95,149.971,1305.34,3524.57,144.481,1299.15,3503.73,126.865,1299.66,3482.91,95.587,1284.51,3544.71,144.231,1282.18,3531.2,135.065,1282.43,3513.35,117.937,1288.43,3491.58,88.4939,1292.26,3534.3,104.396,1293.71,3528.56,74.6324,1303.9,3516.58,48.6823,1305.31,3489.15,21.4764,1320.52,3466.55,13.452,1453.55,3416.52,-188.828,1460.78,3442.61,-463.209,1469.64,3547.81,-510.619,1295.15,3916.82,-12.7402,1327.58,3928.9,52.2455,1324.35,3931.6,37.8129,1321.15,3934.27,23.3716,1314.78,3939.57,-5.52832,1299.12,3926.81,71.8828,1295.57,3931.88,57.6656,1294.96,3934.8,30.6965,1301.48,3930.55,-3.3103,1263.84,3927.17,77.0157,1264.47,3930.31,61.3496,1271.2,3930.18,34.1893,1287.06,3922.49,1.00537,1235.73,3918.24,63.8333,1243.5,3917.66,49.3018,1256.21,3915.64,28.1732,1276.76,3910.92,-2.37042,1256.7,3858.27,24.8456,1278.44,3864.3,4.97961,1295.45,3862.96,-19.7637,1307,3876.12,-53.9081,1325.54,3890.93,-69.5149,1465.18,3859.34,-271.057,1507.7,3735.74,-513.82,1481.08,3623.65,-524.74,1511.44,3496.92,-775.93,1491.38,3552.7,-624.637,1500.32,3576.21,-547.41,1531.32,3585.2,-475.157,1513.79,3612.47,-342.92,1490.03,3630.98,-256.116,1466.78,3645.54,-184.089,1473.35,3659.6,-80.5831,1433.17,3671.44,-32.0377,
140,1196.72,3877.43,798.685,1270,3871.76,785.648,1391.87,3857.64,747.667,1387.36,3725.35,379.465,1401.33,3590.22,4.09259,1130.12,4106.74,738.313,1186.41,4058.22,731.349,1277.73,3973.61,699.737,1256.21,3903.18,315.46,1425.78,3764.73,-18.3622,1303.56,3479.03,79.1851,1351.07,3501.63,126.061,1341.46,3490.46,123.089,1333.83,3479.74,115.809,1324.08,3461.38,94.0981,1337.52,3523.12,136.314,1327.59,3511.22,135.706,1315.8,3490.83,122.229,1311.65,3471.77,93.3062,1316.45,3539.64,146.272,1308.83,3526.51,141.266,1300.84,3505.33,124.811,1298.57,3482.63,94.9511,1292.05,3548.57,139.709,1288.03,3534.76,131.63,1285.69,3515.9,115.796,1287.89,3491.8,87.6608,1291.54,3539.16,102.065,1295.84,3530.61,73.269,1305.94,3517.66,47.7537,1306.63,3489.64,21.1331,1321.23,3466.59,13.2288,1454.15,3416.66,-189.151,1458.55,3442.61,-463.605,1468.76,3547.99,-510.315,1295.5,3916.18,-12.7336,1326.62,3930.31,52.3931,1323.82,3932.41,37.7724,1320.91,3934.62,23.1917,1314.86,3939.27,-5.88586,1300.61,3926.03,72.4111,1297.46,3930.36,57.8625,1296.63,3933.09,30.879,1301.68,3930.12,-3.51215,1268.09,3923.42,78.4584,1268.15,3926.86,62.8436,1273.53,3927.74,35.399,1287.37,3921.94,0.947937,1241.47,3913.16,67.2678,1248.01,3913.57,52.135,1259.01,3912.95,29.9851,1277.2,3910.19,-2.24188,1259.77,3859.19,27.6819,1280.23,3863.53,6.08795,1296.95,3862.2,-18.8564,1307.79,3875.05,-53.3477,1326.1,3889.88,-69.202,1464.77,3860.37,-271.73,1508.86,3735.43,-513.522,1480.83,3623.7,-524.646,1511.88,3497,-775.713,1491.17,3552.61,-624.447,1499.83,3575.99,-547.147,1530.65,3585.02,-474.825,1513.03,3612.83,-342.715,1489.36,3631.6,-255.942,1466.26,3646.19,-183.872,1473.35,3659.68,-80.3249,1433.49,3671.54,-31.5316,
160,1197.19,3875.51,798.802,1270.51,3870.49,785.773,1392.56,3857.47,747.953,1386.41,3725.26,379.746,1402.31,3589.71,4.60168,1129.32,4105.59,738.181,1185.97,4057.46,731.483,1278,3973.73,699.593,1255.51,3903.36,315.359,1427.12,3764.26,-17.1531,1303.75,3479.17,78.813,1352.36,3503.3,124.662,1343.04,3492.09,120.981,1335.36,3481.27,113.926,1324.27,3461.72,93.9591,1340.18,3525.92,133.407,1330.34,3513.96,132.612,1318.08,3493.22,120.127,1311.88,3472.15,93.0299,1320.47,3542.95,141.825,1312.67,3529.74,137.321,1303.63,3507.91,122.328,1298.85,3483.08,94.5315,1299.95,3552.42,133.892,1294.59,3538.31,127.243,1289.88,3518.48,113.222,1288.17,3492.16,87.1201,1290.84,3544.33,98.0242,1297.64,3531.96,71.1624,1306.82,3517.9,45.8899,1306.61,3488.69,20.5619,1321.09,3465.45,13.0204,1454.55,3416.95,-189.345,1457.02,3442.47,-463.864,1468,3548.01,-510.041,1296.14,3915.68,-12.2573,1325.67,3930.42,53.5357,1323.35,3932.27,38.7985,1320.88,3934.27,24.1077,1315.62,3938.6,-5.17389,1301.64,3924.41,73.588,1299.16,3928.18,58.7557,1298.5,3930.96,31.7727,1302.42,3929.46,-2.86005,1272.07,3919,80.311,1272.13,3922.58,64.7285,1276.58,3924.54,37.1721,1288.11,3921.26,1.56183,1248.74,3906.85,70.7776,1253.85,3908.51,55.1846,1262.75,3909.72,32.1344,1277.89,3909.6,-1.74597,1262.23,3860.35,29.2402,1281.16,3862.86,6.02838,1297.61,3861.89,-19.1122,1308.03,3875.15,-53.5781,1326.3,3890.15,-69.3148,1464.02,3861.86,-272.664,1509.18,3735.17,-513.344,1480.31,3623.66,-524.487,1512.11,3497.59,-775.706,1490.82,3552.67,-624.325,1499.24,3575.81,-546.929,1529.98,3584.91,-474.58,1512.39,3612.99,-342.523,1488.9,3631.81,-255.713,1466.05,3646.33,-183.546,1473.91,3659.39,-79.9976,1434.45,3671.12,-30.8497,
180,1197.55,3872.8,798.714,1270.96,3868.67,785.835,1393.28,3857.15,748.406,1386.21,3725.4,380.052,1403.14,3589.34,5.13715,1129.3,4105,738.079,1186.11,4057.03,731.617,1278.47,3973.76,699.448,1254.77,3903.44,315.28,1428.41,3763.91,-15.9883,1304.08,3479.5,78.5198,1352.76,3504.32,124.834,1344,3493.14,119.944,1336.53,3482.33,112.641,1324.7,3462.2,93.7017,1341.51,3527.81,132.7,1332,3515.69,131,1319.84,3494.87,118.551,1312.31,3472.63,92.7512,1322.85,3544.91,139.591,1315.18,3531.68,134.945,1305.73,3509.61,120.564,1299.3,3483.59,94.2308,1306.51,3554.48,129.501,1300.16,3540.36,123.808,1293.59,3520.14,111.15,1288.57,3492.59,86.8008,1290.42,3548.21,94.5238,1299.64,3532.83,70.0414,1307.61,3518.27,44.6375,1306.5,3488.38,20.1476,1320.91,3465.05,12.7532,1454.97,3417.21,-189.376,1456.12,3442.27,-463.946,1467.24,3547.97,-509.738,1296.84,3915.41,-11.7529,1324.6,3930.89,54.7802,1322.79,3932.47,39.9417,1320.84,3934.2,25.1378,1316.65,3937.95,-4.39539,1302.1,3923.8,74.6471,1300.3,3927.05,59.5928,1300.02,3929.64,32.5845,1303.38,3928.91,-2.13141,1275.36,3915.88,81.8326,1275.71,3919.3,66.215,1279.59,3921.9,38.6252,1289.03,3920.77,2.27277,1256.66,3900.97,73.4186,1260.22,3903.86,57.5762,1266.84,3906.85,33.9279,1278.64,3909.3,-1.17102,1264.32,3862.1,30.2907,1281.51,3862.7,5.63947,1297.64,3861.94,-19.7159,1307.82,3875.66,-54.0714,1326.08,3890.8,-69.6846,1463.17,3863.11,-273.541,1509.54,3734.82,-513.146,1479.72,3623.56,-524.313,1512.33,3497.94,-775.596,1490.47,3552.61,-624.151,1498.64,3575.6,-546.68,1529.28,3584.79,-474.298,1511.64,3613.15,-342.306,1488.31,3632.05,-255.467,1465.72,3646.51,-183.21,1474.35,3659.16,-79.6725,1435.3,3670.8,-30.1746,
