Timestamps [ms],RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHandPinkyEE,,,RightHandPinky3,,,RightHandPinky2,,,RightHandPinky1,,,RightHandRingEE,,,RightHandRing3,,,RightHandRing2,,,RightHandRing1,,,RightHandMiddleEE,,,RightHandMiddle3,,,RightHandMiddle2,,,RightHandMiddle1,,,RightHandIndexEE,,,RightHandIndex3,,,RightHandIndex2,,,RightHandIndex1,,,RightHandThumbEE,,,RightHandThumb3,,,RightHandThumb2,,,RightHandThumb1,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHandPinkyEE,,,LeftHandPinky3,,,LeftHandPinky2,,,LeftHandPinky1,,,LeftHandRingEE,,,LeftHandRing3,,,LeftHandRing2,,,LeftHandRing1,,,LeftHandMiddleEE,,,LeftHandMiddle3,,,LeftHandMiddle2,,,LeftHandMiddle1,,,LeftHandIndexEE,,,LeftHandIndex3,,,LeftHandIndex2,,,LeftHandIndex1,,,LeftHandThumbEE,,,LeftHandThumb3,,,LeftHandThumb2,,,LeftHandThumb1,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
0,1210.11,3836.4,810.777,1282.81,3835.51,798.407,1404.63,3829.12,763.421,1407.24,3704.72,396.408,1374.7,3578.8,14.1902,1156.43,4113.98,734.935,1211.1,4064.48,734.493,1299.28,3974.79,717.599,1264.66,3882.08,342.915,1374.8,3753.58,-23.6381,1265.1,3485.75,49.9042,1301.06,3510.08,98.6938,1289.95,3499.65,99.3733,1282.88,3487.72,93.0448,1280.91,3467.79,70.054,1290.98,3527.23,98.6777,1278.67,3519.33,104.169,1264.94,3497.7,94.6068,1268.89,3478.07,65.7108,1277.27,3541.88,96.6146,1264.61,3533.9,102.305,1250.84,3511.23,93.2888,1255.49,3488.72,63.5024,1261.09,3548.07,91.4821,1248.58,3537.87,94.4438,1239.18,3517.92,83.5369,1247.13,3498.04,53.4664,1252.9,3528.37,79.4186,1260.69,3528.46,50.1344,1275.13,3522.59,24.1486,1285.23,3498.35,-4.16736,1302.19,3475.89,-7.87476,1448.98,3395.9,-186.297,1474.66,3408.42,-458.482,1481.54,3510.16,-511.069,1292.61,3879.81,-26.654,1321.83,3887.29,24.0074,1310.31,3897.26,24.4369,1303.57,3904.86,13.067,1309.37,3904.33,-16.8621,1308.28,3873.44,38.6127,1296.47,3883.65,38.9022,1286.09,3896.78,17.2793,1297.02,3893.58,-15.9789,1292.37,3860.6,48.5859,1280.66,3871.19,45.9181,1271.86,3884.36,22.8147,1283.34,3883.49,-13.0001,1281.78,3847.85,42.5659,1270.3,3858.71,38.1808,1263.5,3870.24,17.5282,1274.49,3870.96,-17.7051,1281.21,3852.62,19.1306,1288.64,3840.71,-7.41351,1302.1,3834.76,-33.5933,1310.91,3843.85,-69.7847,1328.23,3861.77,-83.3729,1474.83,3829.97,-276.447,1502.66,3700.1,-515.739,1479.34,3588.61,-529.531,1504.97,3463.34,-785.799,1494.22,3517.46,-627.128,1506.38,3543.5,-548.228,1534.82,3561.86,-473.75,1504.13,3592.51,-339.841,1472.62,3611.99,-252.371,1443.25,3627.92,-180.031,1442.47,3651.08,-74.3353,1397.32,3661.16,-27.9277,
20,1209.29,3836.75,809.524,1282.08,3835.77,797.731,1404.17,3829.29,763.729,1405.7,3705.35,396.553,1378.48,3578.27,14.305,1156.39,4113.95,735.329,1210.84,4064.22,734.444,1298.6,3974.27,716.762,1264.42,3883.33,341.604,1378.52,3753.13,-23.136,1264.97,3485.87,49.3638,1301.9,3507.09,98.4138,1290.27,3497.3,99.4548,1282.61,3485.83,92.9511,1280.25,3467,69.0848,1292.02,3525.44,98.8427,1279.49,3517.82,104.237,1265.12,3496.8,94.2836,1268.51,3477.69,64.9746,1277.93,3541.89,96.2776,1265.05,3534.06,101.677,1251,3511.62,92.5288,1255.39,3488.72,63.0036,1262.13,3548.77,91.0776,1249.37,3538.82,93.8072,1239.65,3519,82.9156,1247.3,3498.5,53.1893,1253.76,3529.12,79.6159,1261.74,3529.36,50.3836,1276.11,3523.47,24.3677,1285.62,3499.38,-4.28827,1302.04,3476.62,-8.53094,1448.19,3395.68,-187.051,1475.4,3408.72,-459.063,1482.04,3510.62,-511.361,1293.11,3880.12,-26.3047,1323.59,3888.18,23.7241,1312.02,3898.08,24.3732,1304.89,3905.55,13.1522,1309.75,3904.9,-16.9433,1309.73,3873.72,38.3441,1297.81,3883.8,38.9025,1286.95,3896.97,17.542,1297.42,3894.13,-15.8969,1293.2,3859.69,48.1435,1281.31,3870.15,45.7816,1272.27,3883.79,23.0467,1283.76,3884.06,-12.7755,1282.2,3846.65,42.6959,1270.65,3857.45,38.3194,1263.9,3869.4,17.8943,1274.97,3871.41,-17.262,1282.39,3852.02,20.1276,1289.28,3839.63,-6.34924,1302.79,3833.83,-32.5373,1311.72,3843.34,-68.5903,1329.06,3861.02,-82.4634,1474.9,3829.83,-276.209,1502.55,3700.56,-515.846,1479.21,3589.09,-529.69,1505.95,3463.94,-786.379,1494.43,3517.99,-627.737,1506.45,3544.13,-548.851,1535.5,3562.56,-474.622,1506.27,3592.87,-340.309,1475.45,3612.08,-252.533,1446.52,3627.81,-179.974,1446.05,3650.74,-74.2255,1401.02,3660.71,-27.6855,
40,1209.63,3838.11,809.067,1282.51,3836.79,797.861,1404.85,3829.83,764.837,1403.49,3707.44,397.142,1383.79,3577.49,15.3969,1158.56,4116.03,735.588,1212.17,4065.39,734.573,1298.33,3974.01,716.414,1264.2,3883.73,341.092,1385.03,3752.55,-21.1188,1265.14,3485.34,49.3255,1302.64,3506.05,97.4146,1291.1,3496.27,99.313,1283.4,3484.74,92.9725,1281.36,3466.68,68.488,1292.04,3525.06,98.4345,1279.86,3517.08,104.1,1265.85,3495.73,94.3077,1269.19,3477.02,64.736,1276.69,3542.51,95.5272,1264.19,3534.12,100.963,1250.96,3511.02,92.2273,1255.67,3487.62,63.148,1260.83,3549.31,90.4315,1248.51,3538.84,93.2524,1239.41,3518.48,82.8484,1247.09,3497.27,53.6255,1253.29,3529.04,80.1862,1260.66,3529.64,50.8008,1274.82,3524.18,24.5701,1284.51,3500.51,-4.3623,1301.65,3478.41,-9.2428,1447.31,3395.54,-187.276,1474.24,3409.53,-459.268,1481,3511.55,-511.315,1292.98,3880.86,-26.5547,1324.2,3891.34,22.6214,1312.46,3901.05,23.1477,1304.95,3907.97,11.8293,1309.12,3906.36,-18.3328,1310.07,3876.64,37.6628,1297.93,3886.47,38.1128,1286.62,3898.9,16.549,1296.92,3895.49,-16.8885,1293.14,3861.67,47.6175,1280.97,3871.78,45.1706,1271.66,3885.06,22.327,1283.34,3885.43,-13.4362,1281.8,3847.9,43.1449,1270.14,3858.39,38.3196,1263.46,3870.06,17.7056,1274.79,3872.42,-17.3466,1283.25,3853.25,21.4766,1289.59,3839.33,-4.37183,1303.52,3833.09,-30.2354,1312.83,3842,-66.347,1330.18,3859.11,-80.902,1475.55,3829.72,-275.286,1503.61,3701.3,-515.335,1478.92,3590.13,-529.253,1506.22,3465.18,-786.728,1493.77,3519.01,-628.083,1505.67,3544.9,-549.095,1535.59,3562.64,-475.045,1508.5,3592.7,-340.227,1478.81,3611.82,-252.044,1450.71,3627.48,-179.14,1451.28,3649.86,-73.2752,1406.7,3659.97,-26.3324,
60,1211.49,3841.94,810.002,1284.42,3839.52,799.273,1406.87,3830.8,767.099,1400.4,3709.28,399.172,1391.28,3577.54,17.6387,1161.84,4118.88,734.698,1214.46,4067.21,733.81,1298.71,3974.09,715.487,1263.95,3882.31,340.588,1395.33,3752.64,-18.4783,1265.24,3484.86,49.2352,1302.82,3505.43,96.3809,1291.49,3495.61,99.1116,1283.86,3483.93,92.9554,1282.32,3466.53,67.9611,1291.56,3524.91,97.9891,1279.75,3516.55,103.88,1266.24,3494.82,94.2325,1269.72,3476.44,64.4708,1275.16,3543.01,94.8685,1263.08,3534.02,100.282,1250.75,3510.31,91.8558,1255.78,3486.51,63.1577,1259.23,3549.84,89.7056,1247.45,3538.77,92.5209,1239.06,3517.9,82.5519,1246.75,3495.98,53.8623,1252.73,3529,80.7217,1259.41,3530.03,51.1816,1273.54,3524.94,24.8646,1283.59,3501.71,-4.30573,1301.56,3480.4,-9.68488,1446.94,3395.29,-186.889,1472.45,3410.31,-458.964,1478.24,3512.37,-511.047,1293.49,3881.29,-26.1655,1325.88,3891.5,22.1296,1314.26,3901.33,23.0082,1306.53,3908.36,11.905,1309.92,3906.74,-18.3538,1311.25,3876.69,37.2779,1299.2,3886.61,38.0547,1287.67,3899.34,16.782,1297.53,3896.1,-16.8052,1293.84,3861.3,47.1129,1281.69,3871.52,45.0141,1272.27,3885.33,22.5276,1283.75,3886.33,-13.2866,1281.73,3847.22,43.2402,1270.25,3857.9,38.4013,1263.79,3870.05,18.0038,1275.06,3873.36,-16.9917,1284.67,3853.11,22.6324,1289.51,3838.16,-2.96045,1303.58,3832.05,-28.78,1313.23,3841.18,-64.7488,1331.02,3857.66,-79.4874,1476.19,3829.69,-274.229,1504.55,3701.76,-514.504,1477.66,3591.1,-528.432,1504.52,3466.44,-787.044,1491.41,3519.96,-628.347,1503.42,3545.39,-549.225,1534.63,3561.94,-475.431,1510.65,3591.67,-339.955,1482.76,3610.92,-251.211,1456.11,3626.83,-177.82,1458.76,3648.83,-71.909,1415.13,3659.67,-24.2496,
80,1213.52,3844.52,810.808,1286.45,3841.44,800.336,1408.94,3831.66,768.617,1397.39,3710.67,400.638,1398.05,3576.88,19.7118,1165.72,4121.99,733.626,1217.11,4069.1,733.072,1299.16,3974,714.923,1264.46,3880.5,340.443,1405.39,3752.07,-15.4318,1265.52,3484.53,49.3215,1303.17,3505.74,95.2332,1292.19,3495.78,98.7822,1284.73,3483.85,92.9221,1283.6,3466.79,67.6724,1291.22,3525.38,97.3589,1279.84,3516.64,103.554,1266.94,3494.41,94.2397,1270.53,3476.15,64.4139,1274.04,3543.53,94.3331,1262.47,3533.94,99.8364,1250.99,3509.68,91.7791,1256.13,3485.58,63.3461,1257.93,3550.34,89.1002,1246.79,3538.65,91.9915,1239.1,3517.29,82.4896,1246.59,3494.74,54.2463,1252.57,3529.11,81.3712,1258.2,3530.49,51.6284,1272.26,3525.65,25.226,1282.58,3502.83,-4.17206,1301.46,3482.43,-9.96735,1446.95,3394.81,-185.843,1470.31,3411.03,-458.043,1474.69,3512.98,-510.473,1293.82,3881.27,-26.038,1326.9,3891.53,21.3717,1315.3,3901.34,22.6354,1307.34,3908.42,11.7302,1310.24,3906.83,-18.5804,1312.09,3876.7,36.681,1300.03,3886.56,37.7648,1288.2,3899.4,16.7187,1297.8,3896.26,-16.9537,1294.66,3861.17,46.53,1282.44,3871.36,44.741,1272.73,3885.35,22.4949,1283.94,3886.62,-13.3936,1282.1,3846.63,43.1917,1270.66,3857.34,38.3453,1264.18,3869.71,18.0774,1275.25,3873.6,-16.9221,1286.47,3852.79,23.4078,1289.78,3836.85,-1.83038,1304.11,3831.05,-27.579,1313.9,3840.26,-63.4901,1331.93,3856.36,-78.3632,1476.79,3829.87,-273.544,1505.74,3701.77,-513.655,1476.11,3591.79,-527.434,1502.81,3466.61,-786.87,1488.69,3520.31,-628.32,1500.66,3545.41,-549.089,1533.08,3560.68,-475.542,1512.21,3590.33,-339.532,1486.14,3609.81,-250.288,1460.93,3625.93,-176.432,1465.7,3647.23,-70.4511,1423.05,3658.73,-22.0571,
100,1214.15,3844.29,810.955,1287.09,3841.21,800.551,1409.62,3831.53,768.95,1394.6,3712.4,400.488,1401.97,3574.6,21.0668,1168.9,4124.51,733.127,1219.16,4070.54,732.738,1299.26,3973.83,714.396,1264.18,3880.11,340.008,1412.42,3749.98,-12.2656,1265.34,3484.6,49.3105,1302.89,3505.73,94.6662,1291.98,3495.86,98.6661,1284.53,3483.84,92.9592,1283.63,3466.99,67.5677,1290.72,3525.58,97.091,1279.46,3516.75,103.377,1266.74,3494.37,94.1639,1270.4,3476.13,64.3328,1273.67,3543.71,94.2528,1262.27,3533.87,99.6857,1250.97,3509.52,91.6584,1255.83,3485.3,63.2799,1257.63,3550.86,88.7672,1246.74,3538.9,91.5563,1239.2,3517.42,82.2158,1246.18,3494.39,54.2269,1252.85,3529.75,81.8834,1257.79,3531.38,52.0312,1272.05,3526.47,25.7497,1282.41,3503.9,-3.82849,1301.71,3483.94,-9.74237,1446.99,3394.08,-184.671,1468.95,3411.76,-456.895,1471.3,3513.52,-509.832,1294.35,3880.6,-25.5347,1328.24,3890.06,20.926,1316.72,3899.86,22.8398,1308.52,3907.2,12.2903,1310.92,3906.07,-18.0859,1313.48,3875.18,36.3165,1301.46,3885.03,37.9482,1289.26,3898.29,17.3795,1298.41,3895.57,-16.4543,1296.31,3859.8,46.225,1284.06,3870.03,44.9744,1273.89,3884.38,23.1684,1284.5,3886.01,-12.8893,1283.48,3845,43.2065,1272.03,3855.83,38.6667,1265.29,3868.55,18.705,1275.74,3873.04,-16.4133,1288.82,3851.41,23.9504,1290.39,3835.07,-1.19806,1304.68,3829.87,-27.0985,1314.18,3839.47,-62.9824,1332.3,3855.46,-77.8626,1477.34,3830.47,-273.102,1507.01,3701.7,-512.772,1475.13,3592.34,-526.401,1502.63,3466.27,-786.347,1486.81,3520.39,-628.099,1498.39,3545.2,-548.719,1531.55,3559.11,-475.231,1512.97,3588.68,-338.872,1488.19,3608.32,-249.296,1463.98,3624.41,-175.104,1470.15,3644.59,-68.9753,1428.18,3656.39,-20.058,
120,1214.1,3842.92,810.38,1287.07,3840.1,800.02,1409.64,3830.9,768.44,1393.22,3713.39,399.521,1404.17,3571.47,21.7042,1170.73,4125.24,733.541,1220.44,4070.77,733.147,1299.69,3973.46,714.282,1264.29,3880.61,339.707,1417.36,3747.12,-9.22656,1265.16,3485.14,49.6475,1302.56,3506.69,94.502,1291.63,3496.98,98.8456,1284.14,3484.88,93.3812,1283.37,3467.73,68.1833,1290.33,3526.68,96.7967,1279.06,3517.95,103.201,1266.37,3495.43,94.3062,1270.11,3476.76,64.7571,1273.84,3544.54,94.0079,1262.45,3534.71,99.4789,1251.03,3510.35,91.6591,1255.47,3485.8,63.4961,1258.02,3551.91,88.1843,1247.18,3539.93,91.0198,1239.5,3518.38,81.9554,1245.87,3494.77,54.2968,1253.45,3531.21,82.0739,1257.89,3532.61,52.1314,1272.41,3527.2,26.0923,1282.73,3504.42,-3.33545,1302.27,3484.61,-8.9491,1446.94,3393.53,-183.75,1467.92,3412.48,-455.966,1468.42,3514.04,-509.332,1294.8,3879.89,-24.8835,1328.89,3888.64,21.0917,1317.35,3898.3,23.5574,1308.98,3905.86,13.3043,1311.24,3905.33,-17.0983,1314.28,3873.56,36.3474,1302.23,3883.27,38.4435,1289.75,3896.89,18.2888,1298.78,3894.77,-15.6174,1297.57,3858.28,46.1982,1285.24,3868.45,45.3873,1274.67,3883.06,23.9484,1284.91,3885.1,-12.1952,1284.96,3843.31,43.2041,1273.39,3854.15,38.9888,1266.29,3867.11,19.3094,1276.21,3872.14,-15.8913,1290.85,3849.92,24.2207,1291.24,3833.61,-0.993713,1305.57,3829.12,-27.003,1314.89,3839.29,-62.7763,1332.97,3855.54,-77.4279,1477.4,3831.38,-273.23,1507.82,3701.76,-512.344,1474.51,3592.78,-525.609,1502.88,3465.56,-785.759,1485.46,3520.29,-627.894,1496.58,3544.95,-548.402,1530.2,3557.67,-474.908,1513.31,3587.21,-338.324,1489.45,3606.91,-248.513,1465.93,3622.81,-174.059,1473.01,3641.6,-67.7321,1431.51,3653.4,-18.4182,
140,1213.68,3839.92,810.299,1286.62,3837.99,799.639,1409.16,3830.36,767.522,1392.5,3713.79,398.314,1403.93,3568.68,21.7271,1171.03,4124.75,734.064,1220.67,4070.21,733.644,1299.99,3973.07,714.185,1264.16,3881.29,339.388,1420.09,3744.45,-6.97394,1265.11,3485.22,49.8961,1302.44,3507.2,94.3528,1291.56,3497.55,98.9119,1284.09,3485.36,93.6097,1283.4,3468.02,68.5399,1290.07,3527.21,96.6063,1278.86,3518.47,103.103,1266.27,3495.81,94.4248,1270.06,3476.89,65.0344,1274.09,3544.55,94.0919,1262.76,3534.69,99.626,1251.26,3510.34,91.886,1255.33,3485.77,63.6855,1258.52,3551.89,88.1315,1247.72,3539.89,91.0637,1239.86,3518.36,82.1129,1245.68,3494.64,54.4292,1253.97,3531.79,82.4252,1257.87,3533.09,52.4033,1272.5,3527.5,26.459,1282.78,3504.71,-2.97644,1302.58,3485.12,-8.47382,1446.88,3392.93,-182.996,1467.8,3412.69,-455.16,1466.64,3514.06,-508.867,1295.46,3879.5,-24.2675,1329.79,3886.65,21.5585,1318.43,3896.41,24.4318,1310.12,3904.37,14.4327,1312.33,3904.5,-15.9783,1315.07,3871.59,36.5308,1303.19,3881.43,39.0165,1290.8,3895.71,19.2705,1299.7,3894.11,-14.6997,1298.48,3856.72,46.2797,1286.3,3867.11,45.8275,1275.74,3882.24,24.7518,1285.67,3884.61,-11.4593,1286.01,3842.04,43.1146,1274.56,3853.14,39.2516,1267.36,3866.5,19.8822,1276.75,3871.87,-15.4117,1292.11,3848.74,24.1996,1291.31,3832.84,-1.26367,1305.41,3828.63,-27.4445,1314.83,3839.37,-63.026,1333.16,3855.61,-77.3625,1476.95,3832.21,-273.727,1507.94,3701.65,-512.255,1474.3,3592.7,-524.945,1503.8,3464.55,-785.116,1484.92,3519.8,-627.599,1495.58,3544.4,-548.024,1529.39,3556.32,-474.48,1513.44,3585.82,-337.775,1490.01,3605.52,-247.85,1466.76,3621.23,-173.272,1474.05,3638.76,-66.7442,1432.69,3650.63,-17.3303,
160,1213.31,3837.52,810.455,1286.21,3836.27,799.401,1408.63,3829.79,766.604,1392.25,3713.27,397.365,1402.77,3566.68,21.3281,1171.34,4124.18,734.385,1220.96,4069.62,734.032,1300.47,3972.72,714.197,1263.74,3881.37,339.382,1421.45,3742.52,-5.36932,1265.58,3485.64,50.2415,1302.84,3508.03,94.3744,1291.99,3498.44,99.1297,1284.54,3486.17,93.9761,1283.93,3468.65,69.0275,1290.44,3528.13,96.4766,1279.27,3519.42,103.069,1266.74,3496.63,94.6366,1270.54,3477.42,65.4374,1274.91,3545.04,94.1208,1263.61,3535.19,99.7597,1252,3510.85,92.1698,1255.76,3486.2,64.0001,1259.64,3552.17,88.0287,1248.81,3540.26,91.1676,1240.72,3518.74,82.3883,1246.07,3494.95,54.6698,1254.87,3532.69,82.6202,1258.38,3533.7,52.54,1272.99,3527.92,26.6308,1283.28,3504.97,-2.68207,1303.21,3485.48,-8.02026,1446.88,3392.12,-182.444,1468.58,3412.77,-454.481,1465.68,3513.95,-508.479,1295.4,3879.23,-24.3731,1329.66,3886.23,21.6618,1318.33,3896.05,24.4088,1310.1,3904.03,14.3559,1312.36,3904.16,-16.0511,1314.94,3871.29,36.5134,1303.11,3881.19,38.9563,1290.8,3895.5,19.1761,1299.68,3893.82,-14.7939,1298.55,3856.72,46.3799,1286.44,3867.18,45.8464,1275.89,3882.23,24.7042,1285.61,3884.37,-11.5764,1286.54,3842.23,43.208,1275.13,3853.36,39.3218,1267.76,3866.59,19.9191,1276.65,3871.67,-15.5461,1292.54,3848.68,24.0849,1291.08,3832.8,-1.36469,1304.97,3828.31,-27.6105,1314.67,3839.04,-63.1194,1333.08,3855.22,-77.4244,1476.44,3833.01,-274.24,1507.99,3701.54,-512.192,1474.64,3592.46,-524.533,1504.66,3463.29,-784.478,1484.91,3519.12,-627.271,1495.27,3543.75,-547.666,1529.1,3555.16,-474.055,1513.58,3584.89,-337.348,1490.29,3604.7,-247.411,1467.06,3620.29,-172.798,1474.19,3636.75,-66.0917,1432.8,3648.65,-16.7111,
180,1213.01,3835.79,811.128,1285.84,3835.16,799.576,1408.09,3829.73,765.943,1392.17,3712.62,396.871,1401.08,3565.84,20.8679,1170.45,4123.35,734.346,1220.36,4069.05,734.166,1300.64,3972.83,714.121,1263.28,3881.22,339.43,1421.78,3741.62,-4.65729,1265.94,3485.56,50.4311,1302.9,3508.04,94.5651,1292.11,3498.44,99.4396,1284.74,3486.12,94.2977,1284.4,3468.73,69.2545,1290.52,3528.32,96.584,1279.41,3519.54,103.184,1267.04,3496.65,94.7958,1270.95,3477.4,65.6416,1275.24,3544.91,94.3526,1264,3535,100.012,1252.43,3510.65,92.4193,1256.1,3486.06,64.1802,1260.24,3551.74,88.1172,1249.4,3539.88,91.4227,1241.19,3518.38,82.7031,1246.36,3494.73,54.8304,1255.17,3532.78,82.7892,1258.49,3533.62,52.6821,1273.04,3527.92,26.7218,1283.54,3504.95,-2.50024,1303.63,3485.61,-7.79651,1446.93,3391.82,-182.293,1469.93,3412.54,-454.218,1465.49,3513.64,-508.26,1295.11,3879.49,-24.9525,1329.2,3886.08,21.7959,1317.99,3896.17,24.0405,1310.06,3904.16,13.7683,1312.45,3904.16,-16.6289,1314.2,3871.44,36.405,1302.52,3881.61,38.5385,1290.64,3895.97,18.5359,1299.59,3894.05,-15.4066,1297.66,3857.27,46.2772,1285.79,3867.98,45.419,1275.65,3883.02,24.0709,1285.34,3884.86,-12.2363,1285.9,3843.16,43.0273,1274.74,3854.46,38.9115,1267.56,3867.6,19.3768,1276.17,3872.3,-16.2087,1291.9,3849.22,23.602,1289.81,3833.38,-1.82184,1303.48,3828.25,-28.0631,1313.9,3838.81,-63.4186,1332.68,3854.61,-77.6771,1475.71,3833.35,-274.834,1507.47,3701.53,-512.568,1475.29,3592.04,-524.35,1505.6,3462.35,-784.08,1485.37,3518.46,-627.033,1495.53,3543.07,-547.396,1529.22,3554.24,-473.682,1513.6,3584.23,-337.045,1490.2,3604.19,-247.172,1466.83,3619.8,-172.605,1473.67,3635.67,-65.7883,1432.18,3647.71,-16.5259,
