Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHandPinkyEE,,RightHandPinky3,,RightHandPinky2,,RightHandPinky1,,RightHandRingEE,,RightHandRing3,,RightHandRing2,,RightHandRing1,,RightHandMiddleEE,,RightHandMiddle3,,RightHandMiddle2,,RightHandMiddle1,,RightHandIndexEE,,RightHandIndex3,,RightHandIndex2,,RightHandIndex1,,RightHandThumbEE,,RightHandThumb3,,RightHandThumb2,,RightHandThumb1,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHandPinkyEE,,LeftHandPinky3,,LeftHandPinky2,,LeftHandPinky1,,LeftHandRingEE,,LeftHandRing3,,LeftHandRing2,,LeftHandRing1,,LeftHandMiddleEE,,LeftHandMiddle3,,LeftHandMiddle2,,LeftHandMiddle1,,LeftHandIndexEE,,LeftHandIndex3,,LeftHandIndex2,,LeftHandIndex1,,LeftHandThumbEE,,LeftHandThumb3,,LeftHandThumb2,,LeftHandThumb1,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
0,0.523385,0.353827,0.535106,0.351283,0.554602,0.344533,0.544365,0.288467,0.549611,0.222413,0.549285,0.383848,0.559378,0.378045,0.57495,0.365399,0.562671,0.301575,0.563093,0.228802,0.515277,0.225025,0.522565,0.231667,0.520449,0.231915,0.518686,0.230784,0.516976,0.226499,0.521007,0.233512,0.518911,0.234415,0.51586,0.232272,0.515449,0.226683,0.518695,0.234996,0.516498,0.235658,0.513659,0.233182,0.513685,0.227203,0.51535,0.236711,0.51342,0.235702,0.511997,0.232428,0.512752,0.226497,0.514509,0.232714,0.51574,0.228359,0.517886,0.223998,0.518984,0.218003,0.521511,0.215901,0.543109,0.179355,0.548701,0.133447,0.555648,0.131038,0.546121,0.248432,0.548996,0.251289,0.547903,0.253775,0.547776,0.2546,0.549721,0.251313,0.545547,0.252361,0.544308,0.254914,0.544403,0.25594,0.547314,0.250989,0.541701,0.254063,0.540524,0.256432,0.541183,0.256576,0.544715,0.251077,0.536976,0.257738,0.537381,0.257713,0.539237,0.255342,0.542812,0.249651,0.537638,0.253258,0.540353,0.248602,0.542812,0.243802,0.546199,0.238293,0.551248,0.237304,0.571096,0.193762,0.569819,0.139178,0.562193,0.13209,0.567576,0.0794888,0.561908,0.110381,0.562636,0.124922,0.568778,0.137616,0.567836,0.162837,0.565191,0.179446,0.562442,0.193122,0.564802,0.21096,0.559058,0.220683,0.539683,0.100177,0.546418,0.0975055,0.545174,0.0941841,0.562364,0.105508,0.558268,0.0959549,0.580739,0.376175,0.574984,0.376002,0.554316,0.349536,0.555602,0.355172,0.563536,0.3831,0.557923,0.382824,0.534833,0.351963,0.535875,0.357633,0.552774,0.386967,0.547255,0.386631,0.52302,0.353059,0.523914,0.358746,0.569819,0.139178,0.571096,0.193762,0.551248,0.237304,0.548701,0.133447,0.543109,0.179355,0.521511,0.215901,0.563093,0.228802,0.562671,0.301575,0.57495,0.365399,0.559378,0.378045,0.549611,0.222413,0.544365,0.288467,0.554602,0.344533,0.535106,0.351283,
20,0.523384,0.353813,0.535117,0.35132,0.554637,0.344627,0.544292,0.288433,0.549481,0.222328,0.549267,0.383838,0.559319,0.378002,0.57483,0.365304,0.562313,0.30147,0.562956,0.22872,0.514777,0.224972,0.522305,0.231505,0.52012,0.231805,0.518247,0.230699,0.516331,0.226411,0.520805,0.233422,0.518658,0.234313,0.515472,0.232192,0.514876,0.226617,0.518435,0.234942,0.516176,0.235536,0.513271,0.233076,0.513184,0.227161,0.515114,0.236609,0.513131,0.235601,0.511641,0.232364,0.512326,0.226472,0.514373,0.232804,0.515707,0.228373,0.517815,0.223959,0.518674,0.217955,0.521033,0.215816,0.54262,0.179337,0.548648,0.133562,0.555591,0.13103,0.5461,0.248288,0.54922,0.251231,0.548213,0.253688,0.548051,0.254429,0.549718,0.251146,0.545625,0.252153,0.544413,0.254712,0.544479,0.25575,0.54731,0.250834,0.541478,0.253864,0.540297,0.256167,0.541031,0.256292,0.544712,0.250936,0.5367,0.257467,0.537159,0.257395,0.539087,0.255079,0.5428,0.249522,0.537687,0.253167,0.540302,0.248451,0.542752,0.243642,0.546109,0.238183,0.551151,0.237157,0.5711,0.19369,0.569861,0.139155,0.562115,0.132074,0.567554,0.079539,0.561855,0.110389,0.562568,0.124916,0.568709,0.137604,0.567768,0.162807,0.565116,0.179404,0.562356,0.193069,0.564686,0.210901,0.558931,0.220608,0.539655,0.100159,0.54638,0.0975072,0.545159,0.0941758,0.562289,0.105538,0.558259,0.0959562,0.580615,0.376097,0.574808,0.375866,0.554392,0.349782,0.555614,0.355325,0.563492,0.38308,0.557825,0.382745,0.53488,0.352095,0.535854,0.357671,0.552777,0.386984,0.547201,0.386588,0.523054,0.35312,0.523878,0.358712,0.569861,0.139155,0.5711,0.19369,0.551151,0.237157,0.548648,0.133562,0.54262,0.179337,0.521033,0.215816,0.562956,0.22872,0.562313,0.30147,0.57483,0.365304,0.559319,0.378002,0.549481,0.222328,0.544292,0.288433,0.554637,0.344627,0.535117,0.35132,
40,0.523496,0.353733,0.535242,0.351316,0.554781,0.344696,0.544182,0.288426,0.54942,0.222293,0.549345,0.383812,0.559377,0.377948,0.574875,0.365207,0.562006,0.301353,0.562805,0.228645,0.51409,0.224779,0.521652,0.231382,0.519412,0.23164,0.51748,0.230485,0.515488,0.226122,0.520209,0.233414,0.518001,0.234197,0.514757,0.231963,0.514091,0.22636,0.517758,0.234975,0.515444,0.235388,0.512564,0.232813,0.512449,0.226929,0.514447,0.236516,0.512457,0.235422,0.51098,0.232153,0.511671,0.226289,0.513981,0.23292,0.515474,0.22847,0.517589,0.224047,0.518299,0.218012,0.520568,0.215798,0.542026,0.179394,0.548881,0.133859,0.555502,0.131093,0.546179,0.248122,0.549512,0.251289,0.548662,0.253683,0.548519,0.254269,0.549893,0.250859,0.54579,0.25213,0.544679,0.254714,0.544816,0.255649,0.547482,0.250614,0.541345,0.253956,0.540247,0.256181,0.541151,0.256144,0.544896,0.250785,0.536575,0.257535,0.537148,0.257331,0.539166,0.254955,0.542937,0.249434,0.537876,0.253426,0.540236,0.248581,0.542556,0.243714,0.545775,0.238176,0.55078,0.236964,0.571132,0.19372,0.569862,0.139258,0.561903,0.13215,0.567291,0.0796918,0.561661,0.110485,0.562419,0.124983,0.568611,0.137643,0.567725,0.162819,0.565081,0.1794,0.562319,0.19305,0.564614,0.210884,0.558837,0.220566,0.539441,0.100285,0.546119,0.0976536,0.544966,0.0942952,0.561975,0.105693,0.558136,0.096035,0.580615,0.376042,0.574758,0.375695,0.55461,0.350057,0.555733,0.355467,0.563545,0.383078,0.557826,0.382624,0.535065,0.352223,0.535935,0.357661,0.552865,0.387015,0.547234,0.386498,0.523221,0.353146,0.523938,0.358599,0.569862,0.139258,0.571132,0.19372,0.55078,0.236964,0.548881,0.133859,0.542026,0.179394,0.520568,0.215798,0.562805,0.228645,0.562006,0.301353,0.574875,0.365207,0.559377,0.377948,0.54942,0.222293,0.544182,0.288426,0.554781,0.344696,0.535242,0.351316,
60,0.523597,0.353679,0.535356,0.351329,0.554914,0.344758,0.544021,0.288477,0.549418,0.222296,0.549472,0.383813,0.559479,0.377922,0.57497,0.365143,0.561665,0.301253,0.562611,0.228607,0.513447,0.224583,0.520964,0.231276,0.518734,0.231481,0.516821,0.230279,0.514874,0.225861,0.519486,0.233396,0.517275,0.234064,0.514104,0.231728,0.513447,0.226112,0.516841,0.234966,0.514557,0.23519,0.511846,0.232518,0.511771,0.226686,0.513524,0.236348,0.51162,0.235173,0.510252,0.231899,0.510977,0.22608,0.513456,0.23303,0.51501,0.228546,0.517079,0.224101,0.517705,0.218051,0.520071,0.215797,0.541347,0.179472,0.549192,0.134198,0.555408,0.131192,0.546309,0.248021,0.549577,0.251302,0.548851,0.253616,0.54878,0.254106,0.550068,0.250689,0.545777,0.251998,0.544734,0.254597,0.545017,0.255532,0.547671,0.25048,0.541028,0.253865,0.540017,0.256026,0.541179,0.25595,0.545113,0.250686,0.536179,0.257321,0.536937,0.25706,0.539157,0.254738,0.543132,0.24937,0.537886,0.253501,0.540054,0.248569,0.542338,0.243686,0.545567,0.238184,0.550551,0.236877,0.571088,0.193754,0.569813,0.139378,0.561636,0.132252,0.567021,0.0798502,0.561448,0.110599,0.562251,0.125082,0.568498,0.137722,0.567665,0.162871,0.565029,0.179434,0.562265,0.19307,0.564551,0.210903,0.558752,0.220561,0.539221,0.100406,0.545856,0.0977842,0.544765,0.0944236,0.561655,0.105823,0.557991,0.0961577,0.580632,0.376043,0.574701,0.375531,0.554792,0.350374,0.555838,0.355609,0.563637,0.383127,0.557838,0.382504,0.535221,0.352401,0.53601,0.357663,0.553005,0.387096,0.547293,0.386408,0.523361,0.353226,0.523994,0.3585,0.569813,0.139378,0.571088,0.193754,0.550551,0.236877,0.549192,0.134198,0.541347,0.179472,0.520071,0.215797,0.562611,0.228607,0.561665,0.301253,0.57497,0.365143,0.559479,0.377922,0.549418,0.222296,0.544021,0.288477,0.554914,0.344758,0.535356,0.351329,
80,0.523628,0.353601,0.535399,0.351314,0.554974,0.344776,0.543744,0.288527,0.549425,0.222322,0.549317,0.383743,0.55938,0.377874,0.57502,0.365131,0.561234,0.301155,0.562408,0.228596,0.512921,0.224484,0.520385,0.231222,0.518217,0.231412,0.516371,0.230198,0.514522,0.225771,0.518812,0.233366,0.516655,0.233965,0.513632,0.231599,0.513007,0.226005,0.515907,0.234886,0.513727,0.234978,0.511259,0.232296,0.511243,0.226558,0.512596,0.236112,0.510837,0.234909,0.509619,0.231688,0.510359,0.225946,0.512921,0.233111,0.514434,0.228563,0.516393,0.224067,0.516958,0.21804,0.519532,0.21581,0.540616,0.179568,0.549496,0.134575,0.555313,0.131313,0.546345,0.247908,0.549674,0.251211,0.549027,0.25346,0.548978,0.253891,0.550159,0.250495,0.545894,0.251801,0.544902,0.254424,0.545208,0.255396,0.547765,0.250329,0.540914,0.253719,0.539956,0.255849,0.541221,0.255773,0.545221,0.250579,0.535915,0.25704,0.536777,0.256756,0.539103,0.254514,0.543213,0.249306,0.537938,0.253529,0.539921,0.248525,0.542176,0.24363,0.54534,0.238169,0.550291,0.236755,0.57105,0.193763,0.569803,0.139485,0.561378,0.132357,0.566833,0.0799686,0.561262,0.1107,0.562089,0.125191,0.568383,0.137819,0.567604,0.162945,0.564975,0.179492,0.56221,0.193114,0.564489,0.210947,0.558667,0.220581,0.539068,0.100492,0.545695,0.0978583,0.544606,0.0945342,0.56147,0.105874,0.557813,0.0963105,0.580518,0.376137,0.574561,0.375387,0.554883,0.350681,0.555869,0.355708,0.563471,0.383191,0.557648,0.382327,0.535292,0.352575,0.536016,0.357627,0.552816,0.387142,0.54708,0.386211,0.523418,0.353303,0.523983,0.358365,0.569803,0.139485,0.57105,0.193763,0.550291,0.236755,0.549496,0.134575,0.540616,0.179568,0.519532,0.21581,0.562408,0.228596,0.561234,0.301155,0.57502,0.365131,0.55938,0.377874,0.549425,0.222322,0.543744,0.288527,0.554974,0.344776,0.535399,0.351314,
100,0.523685,0.353587,0.535467,0.351348,0.555053,0.344817,0.54345,0.288629,0.54956,0.222427,0.54921,0.383705,0.559322,0.377865,0.575113,0.365169,0.560879,0.301116,0.562206,0.228633,0.512386,0.224372,0.519661,0.231254,0.517541,0.231392,0.51577,0.23013,0.514084,0.225651,0.518018,0.23342,0.515897,0.23392,0.513021,0.231463,0.512505,0.225862,0.514948,0.234892,0.51286,0.234835,0.5106,0.23208,0.510672,0.226383,0.511666,0.235952,0.510038,0.234683,0.508961,0.231469,0.509736,0.225773,0.512333,0.233233,0.51386,0.228674,0.515779,0.224165,0.516372,0.218149,0.519132,0.215949,0.53987,0.179716,0.549822,0.135018,0.555179,0.131513,0.546428,0.247905,0.549553,0.251156,0.548992,0.25337,0.549031,0.25378,0.550278,0.250424,0.545897,0.251669,0.544951,0.254316,0.545356,0.255361,0.547899,0.250296,0.540778,0.253626,0.539895,0.255754,0.541314,0.255719,0.545381,0.250585,0.53564,0.256791,0.536634,0.256526,0.5391,0.254392,0.543356,0.249347,0.537848,0.253585,0.539706,0.24854,0.541949,0.243643,0.545133,0.238231,0.550052,0.236733,0.570962,0.193846,0.569676,0.139671,0.561073,0.132548,0.566599,0.0801321,0.561025,0.110865,0.561881,0.125374,0.568234,0.13798,0.567542,0.163078,0.564941,0.17961,0.562187,0.193218,0.56449,0.211052,0.558647,0.220664,0.53888,0.100654,0.54552,0.0979908,0.544388,0.0947243,0.561304,0.105953,0.557526,0.0965528,0.580412,0.376291,0.574408,0.375253,0.554973,0.351015,0.555926,0.355818,0.563339,0.383313,0.557468,0.382156,0.535372,0.352805,0.536059,0.357632,0.552674,0.387242,0.54689,0.386016,0.523486,0.353451,0.524012,0.358287,0.569676,0.139671,0.570962,0.193846,0.550052,0.236733,0.549822,0.135018,0.53987,0.179716,0.519132,0.215949,0.562206,0.228633,0.560879,0.301116,0.575113,0.365169,0.559322,0.377865,0.54956,0.222427,0.54345,0.288629,0.555053,0.344817,0.535467,0.351348,
120,0.523735,0.353565,0.535527,0.351371,0.555127,0.34485,0.543224,0.288736,0.549862,0.222545,0.549099,0.383684,0.559271,0.377868,0.575236,0.365217,0.560511,0.301114,0.562128,0.228692,0.511956,0.2244,0.519049,0.231342,0.516992,0.231495,0.515301,0.230232,0.51378,0.225747,0.51732,0.233479,0.515255,0.233946,0.512533,0.231481,0.512131,0.225907,0.514151,0.234861,0.51216,0.234743,0.510079,0.231999,0.510226,0.22637,0.510898,0.235793,0.509394,0.234514,0.508436,0.23135,0.509225,0.225724,0.511804,0.233323,0.513285,0.228735,0.51515,0.224204,0.515803,0.218235,0.518751,0.216127,0.539174,0.179877,0.550064,0.135455,0.554983,0.131726,0.546379,0.248029,0.549206,0.25106,0.548661,0.253284,0.548774,0.253758,0.550198,0.250566,0.545715,0.251458,0.544743,0.254114,0.545197,0.255354,0.547836,0.250433,0.540493,0.253344,0.539635,0.255504,0.541149,0.25566,0.545336,0.250718,0.535194,0.25626,0.53628,0.256128,0.538875,0.254231,0.543326,0.24947,0.53748,0.25338,0.5394,0.248369,0.541732,0.243519,0.54507,0.238275,0.549992,0.236813,0.570823,0.193918,0.56951,0.139848,0.560689,0.132743,0.566278,0.0802397,0.560707,0.111007,0.561602,0.125553,0.568032,0.138132,0.567469,0.163204,0.564926,0.179726,0.562212,0.193327,0.564599,0.211147,0.55876,0.220755,0.538618,0.10079,0.545285,0.0980705,0.54408,0.0949003,0.561099,0.105945,0.557115,0.0968153,0.58031,0.376457,0.574267,0.375093,0.555029,0.351307,0.555975,0.355903,0.563199,0.383457,0.557289,0.38197,0.535424,0.353003,0.5361,0.357622,0.55252,0.387374,0.546695,0.385814,0.52353,0.353574,0.524043,0.358202,0.56951,0.139848,0.570823,0.193918,0.549992,0.236813,0.550064,0.135455,0.539174,0.179877,0.518751,0.216127,0.562128,0.228692,0.560511,0.301114,0.575236,0.365217,0.559271,0.377868,0.549862,0.222545,0.543224,0.288736,0.555127,0.34485,0.535527,0.351371,
140,0.523804,0.353544,0.535595,0.35135,0.555193,0.344815,0.542905,0.288817,0.550377,0.222633,0.548998,0.383673,0.559218,0.377872,0.575348,0.365263,0.560185,0.30113,0.562132,0.228746,0.511605,0.224493,0.518495,0.231483,0.516479,0.231668,0.514848,0.230412,0.513489,0.225918,0.516695,0.233592,0.514665,0.234038,0.512065,0.231568,0.511796,0.226019,0.513551,0.234889,0.511616,0.234742,0.509638,0.232006,0.509844,0.226417,0.510325,0.235723,0.508899,0.234438,0.508014,0.231307,0.50881,0.225729,0.511373,0.233444,0.512816,0.228843,0.514674,0.224311,0.51543,0.218393,0.51852,0.216394,0.538607,0.180062,0.550301,0.1359,0.554783,0.131939,0.546392,0.248107,0.548955,0.250992,0.548471,0.253223,0.548674,0.253721,0.550227,0.250594,0.545637,0.251355,0.544694,0.254027,0.545233,0.255367,0.547882,0.250493,0.540399,0.253295,0.53963,0.255477,0.54124,0.255701,0.545406,0.250811,0.535101,0.256061,0.536249,0.256006,0.538898,0.254231,0.54339,0.24959,0.537236,0.253434,0.539186,0.248438,0.541473,0.243573,0.544879,0.238359,0.549773,0.236841,0.570695,0.19403,0.569329,0.14005,0.560296,0.132954,0.565922,0.0803117,0.560365,0.111135,0.561312,0.125727,0.567836,0.138265,0.567446,0.163309,0.564988,0.179823,0.562335,0.193418,0.564844,0.211216,0.559019,0.220826,0.538333,0.100919,0.545037,0.0981257,0.543735,0.095072,0.560905,0.105888,0.556644,0.0970866,0.580181,0.376607,0.574093,0.374896,0.55509,0.351458,0.556037,0.355898,0.563054,0.383604,0.557096,0.381762,0.535488,0.353111,0.536162,0.357573,0.552375,0.38752,0.546502,0.385602,0.523599,0.353661,0.524109,0.358132,0.569329,0.14005,0.570695,0.19403,0.549773,0.236841,0.550301,0.1359,0.538607,0.180062,0.51852,0.216394,0.562132,0.228746,0.560185,0.30113,0.575348,0.365263,0.559218,0.377872,0.550377,0.222633,0.542905,0.288817,0.555193,0.344815,0.535595,0.35135,
160,0.5239,0.353596,0.535687,0.351374,0.555286,0.344817,0.542784,0.288893,0.5509,0.222687,0.548971,0.38369,0.559221,0.377888,0.57548,0.36529,0.559866,0.301151,0.562195,0.228798,0.511369,0.224599,0.51808,0.231605,0.516082,0.231845,0.514487,0.23061,0.513264,0.22612,0.516225,0.233679,0.514209,0.234126,0.511691,0.231671,0.51155,0.226156,0.513196,0.234886,0.511276,0.234753,0.509328,0.232044,0.509571,0.226483,0.51,0.235663,0.508604,0.234387,0.507743,0.231285,0.508531,0.225743,0.5111,0.233514,0.512503,0.228904,0.514384,0.224381,0.515255,0.21852,0.518438,0.216648,0.538195,0.180133,0.550561,0.136095,0.554578,0.132145,0.546436,0.248166,0.548668,0.250851,0.548281,0.253093,0.548602,0.253622,0.550293,0.250571,0.545496,0.251216,0.544612,0.253908,0.54531,0.25534,0.547975,0.250521,0.540274,0.253298,0.539663,0.255497,0.541427,0.255759,0.54554,0.250894,0.535133,0.25599,0.536353,0.256004,0.539046,0.254311,0.543513,0.249716,0.537001,0.253549,0.538976,0.248564,0.541135,0.243645,0.544606,0.238426,0.549452,0.236816,0.570579,0.194146,0.569125,0.140241,0.559926,0.13316,0.565579,0.0803379,0.560028,0.111238,0.561023,0.125886,0.567644,0.138377,0.567452,0.163394,0.565089,0.179903,0.5625,0.193493,0.565121,0.211265,0.559309,0.220879,0.538065,0.101007,0.544819,0.0981245,0.543393,0.0952154,0.560756,0.105757,0.556147,0.097363,0.580084,0.376715,0.573945,0.374661,0.555141,0.35158,0.556129,0.355916,0.562972,0.383748,0.55696,0.381558,0.535548,0.353218,0.536263,0.357577,0.552309,0.387688,0.546381,0.385417,0.523674,0.353783,0.524223,0.358151,0.569125,0.140241,0.570579,0.194146,0.549452,0.236816,0.550561,0.136095,0.538195,0.180133,0.518438,0.216648,0.562195,0.228798,0.559866,0.301151,0.57548,0.36529,0.559221,0.377888,0.5509,0.222687,0.542784,0.288893,0.555286,0.344817,0.535687,0.351374,
180,0.523975,0.353649,0.535756,0.351382,0.555356,0.344811,0.542693,0.288889,0.551347,0.222689,0.54899,0.383716,0.559251,0.377891,0.5756,0.365281,0.559557,0.301132,0.562323,0.228813,0.511204,0.224657,0.517746,0.231708,0.515745,0.23198,0.514165,0.230742,0.513064,0.226225,0.515855,0.233782,0.513833,0.234209,0.511364,0.231723,0.511348,0.226216,0.512991,0.234932,0.511051,0.234809,0.509083,0.232079,0.509359,0.22649,0.509835,0.235701,0.508431,0.234406,0.50756,0.231284,0.508336,0.225725,0.510926,0.233618,0.512305,0.229022,0.51424,0.22453,0.51523,0.218693,0.518465,0.216905,0.537993,0.18023,0.550775,0.136229,0.554428,0.132316,0.54626,0.248121,0.548446,0.250756,0.54805,0.252972,0.548371,0.253508,0.550099,0.250549,0.545328,0.251055,0.544433,0.253737,0.5451,0.2552,0.547784,0.250482,0.540068,0.253204,0.539527,0.25536,0.541283,0.255604,0.545349,0.250836,0.535076,0.255711,0.536263,0.255773,0.538904,0.254157,0.543331,0.249646,0.536719,0.253435,0.538824,0.248508,0.540935,0.243574,0.544491,0.238396,0.549341,0.236819,0.570586,0.194251,0.568993,0.140414,0.559573,0.133342,0.565173,0.0803189,0.559689,0.111308,0.560766,0.126011,0.567507,0.138447,0.567539,0.163437,0.565269,0.179942,0.562736,0.193528,0.565415,0.211284,0.5596,0.220891,0.537758,0.101069,0.544536,0.0980877,0.543028,0.0953356,0.560526,0.105573,0.555682,0.0976199,0.579997,0.37676,0.573802,0.374388,0.55518,0.351638,0.5562,0.355917,0.562928,0.383863,0.556857,0.381349,0.535594,0.35327,0.536339,0.357574,0.552299,0.387847,0.546307,0.385249,0.523741,0.353873,0.524321,0.358187,0.568993,0.140414,0.570586,0.194251,0.549341,0.236819,0.550775,0.136229,0.537993,0.18023,0.518465,0.216905,0.562323,0.228813,0.559557,0.301132,0.5756,0.365281,0.559251,0.377891,0.551347,0.222689,0.542693,0.288889,0.555356,0.344811,0.535756,0.351382,
