Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHandPinkyEE,,RightHandPinky3,,RightHandPinky2,,RightHandPinky1,,RightHandRingEE,,RightHandRing3,,RightHandRing2,,RightHandRing1,,RightHandMiddleEE,,RightHandMiddle3,,RightHandMiddle2,,RightHandMiddle1,,RightHandIndexEE,,RightHandIndex3,,RightHandIndex2,,RightHandIndex1,,RightHandThumbEE,,RightHandThumb3,,RightHandThumb2,,RightHandThumb1,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHandPinkyEE,,LeftHandPinky3,,LeftHandPinky2,,LeftHandPinky1,,LeftHandRingEE,,LeftHandRing3,,LeftHandRing2,,LeftHandRing1,,LeftHandMiddleEE,,LeftHandMiddle3,,LeftHandMiddle2,,LeftHandMiddle1,,LeftHandIndexEE,,LeftHandIndex3,,LeftHandIndex2,,LeftHandIndex1,,LeftHandThumbEE,,LeftHandThumb3,,LeftHandThumb2,,LeftHandThumb1,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
0,0.47824,0.30778,0.480034,0.301395,0.483477,0.288786,0.485871,0.239993,0.490426,0.178492,0.540962,0.303345,0.535663,0.29783,0.526435,0.286766,0.521542,0.238309,0.51618,0.178,0.473188,0.188721,0.477343,0.1932,0.475739,0.194061,0.473872,0.193601,0.470792,0.190304,0.479256,0.194838,0.477919,0.196278,0.474531,0.195352,0.471879,0.190523,0.480791,0.196323,0.47929,0.19759,0.475747,0.196352,0.472917,0.191112,0.481265,0.1984,0.4792,0.198151,0.476429,0.195767,0.474161,0.190352,0.478486,0.195255,0.479512,0.19072,0.47978,0.1862,0.477419,0.180737,0.47465,0.178831,0.469633,0.14245,0.482232,0.0985356,0.499294,0.0954498,0.54243,0.191982,0.537176,0.194989,0.538071,0.197045,0.540329,0.197279,0.543276,0.193654,0.536484,0.196557,0.537169,0.198747,0.541285,0.198719,0.54322,0.19376,0.536368,0.198611,0.537695,0.200511,0.541881,0.199632,0.543299,0.194212,0.537417,0.202246,0.539853,0.201632,0.542347,0.198812,0.542881,0.193401,0.538106,0.198211,0.537269,0.194036,0.536395,0.189801,0.537903,0.184405,0.538789,0.182716,0.534724,0.145177,0.527666,0.100742,0.511399,0.0956966,0.517418,0.0504647,0.508938,0.0769471,0.504764,0.0896794,0.503086,0.100596,0.502539,0.122576,0.50263,0.137194,0.502846,0.149318,0.501956,0.164706,0.502895,0.173717,0.510094,0.0680887,0.515947,0.0657764,0.507458,0.0627388,0.523156,0.0726814,0.499655,0.0642795,0.532269,0.291927,0.525835,0.295619,0.477545,0.295339,0.484974,0.297514,0.540124,0.299131,0.53355,0.302938,0.475197,0.303784,0.482833,0.306016,0.545019,0.303338,0.538355,0.307219,0.473737,0.308769,0.481506,0.311037,0.527666,0.100742,0.534724,0.145177,0.538789,0.182716,0.482232,0.0985356,0.469633,0.14245,0.47465,0.178831,0.51618,0.178,0.521542,0.238309,0.526435,0.286766,0.535663,0.29783,0.490426,0.178492,0.485871,0.239993,0.483477,0.288786,0.480034,0.301395,
20,0.478311,0.307742,0.480155,0.301384,0.483635,0.28881,0.485729,0.240014,0.490067,0.178492,0.540965,0.30334,0.535625,0.297824,0.52635,0.286749,0.52124,0.238373,0.515824,0.178009,0.473068,0.188767,0.476758,0.193194,0.475263,0.194095,0.473495,0.193657,0.470555,0.19036,0.478955,0.194841,0.477678,0.196267,0.474403,0.195361,0.471724,0.190575,0.480851,0.196302,0.479389,0.197508,0.475885,0.196286,0.472854,0.191159,0.481434,0.198309,0.479415,0.19806,0.476626,0.195726,0.47416,0.190394,0.478867,0.195291,0.47967,0.19071,0.479732,0.186181,0.477225,0.180766,0.474321,0.178868,0.469049,0.14254,0.481842,0.098659,0.498883,0.0954598,0.542321,0.191888,0.53688,0.194967,0.537931,0.196953,0.540183,0.197125,0.543187,0.193535,0.536276,0.196413,0.536987,0.198599,0.5411,0.198588,0.54313,0.193652,0.536087,0.198538,0.537487,0.200369,0.541672,0.199464,0.543211,0.194113,0.537139,0.202122,0.539567,0.201463,0.54208,0.198672,0.542784,0.193315,0.537635,0.198225,0.536876,0.193996,0.536094,0.189734,0.537719,0.18436,0.538592,0.182644,0.534443,0.145151,0.52724,0.100741,0.510993,0.0957017,0.517049,0.0504947,0.508538,0.0769581,0.504356,0.0896871,0.502697,0.100605,0.502165,0.122585,0.502262,0.137201,0.502481,0.149324,0.501597,0.164721,0.502537,0.173725,0.509657,0.06807,0.515523,0.065774,0.507039,0.0627254,0.522752,0.0727085,0.499267,0.0642762,0.532114,0.291952,0.525678,0.295611,0.477826,0.295445,0.485275,0.297544,0.540053,0.299153,0.533478,0.302928,0.475369,0.303833,0.483027,0.305988,0.545003,0.303357,0.538339,0.307204,0.473834,0.308782,0.481625,0.310973,0.52724,0.100741,0.534443,0.145151,0.538592,0.182644,0.481842,0.098659,0.469049,0.14254,0.474321,0.178868,0.515824,0.178009,0.52124,0.238373,0.52635,0.286749,0.535625,0.297824,0.490067,0.178492,0.485729,0.240014,0.483635,0.28881,0.480155,0.301384,
40,0.478216,0.307668,0.480145,0.301348,0.483706,0.28881,0.485494,0.240091,0.489633,0.17854,0.540907,0.30332,0.535554,0.297791,0.526294,0.286677,0.520866,0.238437,0.515408,0.178036,0.472749,0.188741,0.475883,0.19334,0.474454,0.194198,0.472791,0.193701,0.470084,0.190294,0.4783,0.195049,0.477025,0.196384,0.473882,0.195352,0.471317,0.19052,0.480556,0.196497,0.479069,0.197546,0.475618,0.196197,0.472505,0.191112,0.481179,0.198379,0.4792,0.19804,0.476442,0.195664,0.47389,0.190367,0.478976,0.195444,0.479628,0.190845,0.479599,0.186322,0.477098,0.180894,0.474144,0.178944,0.468197,0.142738,0.481334,0.0989448,0.498355,0.0955385,0.542297,0.191743,0.536716,0.195004,0.537994,0.196866,0.540248,0.196907,0.54319,0.193271,0.536288,0.196366,0.537097,0.198536,0.541214,0.198427,0.543169,0.193436,0.53613,0.198628,0.537673,0.200349,0.54183,0.199288,0.543302,0.193941,0.537312,0.202162,0.539708,0.20138,0.542148,0.198542,0.542864,0.193205,0.537397,0.198464,0.536587,0.194175,0.535772,0.189886,0.537359,0.184468,0.538095,0.182626,0.534119,0.145212,0.526692,0.100853,0.51049,0.0957931,0.516652,0.0506065,0.508065,0.0770478,0.503878,0.0897634,0.502268,0.100662,0.50172,0.122634,0.5018,0.137248,0.502016,0.149369,0.501171,0.164776,0.502111,0.173768,0.509059,0.0681795,0.514964,0.0658967,0.506492,0.0628231,0.522268,0.0728429,0.498814,0.0643406,0.531954,0.291966,0.525496,0.295551,0.478076,0.29555,0.485547,0.297544,0.539939,0.299181,0.533345,0.302879,0.475437,0.303875,0.483117,0.305924,0.544922,0.303389,0.53824,0.307159,0.47378,0.308777,0.481593,0.310861,0.526692,0.100853,0.534119,0.145212,0.538095,0.182626,0.481334,0.0989448,0.468197,0.142738,0.474144,0.178944,0.515408,0.178036,0.520866,0.238437,0.526294,0.286677,0.535554,0.297791,0.489633,0.17854,0.485494,0.240091,0.483706,0.28881,0.480145,0.301348,
60,0.478176,0.307601,0.480149,0.301327,0.483711,0.288829,0.485286,0.240225,0.489157,0.17862,0.540898,0.303288,0.535525,0.297753,0.526281,0.286607,0.520419,0.238542,0.51497,0.178103,0.472267,0.188734,0.4753,0.193452,0.473838,0.194266,0.472185,0.193717,0.46958,0.190224,0.477801,0.19524,0.476443,0.196484,0.473295,0.195338,0.470786,0.190473,0.480279,0.196689,0.478669,0.197577,0.475154,0.196117,0.471932,0.191084,0.480809,0.198441,0.478784,0.198019,0.475984,0.195622,0.473325,0.190372,0.478969,0.195635,0.47946,0.191019,0.479395,0.186484,0.476893,0.181049,0.474034,0.17903,0.467291,0.142969,0.480749,0.099269,0.497743,0.0956525,0.542217,0.191656,0.536386,0.195073,0.537836,0.196814,0.540099,0.196762,0.543044,0.193135,0.536169,0.196282,0.537029,0.198444,0.54116,0.19831,0.543096,0.193312,0.536068,0.198614,0.537722,0.200245,0.541865,0.199114,0.543319,0.193822,0.537339,0.20204,0.539712,0.201185,0.542117,0.198368,0.542918,0.193111,0.537023,0.198603,0.53623,0.194265,0.535452,0.189957,0.537089,0.184555,0.537637,0.18267,0.533826,0.145279,0.526069,0.100985,0.509912,0.0959128,0.516086,0.0507177,0.507484,0.0771539,0.503326,0.08987,0.501801,0.100757,0.501254,0.12272,0.501321,0.137331,0.501533,0.14945,0.500739,0.164863,0.501661,0.173846,0.508341,0.0682838,0.514279,0.0660048,0.505812,0.0629272,0.521665,0.072957,0.498227,0.0644425,0.531794,0.29202,0.525312,0.295499,0.478298,0.295711,0.485799,0.297555,0.539847,0.299229,0.53323,0.30282,0.475535,0.303961,0.483244,0.305858,0.54488,0.303432,0.538176,0.307093,0.473789,0.308806,0.481632,0.310738,0.526069,0.100985,0.533826,0.145279,0.537637,0.18267,0.480749,0.099269,0.467291,0.142969,0.474034,0.17903,0.51497,0.178103,0.520419,0.238542,0.526281,0.286607,0.535525,0.297753,0.489157,0.17862,0.485286,0.240225,0.483711,0.288829,0.480149,0.301327,
80,0.478137,0.307534,0.480125,0.301309,0.483629,0.288856,0.485036,0.240391,0.488707,0.178717,0.540744,0.303334,0.535437,0.297773,0.526357,0.286558,0.519895,0.238687,0.514559,0.17819,0.47174,0.188811,0.475122,0.193524,0.473567,0.194331,0.471838,0.193773,0.469162,0.190265,0.477608,0.195355,0.476131,0.196547,0.472854,0.195372,0.470271,0.190529,0.480151,0.196788,0.478375,0.197566,0.474708,0.196081,0.471307,0.191153,0.480534,0.198421,0.478401,0.197967,0.475482,0.195614,0.47264,0.19046,0.478995,0.195793,0.479293,0.191155,0.479169,0.186592,0.476567,0.181198,0.473883,0.179141,0.466393,0.143222,0.480159,0.0996291,0.497112,0.0957869,0.541978,0.191605,0.536017,0.195058,0.537569,0.196713,0.539831,0.196609,0.542799,0.193011,0.53593,0.196148,0.536785,0.198323,0.540918,0.198218,0.542878,0.193217,0.535783,0.198569,0.537491,0.200155,0.541628,0.199009,0.543135,0.193755,0.536983,0.201922,0.539341,0.201035,0.541762,0.198265,0.542739,0.193082,0.536363,0.198758,0.535646,0.194367,0.534958,0.19003,0.536705,0.184645,0.537168,0.18269,0.53362,0.145315,0.525416,0.101106,0.50931,0.0960359,0.515343,0.0507907,0.506827,0.0772502,0.502741,0.0899871,0.501311,0.100868,0.500796,0.122825,0.500865,0.137433,0.501078,0.149549,0.50034,0.164966,0.501239,0.173942,0.507635,0.0683572,0.513569,0.0660634,0.505094,0.0630153,0.52099,0.073003,0.497528,0.0645701,0.531712,0.292154,0.52517,0.29547,0.478466,0.295906,0.485999,0.297565,0.539704,0.29938,0.533026,0.302805,0.475617,0.304073,0.483359,0.305783,0.544707,0.303589,0.537941,0.307083,0.473806,0.308856,0.481682,0.310598,0.525416,0.101106,0.53362,0.145315,0.537168,0.18269,0.480159,0.0996291,0.466393,0.143222,0.473883,0.179141,0.514559,0.17819,0.519895,0.238687,0.526357,0.286558,0.535437,0.297773,0.488707,0.178717,0.485036,0.240391,0.483629,0.288856,0.480125,0.301309,
100,0.478132,0.307506,0.4801,0.30133,0.483487,0.288919,0.484739,0.240622,0.488247,0.17887,0.540628,0.303377,0.535377,0.297804,0.526461,0.286528,0.519431,0.238851,0.514154,0.178317,0.471245,0.18887,0.47482,0.193723,0.473188,0.194489,0.471408,0.193881,0.468726,0.190293,0.477252,0.195599,0.475675,0.196712,0.472327,0.195436,0.469758,0.190559,0.479794,0.197016,0.477892,0.197662,0.474157,0.196081,0.4707,0.191181,0.480088,0.198507,0.477892,0.197977,0.474928,0.195611,0.472001,0.190503,0.478846,0.196033,0.479071,0.19139,0.478962,0.186813,0.476344,0.181422,0.473829,0.179338,0.465538,0.143521,0.479581,0.100049,0.496482,0.0959937,0.541724,0.191641,0.535591,0.195117,0.537211,0.196717,0.539483,0.196581,0.542476,0.193,0.53567,0.19609,0.536505,0.198283,0.540647,0.198222,0.542612,0.193224,0.53552,0.198567,0.537269,0.200132,0.541402,0.198998,0.542935,0.193777,0.536677,0.201822,0.539024,0.200932,0.541458,0.198227,0.542576,0.193128,0.535887,0.19892,0.535215,0.1945,0.534574,0.19015,0.53638,0.184787,0.536709,0.182789,0.533406,0.145417,0.52478,0.101297,0.50871,0.096235,0.514515,0.0508991,0.50615,0.0774029,0.502163,0.0901696,0.500826,0.101036,0.500333,0.122982,0.5004,0.137586,0.500614,0.149699,0.499958,0.165113,0.500822,0.174084,0.50698,0.0684999,0.512885,0.0661738,0.50439,0.0631749,0.520301,0.0730736,0.496787,0.0647771,0.531608,0.292343,0.525007,0.29546,0.478585,0.296143,0.486147,0.297597,0.539566,0.299567,0.532828,0.30279,0.475705,0.304233,0.483476,0.305733,0.544556,0.303769,0.537731,0.307059,0.473862,0.308956,0.481768,0.310486,0.52478,0.101297,0.533406,0.145417,0.536709,0.182789,0.479581,0.100049,0.465538,0.143521,0.473829,0.179338,0.514154,0.178317,0.519431,0.238851,0.526461,0.286528,0.535377,0.297804,0.488247,0.17887,0.484739,0.240622,0.483487,0.288919,0.4801,0.30133,
120,0.478134,0.307469,0.480058,0.301348,0.483299,0.288991,0.484449,0.240841,0.487797,0.179009,0.540484,0.303447,0.535304,0.297848,0.526588,0.286492,0.519022,0.239033,0.513758,0.178445,0.470756,0.189048,0.474701,0.193925,0.473002,0.194708,0.471143,0.194102,0.468362,0.190497,0.477078,0.195799,0.475422,0.196888,0.471957,0.1956,0.4693,0.190741,0.479517,0.197168,0.477518,0.197758,0.473695,0.196173,0.470138,0.191338,0.479741,0.198547,0.477476,0.198,0.474435,0.195673,0.471371,0.190646,0.478686,0.196235,0.478826,0.191582,0.478683,0.186992,0.475966,0.181649,0.473614,0.179597,0.464771,0.143821,0.479036,0.100466,0.495878,0.0962129,0.541265,0.191843,0.534923,0.195225,0.536538,0.196836,0.538823,0.196739,0.541921,0.193242,0.535102,0.196058,0.535846,0.198285,0.539993,0.19838,0.542097,0.193451,0.534849,0.198514,0.536584,0.200109,0.540742,0.199115,0.542457,0.193991,0.535858,0.201621,0.538225,0.200825,0.540758,0.198276,0.542148,0.193321,0.535169,0.198956,0.534626,0.194521,0.534108,0.190168,0.536065,0.184892,0.536342,0.182931,0.533202,0.145514,0.524164,0.101482,0.508137,0.0964402,0.513573,0.0509541,0.505457,0.0775375,0.501611,0.0903505,0.500381,0.101198,0.499916,0.12313,0.499981,0.137732,0.500188,0.149843,0.49961,0.165234,0.500421,0.174214,0.506332,0.0686195,0.512187,0.0662379,0.503661,0.0633213,0.519589,0.0730694,0.495987,0.0650016,0.531494,0.292544,0.52483,0.295431,0.47863,0.296375,0.486215,0.297635,0.539399,0.299785,0.532598,0.302774,0.475764,0.304379,0.48356,0.305683,0.544369,0.303992,0.537481,0.307045,0.473918,0.309038,0.481849,0.310368,0.524164,0.101482,0.533202,0.145514,0.536342,0.182931,0.479036,0.100466,0.464771,0.143821,0.473614,0.179597,0.513758,0.178445,0.519022,0.239033,0.526588,0.286492,0.535304,0.297848,0.487797,0.179009,0.484449,0.240841,0.483299,0.288991,0.480058,0.301348,
140,0.478071,0.307452,0.479959,0.301344,0.483083,0.289014,0.484169,0.241053,0.487314,0.179099,0.540334,0.303524,0.535217,0.297898,0.526694,0.286464,0.518677,0.239205,0.513336,0.178562,0.470262,0.189278,0.474457,0.194192,0.472727,0.195007,0.470813,0.194408,0.467961,0.190779,0.476802,0.196059,0.475102,0.197132,0.471555,0.195834,0.468832,0.190985,0.479114,0.197369,0.477066,0.197933,0.473198,0.196345,0.469594,0.19154,0.479314,0.198657,0.477012,0.198096,0.473928,0.195793,0.470778,0.19082,0.478373,0.196479,0.478485,0.19182,0.478326,0.187228,0.475542,0.181923,0.47331,0.179935,0.464129,0.144118,0.478591,0.100886,0.495361,0.09643,0.54083,0.191993,0.534354,0.195323,0.535985,0.196929,0.53828,0.196837,0.541406,0.193365,0.534619,0.196082,0.535329,0.198327,0.539477,0.198493,0.54163,0.193588,0.534316,0.198599,0.536075,0.200195,0.540232,0.199244,0.542039,0.194143,0.535278,0.201591,0.537651,0.20085,0.540231,0.198382,0.541773,0.193488,0.534789,0.19912,0.534247,0.194689,0.533717,0.190328,0.535662,0.185066,0.535847,0.183076,0.532974,0.145645,0.523631,0.101685,0.507649,0.0966567,0.512649,0.0509788,0.504837,0.0776597,0.501153,0.0905242,0.500017,0.101338,0.499555,0.123252,0.499599,0.137851,0.499782,0.149961,0.499278,0.165315,0.500005,0.17431,0.505787,0.0687328,0.511577,0.0662811,0.503013,0.0634653,0.518948,0.0730232,0.49524,0.0652352,0.531323,0.29276,0.524606,0.295397,0.478591,0.296508,0.48619,0.297622,0.539198,0.300019,0.532344,0.302753,0.475743,0.304469,0.483553,0.305622,0.544163,0.304231,0.537222,0.307026,0.473899,0.309107,0.481845,0.310285,0.523631,0.101685,0.532974,0.145645,0.535847,0.183076,0.478591,0.100886,0.464129,0.144118,0.47331,0.179935,0.513336,0.178562,0.518677,0.239205,0.526694,0.286464,0.535217,0.297898,0.487314,0.179099,0.484169,0.241053,0.483083,0.289014,0.479959,0.301344,
160,0.478168,0.307438,0.479981,0.301333,0.482947,0.289036,0.484001,0.241191,0.48687,0.179152,0.540221,0.303589,0.535149,0.297935,0.526797,0.286417,0.518374,0.239369,0.512936,0.178666,0.469802,0.189498,0.474172,0.194427,0.472443,0.195293,0.470489,0.194716,0.467572,0.19108,0.476518,0.19627,0.474806,0.197346,0.471198,0.19606,0.468399,0.191234,0.478701,0.197502,0.476645,0.198079,0.47275,0.196515,0.469115,0.191733,0.478911,0.19873,0.476591,0.198175,0.473478,0.1959,0.470261,0.190969,0.478012,0.196659,0.478112,0.191995,0.477925,0.187409,0.475076,0.182148,0.472912,0.180254,0.463752,0.144265,0.478186,0.101073,0.494929,0.0966378,0.540377,0.192126,0.533711,0.19538,0.535364,0.196978,0.537668,0.196893,0.540827,0.193454,0.53406,0.196102,0.534766,0.198358,0.538916,0.198577,0.541123,0.193701,0.533768,0.198736,0.53558,0.200312,0.539719,0.199371,0.541609,0.19428,0.534793,0.201629,0.537163,0.200935,0.53977,0.198524,0.541409,0.193648,0.534565,0.199302,0.533981,0.194882,0.533397,0.190502,0.535272,0.185233,0.535317,0.183197,0.532731,0.145781,0.523186,0.101875,0.507239,0.0968652,0.511702,0.0509636,0.504269,0.0777597,0.500771,0.0906834,0.499713,0.101458,0.49925,0.12335,0.499271,0.137947,0.499425,0.150054,0.498976,0.16537,0.499621,0.174381,0.505324,0.0688102,0.511029,0.0662749,0.50242,0.0635849,0.518351,0.0729131,0.494519,0.0654745,0.531128,0.292943,0.524373,0.295328,0.478563,0.296614,0.486174,0.297619,0.539003,0.300232,0.532113,0.30271,0.475811,0.304527,0.483634,0.305568,0.543983,0.304456,0.537006,0.306992,0.474022,0.309155,0.481981,0.310219,0.523186,0.101875,0.532731,0.145781,0.535317,0.183197,0.478186,0.101073,0.463752,0.144265,0.472912,0.180254,0.512936,0.178666,0.518374,0.239369,0.526797,0.286417,0.535149,0.297935,0.48687,0.179152,0.484001,0.241191,0.482947,0.289036,0.479981,0.301333,
180,0.47827,0.307429,0.480032,0.301302,0.482894,0.28903,0.483825,0.241252,0.486526,0.17915,0.540182,0.30362,0.535132,0.297936,0.526913,0.286338,0.518096,0.239491,0.512616,0.178717,0.469336,0.189662,0.47369,0.194667,0.471978,0.195563,0.470014,0.194982,0.467114,0.191294,0.476046,0.196517,0.474331,0.197577,0.470712,0.196254,0.467926,0.191407,0.478112,0.197692,0.476073,0.198279,0.472197,0.196692,0.468624,0.191861,0.478347,0.198901,0.476038,0.198327,0.472946,0.196028,0.469766,0.19107,0.47747,0.196889,0.47764,0.192225,0.477493,0.187649,0.474673,0.182384,0.472546,0.180557,0.463551,0.144398,0.477856,0.101203,0.494576,0.09681,0.539854,0.19222,0.533125,0.195454,0.534796,0.19703,0.5371,0.196951,0.540317,0.193568,0.533428,0.196122,0.534145,0.198372,0.538292,0.198625,0.540608,0.193802,0.533018,0.198846,0.534887,0.200365,0.539025,0.199412,0.54109,0.194367,0.534007,0.20157,0.536393,0.200919,0.539071,0.198565,0.540883,0.193724,0.534062,0.199356,0.533464,0.194963,0.532867,0.190575,0.534725,0.185327,0.534775,0.183315,0.532535,0.145891,0.522806,0.102044,0.506911,0.0970491,0.510814,0.05091,0.503779,0.0778293,0.500484,0.0908096,0.499514,0.101534,0.499037,0.123399,0.499024,0.137991,0.499147,0.150096,0.498733,0.165388,0.499316,0.174403,0.504843,0.0688646,0.510479,0.0662372,0.501827,0.0636839,0.517813,0.0727575,0.493861,0.0656977,0.530946,0.293067,0.524171,0.295215,0.478566,0.296654,0.486185,0.297597,0.538853,0.300393,0.531945,0.30263,0.475885,0.304536,0.483716,0.305514,0.543867,0.304633,0.536874,0.306925,0.474139,0.309179,0.482106,0.310178,0.522806,0.102044,0.532535,0.145891,0.534775,0.183315,0.477856,0.101203,0.463551,0.144398,0.472546,0.180557,0.512616,0.178717,0.518096,0.239491,0.526913,0.286338,0.535132,0.297936,0.486526,0.17915,0.483825,0.241252,0.482894,0.28903,0.480032,0.301302,
