Timestamps [ms],RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHandPinkyEE,,,RightHandPinky3,,,RightHandPinky2,,,RightHandPinky1,,,RightHandRingEE,,,RightHandRing3,,,RightHandRing2,,,RightHandRing1,,,RightHandMiddleEE,,,RightHandMiddle3,,,RightHandMiddle2,,,RightHandMiddle1,,,RightHandIndexEE,,,RightHandIndex3,,,RightHandIndex2,,,RightHandIndex1,,,RightHandThumbEE,,,RightHandThumb3,,,RightHandThumb2,,,RightHandThumb1,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHandPinkyEE,,,LeftHandPinky3,,,LeftHandPinky2,,,LeftHandPinky1,,,LeftHandRingEE,,,LeftHandRing3,,,LeftHandRing2,,,LeftHandRing1,,,LeftHandMiddleEE,,,LeftHandMiddle3,,,LeftHandMiddle2,,,LeftHandMiddle1,,,LeftHandIndexEE,,,LeftHandIndex3,,,LeftHandIndex2,,,LeftHandIndex1,,,LeftHandThumbEE,,,LeftHandThumb3,,,LeftHandThumb2,,,LeftHandThumb1,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
0,386.654,4824.27,108.313,315.345,4795.97,94.2643,199.632,4741.29,53.8367,165.107,4551.61,-289.039,33.054,4394.87,-655.283,141.809,4482.53,208.926,77.1302,4517.15,182.439,-29.1496,4570.16,119.922,32.9411,4376.64,-216.872,16.9202,4231.57,-610.364,180.843,4621.92,-692.18,158.657,4605.12,-656.301,165.924,4613.32,-645.385,169.523,4627.64,-650.002,160.596,4633.54,-679.025,175.91,4601.59,-648.865,183.366,4609.05,-637.061,188.454,4634.02,-647.93,174.544,4631.29,-680.608,196.045,4595.98,-635.797,203.706,4608.81,-629.542,205.505,4632.01,-645.74,189.711,4630.37,-680.345,211.137,4597.55,-632.823,216.559,4613.19,-633.895,215.202,4629.18,-652.905,200.407,4624.58,-686.848,205.23,4622.62,-653.957,201.662,4603.32,-677.1,191.237,4585.25,-699.138,174.377,4579.69,-733.558,147.831,4585.93,-742.127,18.5475,4475.8,-918.494,65.3437,4311.94,-1139.11,67.0431,4204.59,-1136.17,81.0601,4100.04,-507.79,39.9775,4135.73,-469.832,48.7757,4123.12,-468.133,55.3695,4110.01,-473.012,61.4807,4088.08,-493.953,51.2175,4150.54,-462.478,60.6617,4139.41,-456.35,72.391,4115.72,-464.655,73.3884,4095.84,-494.194,65.5217,4162.78,-455.168,74.9566,4150.34,-450.853,85.6292,4126.04,-460.839,85.9182,4104.16,-491.992,81.1299,4166.02,-455.218,89.6205,4151.78,-455.589,96.7643,4131.35,-467.842,96.1671,4110.45,-498.748,107.663,4145.85,-482.889,97.8884,4139.08,-510.638,87.009,4131.61,-537.792,81.2655,4106.94,-566.864,64.2234,4085.11,-573.919,-8.03833,4014.78,-797.037,65.1989,4035.93,-1065.18,61.4661,4131.49,-1114.09,193.337,4111.56,-1339.13,105.2,4144.4,-1210.28,52.4404,4160.52,-1152.7,2.81812,4181.32,-1096.66,-2.16855,4220.29,-968.898,2.65823,4245.46,-882.408,9.17612,4265.69,-809.785,-18.1971,4294.85,-715.133,10.5924,4307.1,-660.26,
20,387.44,4825.7,107.764,316.263,4796.9,94.0491,200.708,4741.56,54.0808,164.271,4553.17,-289.311,32.4076,4394.67,-654.863,142.041,4481.91,208.887,77.4174,4516.64,182.406,-28.7579,4569.8,119.843,33.364,4376.31,-216.956,17.5994,4231.11,-610.414,172.244,4625.07,-689.603,148.511,4608.27,-653.033,154.502,4617.84,-642.465,157.662,4632,-647.832,150.846,4635.99,-677.739,166.285,4605.28,-645.289,172.807,4613.83,-633.668,177.046,4638.59,-645.353,164.946,4634.39,-678.59,187.144,4600.88,-632.536,194.183,4614.07,-626.287,195.294,4637.1,-642.778,180.108,4634.21,-677.573,202.936,4602.78,-629.146,207.824,4618.58,-630.333,205.949,4634.32,-649.503,191.374,4628.8,-683.405,196.028,4627.37,-650.415,194.11,4607.48,-673.254,184.999,4588.61,-695.215,169.837,4581.64,-730.161,143.48,4586.38,-740.155,15.8295,4475.59,-917.298,65.4257,4313.46,-1138.58,67.9718,4206.12,-1135.77,80.3808,4098.34,-507.718,37.1424,4132.03,-468.851,46.2484,4119.56,-467.904,53.329,4106.88,-473.213,60.8776,4085.66,-494.421,48.7463,4147.69,-461.606,58.3675,4136.52,-455.851,70.6393,4113.27,-464.592,72.5657,4093.76,-494.33,63.622,4160.64,-454.74,73.227,4148.3,-450.494,84.2218,4124.19,-460.571,84.8124,4102.39,-491.777,78.9797,4164.29,-455.192,87.7982,4150.24,-455.212,95.3759,4129.85,-467.279,95.0111,4109.04,-498.25,105.715,4144.62,-481.886,96.3638,4137.81,-509.772,86.1283,4130.42,-537.194,81.5464,4106,-566.686,65.2634,4083.8,-574.348,-5.16196,4012.54,-797.759,67.2979,4036.9,-1065.84,63.3097,4132.92,-1113.8,195.185,4125.47,-1341.52,106.968,4149.42,-1210.78,54.0252,4161.86,-1152.47,3.8783,4181.91,-1096.62,-2.31149,4220.66,-968.839,2.07767,4245.74,-882.301,8.43896,4265.86,-809.633,-18.591,4294.53,-714.733,10.472,4306.77,-660.003,
40,386.714,4828.04,106.737,315.762,4798.45,93.5578,200.48,4742,54.3463,161.639,4554.69,-289.367,30.7547,4394.18,-654.393,141.056,4483.31,208.939,76.3554,4517.65,182.15,-29.9785,4570.16,119.304,33.1031,4375.5,-216.645,17.2129,4230.46,-610.151,161.402,4627.7,-685.132,136.607,4609.91,-647.768,141.381,4620.71,-637.778,143.997,4634.73,-643.773,139.001,4637.5,-674.174,154.931,4607.41,-639.835,160.537,4616.96,-628.521,163.688,4641.6,-640.781,153.189,4636.64,-674.455,176.559,4604.24,-628.12,182.984,4617.63,-621.644,183.164,4640.82,-637.966,168.286,4637.26,-672.833,192.916,4606.49,-624.438,197.217,4622.48,-625.377,194.627,4638.35,-644.356,180.045,4632.44,-678.188,185.07,4630.35,-644.933,184.779,4610.55,-667.93,176.691,4591.54,-690.161,162.905,4584.12,-725.583,136.758,4587.46,-736.64,12.0018,4475.59,-915.164,65.2473,4315.76,-1137.26,70.9608,4208.53,-1134.97,79.3925,4096.38,-507.893,33.6042,4127.29,-468.414,43.1458,4115.12,-468.121,50.846,4102.98,-473.825,60.0296,4082.75,-495.352,45.2555,4143.89,-461.012,55.1301,4132.77,-455.582,68.2194,4110.15,-464.766,71.3983,4091.27,-494.803,60.3444,4157.62,-454.384,70.2197,4145.5,-450.147,81.8899,4121.76,-460.348,83.2383,4100.3,-491.77,75.3943,4161.84,-455.189,84.7005,4148.12,-454.772,93.0505,4127.93,-466.663,93.3496,4107.45,-497.847,102.669,4143.24,-480.728,93.8955,4136.32,-508.772,84.7172,4129.11,-536.613,81.8543,4105.12,-566.67,66.6309,4082.46,-575.147,-1.97162,4008.62,-798.284,68.6367,4038.71,-1066.27,66.8737,4135.12,-1113.59,198.412,4143.8,-1343.91,110.687,4156.41,-1211.27,57.6333,4164.23,-1152.25,6.67624,4183.29,-1096.79,-1.52206,4221.02,-968.821,1.90909,4245.63,-882.105,7.69284,4265.53,-809.327,-19.5498,4293.74,-714.351,9.47263,4306.12,-659.632,
60,385.788,4830.51,106.223,315.171,4799.93,93.5142,200.33,4742.16,54.9373,159.553,4556.24,-289.308,29.334,4393.88,-653.754,139.752,4483.02,209.33,75.4012,4517.64,182.052,-30.4524,4570.63,118.804,31.8604,4374.34,-216.337,17.7617,4229.85,-610.115,149.344,4629.73,-679.739,123.468,4610.71,-641.701,127.121,4622.6,-632.508,129.288,4636.42,-639.11,126.025,4638.42,-669.805,142.024,4608.64,-633.319,146.647,4619.17,-622.443,148.926,4643.6,-635.312,140.235,4638.23,-669.436,163.973,4606.76,-622.788,169.751,4620.25,-615.928,169.302,4643.61,-631.989,155.196,4639.56,-667.121,180.531,4609.34,-618.664,184.318,4625.48,-619.151,181.395,4641.55,-637.914,167.404,4635.32,-671.939,172.646,4631.76,-638.033,174.188,4612.44,-661.39,167.048,4593.67,-684.142,154.767,4586.43,-720.151,129.024,4588.57,-732.392,8.01508,4475.82,-912.93,64.6584,4318.35,-1135.88,74.9492,4211.45,-1134.29,78.464,4094.11,-508.326,30.6711,4122.82,-468.855,40.507,4110.89,-468.889,48.6671,4099.16,-474.817,59.0716,4079.82,-496.598,42.3175,4140.04,-461.079,52.2938,4128.94,-455.788,65.9836,4106.79,-465.242,70.2103,4088.59,-495.568,57.4044,4154.24,-454.419,67.4051,4142.26,-450.072,79.6249,4118.81,-460.324,81.7339,4097.84,-492.032,72.2252,4158.85,-455.437,81.8588,4145.39,-454.526,90.8687,4125.37,-466.222,91.8459,4105.33,-497.685,99.811,4141.35,-479.815,91.5591,4134.24,-507.971,83.6601,4127.4,-536.294,82.4574,4103.92,-566.851,68.0429,4081.05,-576.153,1.35818,4004.17,-798.844,70.0018,4041.26,-1066.47,71.8011,4137.86,-1113.39,200.573,4163.39,-1346.59,115.046,4164.13,-1211.93,62.3988,4167.04,-1152.11,10.6436,4184.96,-1097.01,0.359039,4221.77,-968.925,2.7619,4245.96,-882.054,7.88684,4265.59,-809.156,-19.7619,4293.07,-714.081,9.11133,4305.6,-659.317,
80,384.153,4833.05,105.584,313.877,4801.51,93.3419,199.476,4742.47,55.3852,157.222,4556.87,-288.855,27.4454,4393.56,-653.035,137.709,4482.5,210.081,73.8306,4517.36,182.022,-31.2997,4570.86,117.994,31.3319,4373.21,-216.29,17.7991,4229.18,-610.257,136.432,4631.68,-674.001,110.703,4611.1,-634.844,113.452,4623.92,-626.645,114.947,4637.53,-633.849,112.438,4639.07,-664.641,129.322,4609.65,-626.225,133.065,4621.13,-615.995,134.141,4645.27,-629.55,126.624,4639.64,-663.908,151.283,4609.26,-617.297,156.351,4622.87,-610.111,154.959,4646.36,-625.918,141.429,4641.75,-661.207,167.717,4612.36,-612.978,170.827,4628.65,-613.008,167.362,4644.87,-631.546,153.964,4638.19,-665.724,160.025,4632.63,-630.964,163.19,4614.1,-654.79,156.639,4595.71,-678.032,145.177,4588.91,-714.394,119.677,4589.73,-727.283,3.8313,4476.01,-910.575,63.7806,4321.18,-1134.5,79.6562,4214.96,-1133.48,78.9515,4091.37,-509.018,30.17,4117.05,-468.529,40.4915,4105.54,-468.878,49.103,4094.33,-475.153,60.1612,4076.09,-497.554,41.5702,4134.76,-460.489,51.9783,4123.94,-455.482,66.3847,4102.52,-465.543,70.9609,4085.26,-496.362,56.2749,4149.47,-453.883,66.7405,4137.83,-449.701,79.7127,4115.02,-460.445,82.136,4094.87,-492.656,70.8,4154.72,-455.292,81.0012,4141.68,-454.309,90.7167,4122.14,-466.249,91.9345,4102.86,-498.17,97.9516,4139.36,-479.667,89.5228,4131.91,-507.684,82.3592,4125.5,-536.301,82.355,4102.6,-567.324,68.7892,4079.41,-577.087,4.83633,3999.94,-799.673,71.3754,4044.51,-1066.69,77.6938,4141.19,-1113.04,202.568,4182.31,-1348.47,120.144,4172.14,-1212.27,68.1166,4170.37,-1151.87,15.3665,4186.96,-1097.29,2.4877,4222.81,-969.168,3.58496,4246.54,-882.149,7.85532,4265.86,-809.111,-20.3423,4292.47,-713.951,8.30075,4305.07,-659.081,
100,384.494,4833.7,105.35,314.269,4801.97,93.3315,199.809,4742.89,55.6159,155.999,4556.91,-288.225,26.1581,4393.13,-652.169,137.034,4481.85,210.637,73.5868,4516.98,181.943,-30.9668,4571.05,117.451,30.6309,4372.16,-216.292,18.3615,4228.39,-610.393,123.427,4632.94,-668.513,98.234,4611.32,-628.118,100.313,4624.87,-620.955,101.221,4638.19,-628.75,98.988,4639.33,-659.581,116.699,4610.45,-619.284,119.715,4622.77,-609.804,119.814,4646.47,-624.146,113.123,4640.51,-658.62,138.218,4611.33,-611.831,142.636,4625.06,-604.443,140.552,4648.53,-620.208,127.777,4643.27,-655.687,154.306,4614.89,-607.436,156.828,4631.28,-607.126,153.064,4647.5,-625.6,140.526,4640.22,-659.981,147.451,4632.78,-624.262,151.911,4614.98,-648.432,145.67,4596.9,-671.993,134.661,4590.42,-708.555,109.365,4590.09,-721.863,-0.28772,4475.78,-908.564,62.5146,4323.79,-1133.65,84.4998,4218.66,-1132.93,80.345,4088.73,-509.818,30.8328,4111.09,-468.513,41.7623,4100.15,-468.912,50.8986,4089.5,-475.406,62.4957,4072.34,-498.387,41.7296,4129.22,-460.265,52.7109,4118.92,-455.388,68.0381,4098.38,-465.913,72.861,4082,-497.171,55.7212,4144.48,-453.587,66.8154,4133.38,-449.558,80.7928,4111.41,-460.772,83.6205,4092.06,-493.438,69.9132,4150.51,-455.192,80.8119,4138.04,-454.309,91.3752,4119.17,-466.597,92.9346,4100.62,-498.935,96.0689,4137.94,-479.969,87.5384,4129.92,-507.798,81.0526,4123.75,-536.63,82.2685,4101.27,-567.927,69.6753,4077.65,-577.957,9.01028,3996.17,-800.735,71.9663,4048.23,-1067.26,83.0063,4144.7,-1113.17,203.193,4197.69,-1350.57,124.549,4179.36,-1212.99,73.4325,4174.1,-1152.02,20.0556,4189.72,-1097.77,5.29984,4224.29,-969.496,5.3685,4247.32,-882.279,8.88907,4266.16,-809.077,-20.0958,4291.81,-713.891,8.1413,4304.44,-658.818,
120,384.291,4834.78,105.047,314.202,4802.64,93.2975,199.83,4743.18,55.9188,155.503,4555.94,-287.168,25.5245,4392.57,-651.252,136.459,4480.36,210.896,73.3922,4515.74,181.672,-30.6703,4570.42,116.901,30.0352,4371.65,-217.072,18.8953,4227.39,-611.033,110.953,4633.25,-662.774,85.7657,4611.1,-621.653,87.4869,4625.08,-615.259,88.1706,4638.19,-623.441,86.2394,4639.19,-654.297,103.925,4610.47,-612.509,106.479,4623.31,-603.597,106.273,4646.67,-618.489,100.329,4640.65,-653.089,124.677,4611.94,-605.968,128.629,4625.69,-598.354,126.539,4649.19,-614.082,114.873,4643.7,-649.907,140.35,4615.66,-601.508,142.602,4632.07,-600.803,139.108,4648.41,-619.228,127.753,4640.89,-653.966,134.995,4631.72,-617.395,140.405,4614.55,-641.832,134.323,4596.83,-665.706,123.72,4590.84,-702.469,98.675,4589.98,-716.22,-5.21545,4475.82,-906.286,60.5877,4325.96,-1131.94,89.0103,4222.39,-1132.52,82.8531,4086.27,-510.781,33.0017,4105.11,-468.62,44.6069,4094.9,-468.968,54.2911,4084.84,-475.626,66.2916,4068.72,-499.14,43.2484,4123.66,-460.33,54.8973,4114.08,-455.513,71.2381,4094.55,-466.424,76.1407,4078.91,-498.048,56.3953,4139.56,-453.557,68.2191,4129.16,-449.731,83.2821,4108.18,-461.421,86.4373,4089.49,-494.444,70.2313,4146.48,-455.221,81.8792,4134.69,-454.653,93.269,4116.61,-467.396,95.0931,4098.65,-500.051,94.623,4136.9,-480.681,86.1492,4128.31,-508.355,80.0483,4122.15,-537.271,82.3125,4099.89,-568.675,70.7424,4075.78,-578.772,13.8444,3992.98,-802.058,72.4512,4052.04,-1068.12,87.6406,4148.27,-1113.35,204.554,4208.74,-1351.92,128.78,4185.36,-1213.5,78.2797,4177.88,-1152.24,24.2541,4192.85,-1098.45,7.60217,4226.35,-970.127,6.71512,4248.67,-882.73,9.60034,4266.91,-809.347,-19.8295,4291.49,-714.016,8.19678,4303.82,-658.767,
140,384.687,4835.22,104.876,314.6,4802.98,93.3839,200.083,4743.6,56.3206,155.12,4555.06,-285.972,25.8654,4391.56,-650.252,136.532,4479.31,211.213,73.7507,4514.81,181.52,-29.9736,4569.86,116.519,29.7537,4370.96,-217.556,19.7893,4226.06,-611.31,98.5037,4632.33,-656.892,74.097,4608.32,-615.735,75.3879,4622.41,-609.482,75.6288,4635.6,-617.562,73.5944,4637.33,-648.379,92.0928,4608.01,-606.56,94.1829,4620.95,-597.69,93.2623,4644.46,-612.315,87.6292,4639.19,-647.089,112.039,4610.01,-600.587,115.404,4623.64,-592.498,112.86,4647.49,-607.605,102.062,4642.62,-643.789,127.298,4614.03,-596.305,129.072,4630.45,-594.808,125.448,4647.32,-612.726,115.035,4640.29,-647.86,122.923,4629.3,-611.089,129.117,4613.3,-636.124,123.32,4596.25,-660.548,112.687,4591.2,-697.445,87.7219,4589.87,-711.303,-10.0745,4475.43,-904.403,58.8446,4327.88,-1130.65,92.734,4225.97,-1132.09,86.8434,4083.61,-511.984,37.0422,4098.98,-468.891,49.1836,4089.4,-469.286,59.289,4079.95,-476.197,71.4877,4064.98,-500.36,46.7657,4117.68,-460.413,58.9431,4108.72,-455.716,76.0848,4090.21,-467.165,80.9122,4075.57,-499.275,59.2466,4134.02,-453.247,71.6522,4124.19,-449.776,87.5302,4104.23,-462.162,90.8549,4086.48,-495.683,72.8443,4141.74,-454.71,85.0434,4130.51,-454.735,96.9658,4113.31,-468.183,98.8979,4096.19,-501.282,94.9216,4134.91,-480.792,86.7732,4126.58,-508.643,80.7291,4120.64,-537.619,83.6704,4098.95,-569.36,72.8215,4074.66,-579.83,19.0569,3990.89,-803.529,72.9444,4055.62,-1069.27,91.3412,4151.65,-1113.71,205.723,4216.87,-1353.07,132.149,4190.47,-1214.01,82.1537,4181.63,-1152.52,27.7084,4195.93,-1098.98,9.70157,4228.05,-970.483,8.16443,4249.5,-882.878,10.6364,4267.1,-809.324,-19.0427,4290.8,-713.847,8.87064,4302.81,-658.47,
160,385.735,4834.36,105.131,315.466,4802.5,93.6956,200.493,4743.95,56.7239,154.998,4553.78,-284.596,26.0548,4390.36,-649.018,136.724,4478.67,211.564,74.0788,4514.07,181.469,-29.5378,4569.12,116.3,29.8732,4370.39,-217.929,20.8848,4224.52,-611.351,87.2019,4630.84,-651.352,62.4166,4606.39,-610.374,63.6993,4620.52,-604.206,64.0293,4633.72,-612.245,62.2231,4635.85,-643.052,80.2253,4606.02,-601.109,82.2488,4618.96,-592.217,81.5334,4642.55,-606.727,76.2493,4637.66,-641.612,99.4762,4607.87,-595.077,102.644,4621.41,-586.751,100.518,4645.44,-601.638,90.6581,4641.03,-638.148,114.485,4611.85,-591.029,116.305,4628.21,-588.989,113.192,4645.43,-606.664,103.664,4638.7,-642.106,111.369,4627.05,-605.277,117.937,4611.43,-630.453,112.266,4594.62,-655.078,101.676,4589.94,-692.034,76.8452,4588.77,-706.146,-15.0009,4474.8,-902.42,56.7256,4329.47,-1129.23,95.9708,4229.51,-1131.54,91.7545,4081.31,-513.211,42.2429,4093.77,-469.355,54.7921,4084.74,-469.787,65.2063,4075.8,-476.924,77.452,4061.82,-501.652,51.5264,4112.55,-460.81,64.1001,4104.12,-456.176,81.8598,4086.48,-468.055,86.5474,4072.7,-500.561,63.5072,4129.27,-453.229,76.3539,4119.91,-450.091,92.8174,4100.83,-463.071,96.2373,4083.84,-496.974,76.9656,4137.72,-454.419,89.5422,4126.93,-455.051,101.775,4110.46,-469.122,103.748,4093.98,-502.542,96.6471,4132.78,-480.702,89.0891,4125.33,-508.965,82.7462,4119.39,-537.877,86.0533,4098.23,-569.943,75.6662,4073.91,-580.783,24.4619,3989.48,-804.836,74.3063,4059.1,-1070.13,94.771,4155,-1113.95,207.339,4222.93,-1353.85,135.239,4194.99,-1214.31,85.6072,4185.33,-1152.66,30.8264,4198.85,-1099.25,11.6779,4229.53,-970.57,9.58987,4250.12,-882.769,11.7055,4267.08,-809.054,-18.2239,4289.83,-713.424,9.57193,4301.57,-657.931,
180,386.576,4834.41,104.243,316.227,4802.58,93.2178,200.911,4744.26,56.9624,154.345,4552.36,-283.246,25.6352,4389.19,-647.862,136.992,4478.78,212.014,74.3209,4513.83,181.558,-29.4449,4568.44,116.259,30.4266,4369.94,-218.03,22.4484,4223.1,-611.108,76.338,4628.46,-646.225,50.5214,4603.69,-606.019,51.6633,4617.8,-599.774,52.2009,4631.05,-607.722,51.1586,4633.45,-638.544,68.0464,4603.42,-596.477,69.8544,4616.25,-587.383,69.5347,4639.96,-601.712,65.1443,4635.25,-636.745,86.7028,4605.12,-589.746,89.5459,4618.61,-581.229,87.9549,4642.74,-596.023,79.4619,4638.61,-632.907,101.493,4609.13,-585.706,103.28,4625.43,-583.218,100.819,4642.89,-600.76,92.5629,4636.28,-636.542,99.4046,4624.88,-599.769,106.713,4609.34,-624.794,101.804,4592.47,-649.536,91.8256,4587.67,-686.647,67.3593,4586.55,-701.386,-19.9934,4473.75,-900.371,54.8231,4330.74,-1127.66,98.6128,4232.72,-1130.92,97.0193,4079.29,-514.601,47.4621,4090.78,-471.028,60.0943,4081.86,-471.214,70.6282,4073.05,-478.333,82.8741,4059.53,-503.317,56.6718,4109.4,-462.435,69.2375,4101.1,-457.559,87.2356,4083.67,-469.39,91.9865,4070.38,-502.091,68.5591,4126.22,-454.338,81.4423,4116.9,-451.218,98.0759,4098.04,-464.305,101.728,4081.43,-498.372,82.1624,4134.94,-455.093,94.739,4124.17,-455.973,106.996,4107.9,-470.254,109.163,4091.71,-503.797,100.072,4130.4,-480.827,93.6764,4124.52,-509.741,87.0784,4118.4,-538.557,90.5336,4097.58,-570.824,79.9907,4073.52,-582.102,29.7809,3988.75,-806.251,76.4138,4061.94,-1071.17,97.8691,4158.03,-1114.09,208.831,4227.53,-1354.47,137.834,4198.85,-1214.52,88.5388,4188.66,-1152.68,33.5301,4201.25,-1099.29,13.4962,4230.49,-970.403,10.9687,4250.26,-882.426,12.7845,4266.69,-808.584,-17.4348,4288.5,-712.824,10.2162,4300.26,-657.265,
