Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHandPinkyEE,,RightHandPinky3,,RightHandPinky2,,RightHandPinky1,,RightHandRingEE,,RightHandRing3,,RightHandRing2,,RightHandRing1,,RightHandMiddleEE,,RightHandMiddle3,,RightHandMiddle2,,RightHandMiddle1,,RightHandIndexEE,,RightHandIndex3,,RightHandIndex2,,RightHandIndex1,,RightHandThumbEE,,RightHandThumb3,,RightHandThumb2,,RightHandThumb1,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHandPinkyEE,,LeftHandPinky3,,LeftHandPinky2,,LeftHandPinky1,,LeftHandRingEE,,LeftHandRing3,,LeftHandRing2,,LeftHandRing1,,LeftHandMiddleEE,,LeftHandMiddle3,,LeftHandMiddle2,,LeftHandMiddle1,,LeftHandIndexEE,,LeftHandIndex3,,LeftHandIndex2,,LeftHandIndex1,,LeftHandThumbEE,,LeftHandThumb3,,LeftHandThumb2,,LeftHandThumb1,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
0,0.436638,0.359024,0.431474,0.355211,0.422976,0.346746,0.413834,0.304314,0.407831,0.25106,0.474917,0.344302,0.465647,0.343527,0.45002,0.340317,0.444136,0.296721,0.420914,0.248169,0.400477,0.247304,0.39843,0.248532,0.399447,0.249635,0.400904,0.250519,0.399829,0.248889,0.39843,0.24846,0.400077,0.249746,0.401875,0.250467,0.400587,0.248528,0.400181,0.249698,0.401259,0.250138,0.402065,0.249922,0.401485,0.248339,0.40115,0.249531,0.401369,0.249168,0.401616,0.248554,0.401865,0.247523,0.401152,0.24594,0.399553,0.24433,0.398321,0.242216,0.39853,0.240874,0.396592,0.242579,0.380352,0.224055,0.393328,0.189051,0.403147,0.183179,0.436407,0.251669,0.43813,0.259542,0.437602,0.257726,0.437072,0.255905,0.436005,0.252252,0.439407,0.262083,0.438828,0.260239,0.437811,0.257002,0.436497,0.252824,0.440325,0.263271,0.439694,0.261401,0.438584,0.258121,0.437086,0.253703,0.440368,0.262458,0.439733,0.260568,0.438774,0.257728,0.437325,0.253457,0.436215,0.257847,0.435092,0.254235,0.433965,0.250609,0.434602,0.24571,0.433807,0.243301,0.425924,0.217208,0.420203,0.184375,0.409669,0.182152,0.397833,0.145931,0.403325,0.16753,0.40374,0.178092,0.400569,0.187112,0.40229,0.204837,0.404922,0.216545,0.407542,0.226207,0.407694,0.239468,0.412208,0.246212,0.416259,0.159661,0.413959,0.156086,0.410365,0.157396,0.408753,0.158667,0.398399,0.162463,0.450102,0.344353,0.450155,0.348684,0.420104,0.35511,0.426172,0.353731,0.465544,0.344157,0.465744,0.348475,0.428465,0.359457,0.434596,0.358018,0.474816,0.343784,0.475104,0.348093,0.433615,0.361875,0.439786,0.3604,0.420203,0.184375,0.425924,0.217208,0.433807,0.243301,0.393328,0.189051,0.380352,0.224055,0.396592,0.242579,0.420914,0.248169,0.444136,0.296721,0.45002,0.340317,0.465647,0.343527,0.407831,0.25106,0.413834,0.304314,0.422976,0.346746,0.431474,0.355211,
20,0.436932,0.358985,0.431835,0.355199,0.423436,0.346783,0.414069,0.304234,0.408003,0.250993,0.47519,0.344175,0.465926,0.343457,0.450302,0.340335,0.444464,0.296641,0.421097,0.248129,0.400429,0.24737,0.39809,0.248642,0.399025,0.249826,0.400533,0.250698,0.399763,0.248958,0.398113,0.248687,0.399756,0.249979,0.40165,0.250645,0.400504,0.248614,0.399832,0.249692,0.401074,0.250266,0.40204,0.250134,0.401374,0.248449,0.40096,0.249673,0.401331,0.249408,0.401649,0.248815,0.401762,0.247632,0.401071,0.245989,0.399542,0.244343,0.398372,0.242198,0.398653,0.240837,0.396802,0.242466,0.38036,0.224118,0.39338,0.189138,0.403198,0.183182,0.436285,0.251643,0.437804,0.25946,0.437327,0.257657,0.436848,0.255849,0.435884,0.25222,0.439225,0.262076,0.438657,0.260227,0.437659,0.256984,0.436369,0.252798,0.440315,0.263282,0.43966,0.261404,0.438507,0.258113,0.436949,0.253684,0.440352,0.26247,0.439692,0.260572,0.438695,0.257723,0.437187,0.253441,0.436045,0.257831,0.434944,0.254209,0.43384,0.250574,0.434511,0.245678,0.433746,0.243255,0.425909,0.217104,0.420359,0.184261,0.40968,0.182116,0.397504,0.145899,0.403219,0.167465,0.403721,0.178061,0.400589,0.1871,0.402358,0.204817,0.405032,0.216516,0.40768,0.22617,0.407861,0.239434,0.412382,0.246165,0.416147,0.159273,0.413759,0.155814,0.410248,0.15705,0.408472,0.158662,0.398348,0.162259,0.450319,0.344441,0.450469,0.348726,0.420587,0.355158,0.426687,0.353781,0.465767,0.344131,0.466064,0.348402,0.428826,0.35945,0.434992,0.358014,0.475036,0.343693,0.475422,0.347953,0.4339,0.361839,0.440108,0.360367,0.420359,0.184261,0.425909,0.217104,0.433746,0.243255,0.39338,0.189138,0.38036,0.224118,0.396802,0.242466,0.421097,0.248129,0.444464,0.296641,0.450302,0.340335,0.465926,0.343457,0.408003,0.250993,0.414069,0.304234,0.423436,0.346783,0.431835,0.355199,
40,0.435874,0.359208,0.430928,0.355249,0.422787,0.346548,0.413671,0.304218,0.40764,0.250955,0.47437,0.344422,0.465125,0.343641,0.449558,0.340389,0.444329,0.296691,0.420772,0.248301,0.400251,0.247205,0.397373,0.24856,0.398206,0.249775,0.399873,0.250575,0.399635,0.248825,0.397199,0.248728,0.398887,0.249957,0.40111,0.250508,0.400296,0.248463,0.398733,0.249441,0.400263,0.250108,0.401636,0.250035,0.401069,0.24828,0.400028,0.24953,0.400728,0.249391,0.401306,0.248823,0.401426,0.247447,0.400392,0.245765,0.399068,0.244139,0.398043,0.242027,0.398607,0.240663,0.397124,0.242305,0.380134,0.224421,0.393376,0.189585,0.403251,0.183492,0.435882,0.251686,0.437236,0.259388,0.436807,0.257611,0.436376,0.255829,0.435507,0.25225,0.438819,0.262121,0.438255,0.260271,0.437262,0.257024,0.435977,0.252835,0.440077,0.263331,0.43939,0.26145,0.438179,0.258157,0.436539,0.253729,0.440092,0.262525,0.4394,0.260625,0.438352,0.257774,0.436764,0.253494,0.43556,0.257895,0.434464,0.25427,0.433363,0.25063,0.43406,0.245736,0.433361,0.243289,0.42586,0.21699,0.420889,0.184287,0.409822,0.182317,0.397503,0.146068,0.403305,0.167629,0.403834,0.178233,0.400692,0.187175,0.402301,0.204857,0.404885,0.216567,0.407455,0.226235,0.407582,0.239501,0.41206,0.246232,0.416159,0.159307,0.413781,0.155896,0.410243,0.157095,0.40856,0.158859,0.39836,0.162352,0.449481,0.344541,0.449643,0.348792,0.419868,0.354865,0.426019,0.353499,0.464921,0.344345,0.46523,0.348582,0.427871,0.35947,0.434092,0.358043,0.47419,0.343963,0.474588,0.348189,0.432801,0.362045,0.439067,0.360581,0.420889,0.184287,0.42586,0.21699,0.433361,0.243289,0.393376,0.189585,0.380134,0.224421,0.397124,0.242305,0.420772,0.248301,0.444329,0.296691,0.449558,0.340389,0.465125,0.343641,0.40764,0.250955,0.413671,0.304218,0.422787,0.346548,0.430928,0.355249,
60,0.435823,0.359552,0.431072,0.355365,0.42326,0.346308,0.414332,0.304164,0.407545,0.250784,0.474678,0.344262,0.465441,0.343566,0.449887,0.340394,0.4447,0.296572,0.420734,0.248359,0.400637,0.247185,0.397371,0.249073,0.39828,0.250224,0.400166,0.250705,0.400307,0.248895,0.397068,0.249481,0.39891,0.25043,0.401504,0.250508,0.400821,0.248459,0.398474,0.249869,0.400322,0.250352,0.402111,0.250025,0.401448,0.248194,0.399893,0.249858,0.400969,0.249683,0.401776,0.248971,0.401651,0.247311,0.400094,0.245922,0.398786,0.244367,0.397638,0.242359,0.39829,0.240805,0.397445,0.242524,0.380205,0.224824,0.393542,0.190068,0.403359,0.18377,0.435809,0.251666,0.437046,0.259216,0.436652,0.257476,0.436256,0.25573,0.435458,0.252222,0.438822,0.262088,0.438247,0.260239,0.437234,0.256996,0.43592,0.252811,0.440246,0.263266,0.439515,0.261392,0.438225,0.258113,0.436478,0.253709,0.440237,0.262466,0.4395,0.260573,0.438383,0.257735,0.43669,0.253478,0.435471,0.257904,0.434349,0.254283,0.433222,0.250647,0.4339,0.245744,0.433233,0.243277,0.42594,0.216822,0.421357,0.184199,0.409854,0.182447,0.397152,0.146221,0.403239,0.167733,0.40385,0.178361,0.400681,0.18723,0.402198,0.204865,0.404776,0.216568,0.407334,0.226235,0.407514,0.239518,0.411993,0.246201,0.416068,0.159074,0.41359,0.155775,0.410139,0.156921,0.408294,0.158996,0.398334,0.16235,0.449725,0.344703,0.450012,0.348847,0.42027,0.354562,0.426492,0.353204,0.465165,0.34437,0.465602,0.348497,0.427959,0.359555,0.434259,0.358134,0.474436,0.343885,0.474961,0.347999,0.432698,0.362371,0.439046,0.360912,0.421357,0.184199,0.42594,0.216822,0.433233,0.243277,0.393542,0.190068,0.380205,0.224824,0.397445,0.242524,0.420734,0.248359,0.4447,0.296572,0.449887,0.340394,0.465441,0.343566,0.407545,0.250784,0.414332,0.304164,0.42326,0.346308,0.431072,0.355365,
80,0.434762,0.359858,0.43033,0.355399,0.423044,0.345917,0.414172,0.303937,0.407122,0.250507,0.474234,0.344175,0.465039,0.34355,0.449574,0.340414,0.444838,0.29641,0.420282,0.248506,0.400857,0.247281,0.397343,0.249624,0.398378,0.250673,0.400366,0.250874,0.400784,0.249023,0.397133,0.250163,0.399049,0.250869,0.401826,0.250556,0.40118,0.248538,0.398518,0.250303,0.400531,0.250595,0.402562,0.25002,0.401699,0.248211,0.400015,0.250149,0.401396,0.249911,0.402333,0.249074,0.401765,0.247308,0.400067,0.246173,0.398657,0.244684,0.397303,0.242835,0.397835,0.241189,0.397452,0.242928,0.380245,0.225295,0.393946,0.190746,0.403713,0.184209,0.435558,0.251716,0.436649,0.259068,0.436292,0.257374,0.435932,0.255674,0.435208,0.252258,0.43865,0.262091,0.438062,0.260249,0.437025,0.257019,0.435677,0.25285,0.440263,0.26322,0.439483,0.261362,0.438108,0.258112,0.436245,0.25375,0.440239,0.262432,0.439453,0.260555,0.438262,0.257742,0.436457,0.253527,0.435284,0.257993,0.434129,0.254388,0.432969,0.250767,0.433604,0.245854,0.432907,0.24336,0.425834,0.21676,0.421843,0.184253,0.410117,0.182705,0.397342,0.146458,0.403552,0.167956,0.404149,0.178588,0.400836,0.187281,0.402042,0.204828,0.404499,0.216539,0.40696,0.226221,0.407108,0.239526,0.411566,0.246162,0.416409,0.159156,0.413868,0.1559,0.410478,0.157031,0.408495,0.159222,0.398703,0.162537,0.449191,0.344951,0.449703,0.348929,0.419973,0.354078,0.426301,0.352753,0.464605,0.344502,0.465266,0.348458,0.427146,0.359536,0.433562,0.358147,0.473859,0.34392,0.47461,0.347861,0.431565,0.362643,0.438038,0.361215,0.421843,0.184253,0.425834,0.21676,0.432907,0.24336,0.393946,0.190746,0.380245,0.225295,0.397452,0.242928,0.420282,0.248506,0.444838,0.29641,0.449574,0.340414,0.465039,0.34355,0.407122,0.250507,0.414172,0.303937,0.423044,0.345917,0.43033,0.355399,
100,0.434287,0.35995,0.430096,0.355326,0.423189,0.34557,0.414029,0.303597,0.407142,0.250172,0.474129,0.34395,0.46498,0.343462,0.449581,0.340485,0.444824,0.296357,0.420177,0.248518,0.400901,0.247357,0.397146,0.249973,0.398287,0.250912,0.400312,0.250942,0.400987,0.249101,0.397075,0.250513,0.399001,0.251071,0.401881,0.250544,0.401305,0.248584,0.398481,0.250487,0.40056,0.250668,0.402749,0.249947,0.401747,0.248216,0.400021,0.2502,0.401644,0.249934,0.402698,0.249034,0.401729,0.24731,0.400152,0.24629,0.398634,0.244849,0.39712,0.243169,0.397512,0.241536,0.397426,0.243294,0.380324,0.225638,0.394205,0.191202,0.403961,0.184515,0.435419,0.251732,0.436404,0.258864,0.436072,0.257222,0.435737,0.255574,0.435061,0.25226,0.43866,0.262016,0.438046,0.260189,0.43696,0.256986,0.435549,0.252852,0.440474,0.26308,0.439633,0.261248,0.43815,0.258046,0.436141,0.25375,0.440438,0.262306,0.439589,0.260456,0.438303,0.257685,0.436358,0.253533,0.435294,0.258053,0.434079,0.254479,0.43286,0.25089,0.433405,0.245964,0.432628,0.243445,0.425682,0.216753,0.422141,0.184347,0.410294,0.182897,0.397268,0.146625,0.403703,0.168077,0.404344,0.178738,0.40093,0.187316,0.401889,0.20479,0.404286,0.216502,0.406726,0.226185,0.406967,0.239522,0.41149,0.246054,0.416442,0.158984,0.413878,0.155837,0.410486,0.156898,0.408569,0.159407,0.398772,0.16253,0.449041,0.345287,0.449811,0.34906,0.420118,0.353675,0.426524,0.352342,0.464409,0.344591,0.465327,0.348337,0.426886,0.359439,0.433389,0.358042,0.473626,0.34384,0.474634,0.347568,0.431055,0.362725,0.437619,0.361289,0.422141,0.184347,0.425682,0.216753,0.432628,0.243445,0.394205,0.191202,0.380324,0.225638,0.397426,0.243294,0.420177,0.248518,0.444824,0.296357,0.449581,0.340485,0.46498,0.343462,0.407142,0.250172,0.414029,0.303597,0.423189,0.34557,0.430096,0.355326,
120,0.433872,0.359986,0.429821,0.355252,0.423136,0.345303,0.41383,0.303203,0.407124,0.24986,0.473858,0.343733,0.464788,0.343404,0.449508,0.340592,0.444785,0.296254,0.419988,0.24855,0.400907,0.247397,0.397001,0.250315,0.398244,0.251148,0.400278,0.251016,0.401127,0.24913,0.397037,0.250854,0.398955,0.251292,0.401898,0.250553,0.401373,0.248599,0.398453,0.250732,0.400552,0.250803,0.402843,0.249905,0.401744,0.24821,0.399997,0.250304,0.401792,0.249975,0.402947,0.248977,0.401653,0.247308,0.400286,0.246445,0.398651,0.245027,0.396997,0.243482,0.397247,0.241795,0.397426,0.243523,0.380421,0.225957,0.394581,0.19165,0.404232,0.184841,0.43543,0.251762,0.436387,0.258624,0.436063,0.257043,0.435736,0.255455,0.435075,0.25226,0.438861,0.261898,0.438212,0.260096,0.437067,0.256936,0.43558,0.252857,0.440823,0.262942,0.439924,0.261138,0.438339,0.257985,0.436194,0.253755,0.440772,0.262191,0.439862,0.26037,0.438488,0.257642,0.436411,0.253554,0.43545,0.258145,0.434165,0.254622,0.432875,0.251082,0.433317,0.24615,0.432471,0.243584,0.42565,0.216826,0.422421,0.184527,0.410416,0.183128,0.397234,0.14684,0.403863,0.168241,0.404521,0.178928,0.400958,0.187397,0.401634,0.204795,0.403972,0.216508,0.406397,0.22619,0.406739,0.239554,0.411344,0.245972,0.41652,0.158899,0.413923,0.155848,0.410548,0.156848,0.408639,0.159629,0.398891,0.162587,0.448767,0.345733,0.449875,0.349227,0.420067,0.353368,0.426516,0.352026,0.464039,0.344762,0.465293,0.348223,0.426599,0.359349,0.43315,0.357942,0.473191,0.343815,0.474531,0.347254,0.430622,0.362756,0.437237,0.361309,0.422421,0.184527,0.42565,0.216826,0.432471,0.243584,0.394581,0.19165,0.380421,0.225957,0.397426,0.243523,0.419988,0.24855,0.444785,0.296254,0.449508,0.340592,0.464788,0.343404,0.407124,0.24986,0.41383,0.303203,0.423136,0.345303,0.429821,0.355252,
140,0.433908,0.359923,0.429863,0.35512,0.423185,0.345012,0.413914,0.302819,0.407147,0.249555,0.473787,0.343464,0.464789,0.343273,0.449604,0.340611,0.444712,0.296124,0.419814,0.248528,0.400893,0.247348,0.396927,0.250531,0.398237,0.251254,0.400266,0.250988,0.401221,0.249066,0.396996,0.251022,0.398891,0.25136,0.401876,0.250451,0.4014,0.248522,0.398377,0.250812,0.400471,0.250788,0.402837,0.249746,0.4017,0.248113,0.399892,0.250246,0.401798,0.249857,0.403048,0.248781,0.401551,0.247218,0.400392,0.246442,0.398671,0.245093,0.396926,0.243687,0.397075,0.241964,0.397499,0.243673,0.380607,0.22612,0.394944,0.191896,0.404542,0.185026,0.435629,0.25169,0.436567,0.258244,0.436244,0.25673,0.435918,0.255209,0.435261,0.252148,0.439275,0.2616,0.438586,0.259837,0.437371,0.256743,0.435793,0.252748,0.44141,0.262658,0.440444,0.260888,0.438742,0.257794,0.436442,0.253643,0.441349,0.261936,0.440371,0.26015,0.438895,0.257474,0.436668,0.253462,0.435872,0.258136,0.434506,0.254689,0.433133,0.251224,0.433439,0.246297,0.432473,0.243677,0.425652,0.21691,0.422494,0.184632,0.410519,0.183248,0.397176,0.146959,0.404014,0.168299,0.404696,0.179011,0.400978,0.187412,0.401404,0.204755,0.403699,0.216469,0.406123,0.22615,0.406544,0.239533,0.411228,0.245857,0.4166,0.158705,0.413955,0.155751,0.410615,0.156696,0.408675,0.159739,0.399025,0.162549,0.448753,0.346078,0.450138,0.349284,0.420118,0.353047,0.426568,0.351673,0.46392,0.344856,0.465449,0.348025,0.42664,0.35921,0.433192,0.35777,0.472998,0.343737,0.474611,0.346881,0.430662,0.362701,0.437278,0.361221,0.422494,0.184632,0.425652,0.21691,0.432473,0.243677,0.394944,0.191896,0.380607,0.22612,0.397499,0.243673,0.419814,0.248528,0.444712,0.296124,0.449604,0.340611,0.464789,0.343273,0.407147,0.249555,0.413914,0.302819,0.423185,0.345012,0.429863,0.35512,
160,0.433867,0.359931,0.429826,0.355087,0.423161,0.344851,0.413959,0.302532,0.407131,0.249339,0.473705,0.343253,0.464761,0.343151,0.449645,0.34056,0.44465,0.296008,0.419693,0.248486,0.400832,0.247427,0.396823,0.250712,0.398162,0.251407,0.400187,0.251097,0.401187,0.249139,0.396921,0.251183,0.398786,0.251516,0.401804,0.250555,0.401344,0.2486,0.398296,0.250978,0.400381,0.250944,0.402791,0.249843,0.40162,0.248196,0.399804,0.25036,0.401768,0.249971,0.403079,0.24885,0.401455,0.247304,0.400576,0.246579,0.39878,0.245241,0.39696,0.243864,0.397001,0.242064,0.397507,0.243736,0.380748,0.226222,0.395175,0.192044,0.404713,0.185156,0.435884,0.251544,0.436823,0.257754,0.436494,0.256313,0.436162,0.254867,0.435492,0.251954,0.439768,0.261144,0.439034,0.259435,0.437739,0.256434,0.43606,0.252555,0.442087,0.26225,0.441048,0.260522,0.43922,0.2575,0.436752,0.253443,0.44202,0.261564,0.440968,0.259821,0.439382,0.257207,0.436993,0.253286,0.436412,0.258048,0.434957,0.254706,0.433492,0.251344,0.433635,0.246436,0.432511,0.24376,0.425588,0.217021,0.422423,0.184739,0.410545,0.183347,0.397072,0.147053,0.404073,0.168337,0.404779,0.179072,0.400943,0.187428,0.401168,0.204735,0.403432,0.216451,0.405863,0.22613,0.406375,0.239526,0.411125,0.24577,0.416547,0.158546,0.413898,0.155671,0.410543,0.15657,0.408693,0.159826,0.399001,0.16251,0.448738,0.346289,0.45031,0.349249,0.420081,0.352859,0.426535,0.35147,0.46382,0.344918,0.465534,0.347841,0.426597,0.359169,0.433151,0.357713,0.472842,0.343683,0.474639,0.346578,0.43062,0.362713,0.437239,0.361215,0.422423,0.184739,0.425588,0.217021,0.432511,0.24376,0.395175,0.192044,0.380748,0.226222,0.397507,0.243736,0.419693,0.248486,0.44465,0.296008,0.449645,0.34056,0.464761,0.343151,0.407131,0.249339,0.413959,0.302532,0.423161,0.344851,0.429826,0.355087,
180,0.434086,0.359961,0.429941,0.355077,0.423119,0.344726,0.414143,0.302419,0.406977,0.249233,0.473645,0.343166,0.464746,0.343122,0.449684,0.340554,0.444595,0.295872,0.419523,0.248469,0.400765,0.247522,0.396649,0.250636,0.39796,0.251371,0.399997,0.251138,0.401061,0.249244,0.39677,0.251038,0.39859,0.251458,0.401668,0.25064,0.401243,0.248704,0.398175,0.250881,0.400255,0.250936,0.402716,0.249946,0.401542,0.248301,0.399716,0.250307,0.401712,0.250011,0.40307,0.248959,0.401409,0.247403,0.400807,0.2466,0.398972,0.245265,0.397111,0.243867,0.397084,0.242071,0.397503,0.243787,0.380791,0.226258,0.395277,0.192114,0.404834,0.185244,0.436125,0.251337,0.437084,0.257147,0.436743,0.255791,0.436399,0.254429,0.435704,0.251685,0.440245,0.26054,0.439464,0.2589,0.43809,0.256017,0.43631,0.252288,0.442733,0.261733,0.441624,0.260054,0.439675,0.257116,0.437048,0.253165,0.442662,0.261092,0.441539,0.259398,0.439849,0.256856,0.437305,0.253039,0.436958,0.25789,0.435415,0.254681,0.43386,0.251449,0.433831,0.246582,0.432538,0.243846,0.425529,0.217131,0.422428,0.184848,0.410578,0.183433,0.397067,0.147111,0.404148,0.168365,0.404858,0.179115,0.400927,0.187435,0.400974,0.204719,0.403195,0.216442,0.405614,0.226125,0.40617,0.239527,0.410949,0.245729,0.41653,0.158458,0.413901,0.155632,0.41051,0.156496,0.40878,0.159891,0.398991,0.162481,0.448744,0.346531,0.450465,0.349249,0.420025,0.352713,0.426447,0.351286,0.463754,0.345066,0.465614,0.347745,0.426715,0.359159,0.433233,0.357663,0.472729,0.343749,0.474671,0.346401,0.430855,0.362755,0.437435,0.361217,0.422428,0.184848,0.425529,0.217131,0.432538,0.243846,0.395277,0.192114,0.380791,0.226258,0.397503,0.243787,0.419523,0.248469,0.444595,0.295872,0.449684,0.340554,0.464746,0.343122,0.406977,0.249233,0.414143,0.302419,0.423119,0.344726,0.429941,0.355077,
