Timestamps [ms],RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHandPinkyEE,,,RightHandPinky3,,,RightHandPinky2,,,RightHandPinky1,,,RightHandRingEE,,,RightHandRing3,,,RightHandRing2,,,RightHandRing1,,,RightHandMiddleEE,,,RightHandMiddle3,,,RightHandMiddle2,,,RightHandMiddle1,,,RightHandIndexEE,,,RightHandIndex3,,,RightHandIndex2,,,RightHandIndex1,,,RightHandThumbEE,,,RightHandThumb3,,,RightHandThumb2,,,RightHandThumb1,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHandPinkyEE,,,LeftHandPinky3,,,LeftHandPinky2,,,LeftHandPinky1,,,LeftHandRingEE,,,LeftHandRing3,,,LeftHandRing2,,,LeftHandRing1,,,LeftHandMiddleEE,,,LeftHandMiddle3,,,LeftHandMiddle2,,,LeftHandMiddle1,,,LeftHandIndexEE,,,LeftHandIndex3,,,LeftHandIndex2,,,LeftHandIndex1,,,LeftHandThumbEE,,,LeftHandThumb3,,,LeftHandThumb2,,,LeftHandThumb1,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
0,-248.332,2285.21,883.334,-283.572,2216.73,889.365,-340.882,2097.13,880.427,-362.523,2058.21,493.721,-348.506,1949.41,83.0045,81.8719,2082.87,947.094,6.83899,2074.32,930.849,-116.932,2060.54,884.377,-119.406,1998.56,500.09,-246.564,1833.63,129.48,-401.744,1816.88,107.677,-419.388,1794.38,126.819,-413.127,1788.38,140.36,-402.749,1800.14,143.888,-408.49,1819.82,119.111,-420.184,1763.24,141.242,-408.95,1768.48,151.691,-395.429,1793.14,147.929,-402.425,1814.69,119.335,-408.748,1742.83,163.864,-400.61,1756.89,162.066,-393.579,1781.43,149.138,-395.521,1808.33,121.777,-401.016,1744.33,162.766,-398.569,1757.65,153.374,-395.473,1777.36,138.763,-391.694,1806.47,116.086,-396.273,1761.18,123.433,-406.15,1778.96,99.3364,-412.577,1794.44,72.627,-408.584,1825.17,47.0749,-424.452,1850.12,47.6375,-518.551,1903.75,-144.206,-386.518,1855.24,-385.24,-310.456,1759.27,-387.041,-124.865,1703.59,242.283,-118.856,1707.27,313.982,-121.208,1704.05,298.407,-123.568,1700.82,282.833,-128.304,1694.39,251.685,-111.63,1721.98,331.159,-114.339,1717.85,315.716,-119.081,1710.63,288.691,-125.182,1701.34,253.945,-105.924,1734.8,336.458,-108.988,1729.73,321.221,-114.369,1720.86,294.555,-121.621,1708.97,258.749,-104.947,1738.3,327.23,-108.018,1733.2,311.859,-112.658,1725.55,288.805,-119.668,1714.09,254.227,-134.136,1745.15,276.762,-139.246,1737.22,246.937,-144.351,1729.29,217.107,-133.826,1713.13,182.144,-136.726,1685.01,173.437,-171.192,1625.05,-35.7286,-182.724,1626.34,-314.562,-261.16,1702.9,-369.202,-309.953,1667.34,-643.084,-292.688,1702.69,-487.597,-300.776,1708.84,-408.073,-333.977,1701.75,-337.727,-340.481,1737.04,-208.217,-333.52,1771.36,-124.559,-324.343,1804.13,-56.514,-337.798,1830.47,42.4707,-310.956,1871.17,84.9851,
20,-246.078,2288.34,881.067,-280.767,2219.64,887.659,-337.269,2099.58,879.749,-360.642,2058.02,493.418,-347.157,1949.41,82.6342,84.186,2083.35,945.894,9.07465,2075.79,929.522,-114.795,2063.49,882.896,-116.821,2000.16,498.828,-245.116,1833.78,129.258,-402.192,1816.72,108.263,-422.099,1794.84,127.163,-416.566,1789.17,141.154,-405.79,1800.52,144.832,-409.061,1820.07,119.51,-422.868,1764.29,142.351,-411.683,1769.36,152.937,-397.35,1793.53,149.031,-403.157,1814.77,119.943,-411.41,1743.96,162.87,-402.179,1757.45,162.709,-394.011,1782.07,150.638,-396.494,1808.25,122.633,-402.653,1744.41,163.753,-399.144,1758.07,155.217,-395.526,1777.85,140.824,-392.618,1806.18,117.051,-396.973,1760.28,124.19,-406.272,1778.06,99.8647,-412.194,1793.46,72.9894,-407.642,1824.08,47.4006,-422.764,1849.5,47.2071,-518.575,1903.63,-143.645,-386.242,1855.28,-384.545,-310.086,1759.4,-387.013,-125.892,1705.39,241.012,-121.377,1706.16,313.406,-123.35,1703.65,297.648,-125.333,1701.15,281.89,-129.317,1696.14,250.376,-113.175,1723.68,329.984,-115.785,1719.56,314.52,-120.361,1712.36,287.46,-126.258,1703.11,252.668,-106.246,1739.9,333.859,-109.461,1734.18,318.887,-115.124,1724.17,292.688,-122.778,1710.76,257.508,-105.313,1743.25,324.727,-108.538,1737.47,309.626,-113.426,1728.83,286.977,-120.836,1715.9,253.008,-135.558,1746.99,275.469,-140.474,1739.03,245.617,-145.384,1731.08,215.761,-134.588,1715,180.846,-137.239,1686.88,172.063,-171.201,1625.06,-36.6453,-181.437,1626.85,-315.526,-261.041,1702.73,-369.416,-312.297,1663.95,-642.572,-293.389,1701.59,-487.814,-300.886,1708.8,-408.322,-333.816,1701.84,-337.835,-339.953,1736.79,-208.212,-332.662,1771.01,-124.54,-323.264,1803.82,-56.545,-336.498,1830.36,42.4145,-309.59,1871.19,84.769,
40,-254.401,2284.44,884.511,-287.855,2215.05,890.131,-342.172,2094.12,880.343,-363.673,2056.85,493.467,-349.827,1947.36,82.9288,77.5762,2079.55,949.847,2.61517,2072.21,932.707,-120.726,2060.18,884.631,-117.831,1998.06,500.37,-247.778,1832.36,131.075,-403.421,1813.76,108.084,-427.5,1793.71,126.211,-422.799,1787.87,140.434,-410.761,1797.78,144.38,-409.936,1817.87,119.289,-429.939,1764.04,141.809,-418.375,1767.77,152.546,-401.407,1790.21,148.867,-404.627,1811.98,119.77,-419.618,1743.27,159.787,-408.305,1754.93,161.652,-397.068,1778.92,150.859,-398.699,1804.81,122.516,-409.757,1741.65,162.797,-403.835,1755.31,155.735,-398.231,1775.02,141.881,-395.045,1802.31,116.959,-402.011,1756.25,123.44,-409.729,1774.81,99.1387,-414.562,1790.84,72.4189,-407.855,1821.34,47.1679,-420.206,1848.22,46.797,-520.59,1903.43,-141.374,-386.721,1857.13,-381.828,-310.022,1761.72,-385.406,-129.261,1707.67,239.783,-125.848,1704.82,312.753,-127.492,1703.19,296.842,-129.146,1701.56,280.932,-132.47,1698.31,249.113,-116.594,1725.81,328.788,-119.169,1721.71,313.315,-123.696,1714.54,286.239,-129.545,1705.33,251.429,-108.498,1746.16,330.729,-111.928,1739.65,316.131,-117.989,1728.27,290.589,-126.207,1713.02,256.295,-107.735,1749.34,321.721,-111.179,1742.76,307,-116.417,1732.93,284.922,-124.383,1718.23,251.812,-139.578,1749.06,274.409,-144.446,1741.1,244.551,-149.31,1733.15,214.689,-138.331,1717.38,179.687,-140.439,1689.25,170.781,-171.477,1625.01,-37.6537,-177.546,1631.63,-316.584,-260.213,1705.46,-368.689,-312.483,1665.08,-641.66,-292.939,1704.13,-487.33,-300.237,1711.51,-407.835,-333.123,1702.84,-337.519,-340.438,1735.07,-207.255,-333.845,1768.4,-123.166,-325.048,1800.98,-54.9846,-338.7,1827.99,43.7929,-312.102,1869.24,85.9323,
60,-255.191,2287.18,885.691,-286.867,2216.87,890.137,-338.146,2094.82,878.214,-358.505,2061.69,490.9,-350.351,1946.74,81.7043,80.2433,2079.65,948.652,5.17352,2073.48,931.523,-118.2,2063.05,883.161,-114.848,1998.95,499.229,-248.137,1832.56,131.435,-400.473,1813.34,108.537,-428.021,1797.52,128.78,-422.675,1791.44,142.668,-408.65,1798.84,145.308,-404.893,1818.64,120.253,-431.702,1769.53,145.537,-418.689,1771.02,155.093,-398.388,1790.01,149.404,-400.634,1811.93,120.334,-421.993,1748.54,160.673,-408.101,1756.87,162.893,-393.415,1778.59,151.46,-395.726,1803.89,122.637,-411.138,1744.1,164.324,-402.306,1756.49,157.979,-394.801,1775.17,143.617,-393.197,1800.74,116.794,-404.503,1755.84,124.665,-412.159,1774.9,100.743,-418.015,1791.42,74.5307,-410.423,1820.84,48.2641,-418.031,1849.43,48.4106,-520.513,1904.65,-138.625,-386.02,1859.85,-379.014,-309.523,1764.34,-384.102,-130.055,1713.41,236.654,-127.293,1706.73,309.963,-128.724,1706.04,293.964,-130.162,1705.34,277.965,-133.055,1703.96,245.968,-116.776,1731.32,325.616,-119.434,1727.25,310.149,-124.122,1720.13,283.085,-130.196,1711.01,248.291,-107.503,1755.83,325.262,-111.251,1748.53,311.121,-117.889,1735.79,286.379,-126.909,1718.72,253.162,-106.941,1758.82,316.396,-110.708,1751.46,302.136,-116.449,1740.44,280.753,-125.194,1723.97,248.688,-140.503,1754.6,271.552,-145.576,1746.69,241.713,-150.645,1738.79,211.872,-139.829,1723.29,176.698,-141.668,1695.18,167.673,-170.714,1626.38,-39.5878,-174.018,1636.05,-318.475,-260.128,1707.44,-368.353,-315.176,1665.29,-640.847,-293.534,1706.27,-487.3,-300.252,1714.35,-407.822,-333.251,1704.52,-337.711,-341.23,1733.82,-206.798,-334.684,1766.16,-122.321,-325.967,1798.66,-54.0837,-339.249,1826.77,44.4348,-312.579,1868.69,85.8581,
80,-263.675,2287.17,887.027,-292.666,2215.64,890.231,-339.412,2092.02,876.047,-359.459,2061.97,488.465,-353.201,1944.85,79.8505,77.1176,2074.53,950.786,2.10211,2070.65,932.772,-120.774,2063.47,882.585,-113.517,1996.94,499.12,-251.754,1831.43,132.762,-398.941,1812.56,109.975,-428.835,1799.95,132.321,-422.412,1793.57,145.611,-407.32,1798.96,146.935,-401.433,1818.39,122.001,-431.925,1773.33,149.676,-418.102,1772.92,158.139,-396,1789.05,150.646,-398.008,1811.22,121.746,-422.069,1752.64,162.508,-406.753,1757.9,164.75,-389.964,1777.53,152.442,-393.863,1802.67,123.652,-410.497,1746.23,165.964,-399.277,1756.88,160.251,-390.653,1774.65,145.375,-392.359,1799.21,117.629,-405.021,1755.7,126.877,-413.528,1774.88,103.34,-421.113,1791.99,77.9593,-414.304,1820.94,50.9689,-418.439,1850.22,51.4395,-520.731,1906.16,-135.487,-383.814,1863.7,-374.929,-307.397,1768.24,-381.812,-132.303,1718.13,234.442,-130.386,1707.39,307.789,-131.601,1707.69,291.759,-132.823,1707.99,275.73,-135.281,1708.6,243.673,-118.324,1735.02,323.497,-121.097,1731.13,308.005,-125.999,1724.32,280.898,-132.367,1715.61,246.052,-107.655,1763.17,321.004,-111.774,1755.31,307.269,-119.074,1741.61,283.24,-129,1723.25,250.983,-107.214,1766.04,312.304,-111.36,1758.11,298.455,-117.676,1746.26,277.69,-127.294,1728.54,246.555,-142.249,1758.99,269.877,-147.602,1751.44,239.995,-152.952,1743.9,210.11,-142.494,1728.74,174.679,-144.551,1700.74,165.355,-171.496,1626.79,-40.4089,-170.494,1640.29,-319.155,-258.476,1710.61,-367.242,-314.036,1669.34,-640.141,-291.486,1710.89,-486.879,-298.296,1718.87,-407.398,-332.146,1706.88,-338.034,-342.379,1731.49,-206.314,-336.763,1762.17,-121.153,-328.8,1794.36,-52.6802,-342.348,1824.04,45.3416,-315.768,1866.77,85.9848,
100,-267.441,2288.66,886.066,-294.411,2216.32,888.663,-337.862,2091.66,873.117,-360.159,2061.19,485.691,-352.668,1945.81,76.6027,76.8571,2070.05,951.591,1.84296,2068.69,933.209,-120.854,2065,882.214,-113.535,1995.98,499.19,-252.581,1832.48,132.234,-398.717,1811.68,111.099,-430.738,1800.93,134.633,-423.381,1794.23,147.263,-407.833,1798.29,147.782,-399.999,1817.59,123.279,-432.747,1775.18,151.743,-418.711,1773.33,159.644,-395.6,1787.54,151.343,-397.14,1810.19,122.782,-422.514,1754.91,162.962,-406.622,1757.82,165.457,-388.47,1775.95,152.786,-393.529,1801.33,124.393,-410.473,1747.61,165.745,-397.396,1756.43,160.944,-387.82,1773.6,145.948,-392.672,1797.82,118.275,-404.507,1755.65,128.004,-413.904,1774.79,104.774,-422.893,1792.57,80.3329,-417.132,1821.64,53.2228,-419.041,1851.15,54.0495,-520.521,1907.41,-133.222,-382.417,1866.38,-372.234,-305.907,1771.09,-380.257,-133.56,1721.41,232.786,-132.144,1706.89,305.891,-133.244,1708.11,289.897,-134.352,1709.34,273.903,-136.584,1711.8,241.918,-118.242,1736.8,321.892,-121.256,1733.17,306.381,-126.587,1726.83,279.243,-133.516,1718.71,244.358,-106.034,1767.8,317.556,-110.653,1759.62,304.176,-118.834,1745.34,280.77,-129.951,1726.23,249.352,-105.705,1770.6,309.017,-110.365,1762.34,295.527,-117.448,1750,275.302,-128.209,1731.55,244.978,-142.339,1761.87,268.945,-148.211,1754.85,239.03,-154.078,1747.85,209.11,-144.342,1733.06,173.321,-147.016,1705.24,163.626,-172.693,1626.88,-40.6627,-168.404,1643.28,-319.222,-257.38,1712.95,-366.424,-314.752,1669.15,-638.903,-290.518,1713.21,-486.601,-297.024,1722.07,-407.189,-331.468,1708.75,-338.361,-343.496,1730.15,-206.231,-338.341,1759.95,-120.728,-330.537,1792.25,-52.2905,-343.417,1824.03,45.1612,-316.222,1867.44,84.666,
120,-270.669,2289.19,885.377,-296.458,2216.4,887.463,-337.974,2091.24,870.727,-361.256,2058.42,483.55,-352.432,1946.98,73.3992,75.3802,2063.68,953.586,0.54364,2065.61,934.543,-121.612,2066.44,882.141,-113.606,1993.07,499.94,-254.077,1833.52,131.792,-398.736,1810.86,111.841,-432.224,1801.99,136.898,-423.978,1795.07,148.839,-408.189,1798.09,148.491,-398.987,1816.84,124.048,-433.395,1777.16,153.694,-419.307,1774.12,161.124,-395.502,1786.53,151.933,-396.659,1809.27,123.431,-422.97,1757.2,163.948,-406.843,1758.2,166.441,-387.719,1774.77,153.097,-393.57,1800.19,124.887,-410.736,1749.62,165.645,-396.302,1756.41,161.48,-385.85,1772.75,146.141,-393.269,1796.63,118.746,-403.652,1756.16,129.253,-413.982,1775.04,106.205,-424.187,1793.22,82.553,-419.422,1822.01,54.9572,-419.307,1851.58,55.7695,-520.12,1909.32,-131.415,-380.181,1869.02,-369.482,-304.269,1773.32,-378.313,-133.563,1723.09,232.234,-131.961,1704.77,304.772,-133.091,1706.9,288.875,-134.229,1709.03,272.979,-136.526,1713.3,241.189,-116.482,1736.16,321.392,-119.812,1732.93,305.855,-125.695,1727.31,278.674,-133.33,1720.11,243.735,-103.167,1769.38,315.899,-108.277,1761.13,302.741,-117.316,1746.74,279.727,-129.581,1727.46,248.84,-102.993,1772.23,307.525,-108.16,1763.91,294.261,-115.991,1751.47,274.375,-127.86,1732.87,244.562,-141.209,1762.67,269.547,-147.723,1756.48,239.583,-154.232,1750.29,209.617,-145.341,1736.31,173.289,-148.53,1708.77,162.979,-173.019,1626.87,-40.0675,-166.519,1645.74,-318.427,-256.724,1714.26,-364.978,-315.225,1668.8,-637.238,-289.526,1714.89,-485.779,-295.923,1724.59,-406.456,-331.341,1710.39,-338.301,-345.416,1728.94,-205.944,-340.729,1757.93,-120.135,-333.031,1790.37,-51.7505,-345.17,1824.31,45.0659,-317.226,1868.27,83.4191,
140,-270.319,2288.63,885.25,-295.99,2215.79,886.696,-337.245,2090.78,868.284,-360.204,2056.77,481.191,-351.902,1948.32,70.2282,75.4698,2058.67,954.377,0.847229,2063.23,934.945,-120.9,2067.45,881.76,-113.939,1990.36,500.273,-255.403,1834.48,130.934,-398.81,1809.67,111.98,-433.04,1802.36,138.496,-424.159,1795.08,149.748,-408.265,1797.24,148.645,-398.224,1815.58,124.215,-433.88,1778.21,154.595,-419.885,1774.08,161.662,-395.583,1784.91,151.808,-396.396,1807.88,123.475,-423.622,1758.21,164.075,-407.462,1757.65,166.488,-387.617,1772.89,152.625,-393.825,1798.62,124.77,-411.449,1750.56,164.562,-396.142,1755.48,160.914,-384.881,1771.07,145.37,-393.979,1795.09,118.606,-402.833,1756.16,129.339,-413.903,1775.16,106.734,-424.953,1793.9,83.9095,-420.907,1822.48,55.9821,-418.924,1851.98,56.9227,-518.93,1910.5,-130.45,-377.838,1870.69,-367.918,-302.2,1774.81,-377.16,-131.842,1721.54,232.59,-129.922,1699.44,304.257,-131.143,1702.46,288.511,-132.375,1705.48,272.767,-134.859,1711.53,241.282,-112.633,1731.22,321.749,-116.362,1728.6,306.189,-122.932,1724.03,278.968,-131.438,1718.18,243.979,-98.0156,1765.81,315.902,-103.716,1757.83,302.82,-113.775,1743.9,279.941,-127.396,1725.25,249.238,-97.957,1768.82,307.693,-103.727,1760.78,294.507,-112.449,1748.75,274.738,-125.63,1730.76,245.103,-137.732,1759.95,271.367,-145.022,1754.96,241.358,-152.311,1749.96,211.349,-144.539,1737.01,174.387,-148.643,1709.91,163.251,-173.077,1626.57,-39.2114,-166.072,1645.79,-317.535,-256.087,1714.58,-364.064,-315.771,1667.68,-636.066,-288.481,1715.56,-485.443,-294.724,1726.2,-406.227,-331.201,1711.79,-338.677,-347.1,1728.4,-206.269,-342.745,1756.78,-120.239,-335.06,1789.32,-51.9047,-346.611,1825,44.3585,-317.972,1869.27,81.8404,
160,-270.65,2289.01,884.974,-296.242,2216.13,886.068,-337.244,2091.24,866.336,-359.546,2055.64,479.348,-351.766,1949.76,67.7045,75.3087,2054.92,954.826,0.875671,2061.19,935.146,-120.515,2067.42,881.347,-114.232,1988.54,500.212,-256.305,1835.8,129.801,-399.38,1809.32,112.755,-434.048,1802.68,139.785,-424.912,1795.4,150.83,-409.003,1797.29,149.477,-398.576,1815.29,124.949,-434.623,1779.26,155.386,-420.865,1774.66,162.622,-396.267,1784.75,152.718,-396.924,1807.54,124.244,-424.414,1759.37,164.859,-408.336,1758.09,167.532,-388.093,1772.68,153.526,-394.549,1798.24,125.578,-412.234,1751.95,164.779,-396.502,1755.81,161.711,-384.721,1770.92,146.079,-394.826,1794.67,119.438,-401.57,1756.78,130.438,-413.241,1775.54,107.943,-424.904,1794.16,85.326,-421.589,1822.27,56.8358,-418.946,1851.73,57.5795,-517.991,1911.47,-129.919,-376.326,1872.12,-367.122,-301.086,1775.93,-376.412,-129.513,1718,233.35,-127.068,1692.12,303.84,-128.454,1696.02,288.303,-129.85,1699.92,272.768,-132.663,1707.74,241.702,-107.847,1723.3,322.314,-112.045,1721.46,306.762,-119.421,1718.25,279.553,-128.945,1714.15,244.578,-91.8294,1758.5,316.838,-98.1942,1751.1,303.725,-109.398,1738.17,280.791,-124.529,1720.86,250.013,-91.8715,1761.78,308.803,-98.3157,1754.32,295.585,-108.031,1743.17,275.77,-122.676,1726.46,246.062,-133.14,1754.89,273.82,-141.322,1751.42,243.825,-149.511,1747.95,213.834,-143.102,1736.3,176.182,-148.425,1709.85,164.058,-173.687,1626.37,-38.2476,-166.7,1645.38,-316.586,-255.999,1714.91,-363.384,-316.625,1666.27,-635.038,-288.098,1715.87,-485.201,-294.183,1727.36,-406.093,-331.467,1712.91,-338.994,-348.846,1728.33,-206.627,-344.736,1756.37,-120.476,-336.999,1789.06,-52.2141,-347.875,1826.03,43.64,-318.649,1870.53,80.3817,
180,-268.992,2288.16,886.237,-295.331,2215.55,886.58,-337.422,2091.33,864.993,-358.001,2056.9,477.803,-352.774,1950.67,66.2086,75.0591,2053.05,955.212,0.821106,2060.6,935.25,-120.227,2068.13,880.848,-114.424,1986.04,500.383,-257.594,1836.83,128.954,-399.992,1809.68,113.318,-435.293,1802.25,139.15,-426.416,1795.05,150.459,-410.509,1797.25,149.644,-399.658,1815.59,125.563,-435.605,1779.23,153.975,-422.307,1774.52,161.964,-397.41,1784.93,153.209,-397.809,1807.89,124.859,-425.231,1759.34,163.892,-409.295,1758.09,167.32,-388.786,1773.07,154.146,-395.257,1798.63,126.204,-412.839,1752.23,164.085,-396.974,1756.11,161.847,-384.911,1771.52,146.725,-395.284,1795.1,120.037,-399.8,1757.41,130.567,-411.791,1776.03,108.124,-423.755,1794.36,85.4238,-420.969,1822.48,56.8896,-419.029,1851.98,57.8761,-517.706,1911.87,-129.769,-375.664,1872.95,-366.817,-300.299,1776.85,-375.958,-127.213,1713.81,233.859,-124.012,1683.96,302.78,-125.629,1688.78,287.526,-127.253,1693.6,272.274,-130.516,1703.26,241.774,-102.968,1713.78,322.314,-107.661,1712.89,306.82,-115.887,1711.35,279.709,-126.484,1709.37,244.858,-85.6609,1749.06,317.857,-92.6932,1742.49,304.64,-105.04,1731.01,281.521,-121.673,1715.63,250.492,-85.8096,1752.7,310.022,-92.925,1746.09,296.7,-103.626,1736.19,276.725,-119.719,1721.36,246.774,-128.37,1748.72,276.211,-137.481,1747.09,246.329,-146.604,1745.44,216.451,-141.661,1735.49,178.098,-148.3,1709.9,164.826,-174.275,1626.68,-37.4975,-166.78,1645.7,-315.822,-255.847,1715.38,-362.85,-316.729,1665.27,-634.312,-287.577,1716.17,-485.032,-293.648,1728.29,-406.016,-331.588,1713.83,-339.286,-350.271,1728.53,-207.015,-346.508,1756.36,-120.778,-338.871,1789.11,-52.5353,-349.413,1826.74,43.0951,-319.927,1871.42,79.4193,
