Timestamps [ms],RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHandPinkyEE,,,RightHandPinky3,,,RightHandPinky2,,,RightHandPinky1,,,RightHandRingEE,,,RightHandRing3,,,RightHandRing2,,,RightHandRing1,,,RightHandMiddleEE,,,RightHandMiddle3,,,RightHandMiddle2,,,RightHandMiddle1,,,RightHandIndexEE,,,RightHandIndex3,,,RightHandIndex2,,,RightHandIndex1,,,RightHandThumbEE,,,RightHandThumb3,,,RightHandThumb2,,,RightHandThumb1,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHandPinkyEE,,,LeftHandPinky3,,,LeftHandPinky2,,,LeftHandPinky1,,,LeftHandRingEE,,,LeftHandRing3,,,LeftHandRing2,,,LeftHandRing1,,,LeftHandMiddleEE,,,LeftHandMiddle3,,,LeftHandMiddle2,,,LeftHandMiddle1,,,LeftHandIndexEE,,,LeftHandIndex3,,,LeftHandIndex2,,,LeftHandIndex1,,,LeftHandThumbEE,,,LeftHandThumb3,,,LeftHandThumb2,,,LeftHandThumb1,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
0,1010.17,3612.93,468.387,1055.04,3673.6,439.846,1128.27,3770.19,372.139,1131.93,3633.05,17.5063,1061.97,3472.91,-324.461,834.632,3740.58,433.568,893.894,3788.25,406.63,994.405,3859.64,342.773,978.912,3750.57,-21.162,913.075,3587.98,-362.796,1105.79,3313.18,-242.296,1140.03,3363.89,-208.91,1135.56,3348.76,-204.759,1132.79,3333.08,-208.324,1131.93,3308.03,-229.205,1122.56,3367.88,-209.203,1117.42,3359.11,-196.23,1112.22,3330.76,-197.599,1116.56,3311.02,-228.692,1103.39,3368.41,-207.791,1097.64,3362.39,-193.366,1092.75,3333.67,-192.605,1100.54,3314.12,-225.61,1085.17,3368.19,-202.459,1079.59,3356.05,-192.227,1077.68,3331.63,-198.353,1086.92,3316.81,-231.948,1070.12,3358.83,-214.163,1074.95,3354.19,-244.784,1087.61,3348.16,-272.818,1099.37,3323.75,-302.197,1123.54,3310.08,-311.835,1199.48,3277.76,-559.419,1139.03,3253.39,-846.423,1050.29,3349.68,-908.508,750.326,3589.94,-330.041,768.516,3643.02,-291.293,755.625,3633.17,-289.601,744.302,3623.96,-296.895,731.905,3612.64,-324.871,780.574,3631.33,-279.059,768.483,3622.46,-272.213,747.675,3606.64,-284.413,740.179,3600.21,-320.162,791.059,3617.32,-267.975,778.541,3608.03,-262.111,757.279,3593.01,-275.219,748.013,3587.52,-312.848,796.834,3601.12,-261.383,783.178,3591.38,-262.757,766.906,3580.56,-278.735,757.459,3575.75,-315.088,787.873,3584.58,-283.908,791.391,3585.23,-314.793,793.435,3587.87,-345.705,780.361,3581.98,-382.724,762.224,3596.71,-400.562,783.934,3594.43,-660.623,856.204,3476.84,-920.561,980.224,3402.04,-925.691,1033.24,3294.48,-1221.09,1022.49,3342.99,-1042.13,1031.24,3383.52,-959.069,1057.42,3440.03,-893.48,1052.43,3482.46,-743.837,1039.2,3498.79,-640.938,1024.89,3508.63,-554.569,1030.92,3553.25,-443.733,1001.99,3538.05,-376.997,
20,1009.26,3612.9,467.684,1054.19,3673.58,439.241,1127.72,3770.04,371.678,1131.46,3631.79,17.4789,1060.84,3473.45,-325.194,833.52,3740.47,432.529,892.918,3788.06,405.753,993.558,3859.42,342.065,979.737,3750.14,-21.8771,913.254,3589.88,-364.481,1106.3,3313.95,-241.871,1142.58,3363.83,-208.433,1137.73,3348.78,-204.427,1134.43,3333.22,-208.068,1132.43,3308.25,-228.969,1124.35,3368.83,-208.459,1119.11,3359.77,-195.717,1113.44,3331.54,-197.346,1117.12,3311.51,-228.346,1103.71,3370.1,-207.172,1097.6,3363.66,-193.075,1092.76,3334.93,-192.6,1101.17,3314.88,-225.149,1085.12,3369.89,-202.223,1079.22,3357.68,-192.248,1077.43,3333.24,-198.313,1087.57,3317.85,-231.389,1071.4,3361.58,-213.75,1076.7,3356.39,-244.204,1088.95,3349.84,-272.307,1099.72,3324.96,-301.673,1123.58,3310.91,-311.533,1199.66,3277.53,-558.932,1138.06,3253.56,-845.724,1049.55,3349.57,-908.567,750.34,3590.01,-329.477,766.348,3645.28,-291.941,753.797,3635.02,-290.131,742.926,3625.15,-297.237,731.286,3612.31,-324.881,779.512,3632.99,-279.653,767.683,3624.01,-272.506,747.203,3607.45,-284.27,739.818,3600.16,-319.88,791.145,3617.91,-268.511,778.991,3608.46,-262.156,757.641,3593.12,-274.745,747.887,3587.8,-312.275,797.698,3601.75,-261.674,784.156,3591.78,-262.419,767.6,3580.75,-277.96,757.655,3576.24,-314.218,788.506,3585.55,-282.879,792.027,3586.07,-313.766,794.078,3588.47,-344.697,781.185,3581.99,-381.681,762.889,3595.97,-399.958,783.535,3594.69,-660.112,856.169,3477.43,-920.096,980.37,3403,-926.068,1034.42,3295.3,-1221.69,1022.56,3343.3,-1042.66,1031.19,3383.55,-959.454,1058.17,3439.87,-894.017,1053.82,3483.17,-744.604,1040.51,3499.95,-641.789,1025.91,3510.06,-555.498,1031.48,3554.36,-444.512,1001.86,3539.23,-378.062,
40,1009.59,3615.7,468.792,1054.84,3675.84,439.713,1129.09,3771.21,371.401,1129.18,3629.93,18.3799,1060.8,3475.53,-326.536,835.517,3740.41,433.057,894.269,3788.39,405.567,993.585,3860.61,340.781,979.675,3748.47,-22.2859,914.601,3593.15,-367.426,1107.13,3314.26,-241.278,1143.82,3363.91,-207.088,1138.96,3348.77,-203.431,1135.59,3333.29,-207.316,1133.28,3308.53,-228.441,1124.88,3369.62,-206.784,1119.69,3359.93,-194.503,1114.28,3331.69,-196.779,1117.95,3311.67,-227.782,1102.66,3371.29,-205.797,1096.34,3363.94,-192.249,1092.33,3335.07,-192.451,1101.98,3314.86,-224.549,1083.49,3370.6,-201.562,1077.56,3357.98,-192.13,1076.66,3333.53,-198.34,1088.36,3317.83,-230.755,1071.78,3363.28,-213.035,1077.98,3357.79,-243.268,1090.02,3351.21,-271.454,1100.55,3326.31,-300.881,1124.53,3312.62,-310.957,1199.63,3276.38,-558.252,1136.63,3253.19,-844.804,1048.51,3349.06,-908.411,749.486,3590.31,-328.067,763.663,3646.85,-291.163,751.218,3636.45,-289.439,740.715,3626.23,-296.599,730.128,3612.49,-324.238,777.379,3633.84,-278.777,765.559,3624.95,-271.49,745.286,3608.11,-283.22,738.583,3600.45,-318.883,789.792,3617.38,-267.548,777.781,3607.97,-260.865,756.229,3592.8,-273.312,746.492,3588.19,-310.94,796.92,3601.06,-260.514,783.332,3591.13,-260.803,766.456,3580.34,-276.164,756.404,3576.69,-312.49,787.441,3585.39,-280.233,791.472,3586.17,-311.052,794.14,3588.68,-341.928,782.072,3582.21,-379.19,764.277,3595.93,-398.141,781.725,3595.24,-658.532,856.214,3478.09,-918.041,980.285,3403.64,-926.093,1034.02,3294.81,-1221.97,1021.69,3342.73,-1042.95,1030.61,3382.95,-959.756,1059.01,3439.33,-894.98,1056.51,3484.45,-746.062,1043.56,3502.16,-643.357,1028.81,3512.86,-557.165,1033.56,3556.9,-446.038,1002.99,3541.86,-380,
60,1010.59,3618.56,469.089,1056.15,3678.22,439.508,1131.24,3772.63,370.77,1127.99,3629.07,18.6825,1061.45,3478.09,-328.103,838.468,3742.15,433.979,896.589,3790.25,405.368,994.462,3863,339.006,979.07,3746.5,-22.6251,916.844,3597.01,-370.853,1107.78,3314.09,-240.671,1144.26,3363.6,-205.57,1139.69,3348.26,-202.374,1136.47,3332.85,-206.639,1134.16,3308.51,-228.248,1124.84,3369.79,-204.528,1119.97,3359.21,-192.862,1115.18,3330.95,-196.113,1118.77,3311.29,-227.359,1101.32,3371.65,-203.513,1095.22,3363.02,-190.637,1092.38,3334.04,-191.888,1102.76,3314.03,-223.889,1081.41,3370.22,-199.991,1075.88,3356.92,-191.286,1076.13,3332.56,-197.906,1089.03,3316.91,-229.881,1071.84,3364.04,-211.344,1078.65,3358.64,-241.461,1090.09,3352.45,-269.981,1100.39,3327.91,-299.794,1124.57,3315.08,-310.511,1199.58,3274.94,-557.23,1134.49,3252.27,-843.357,1047.22,3348.59,-907.459,748.999,3590.44,-326.618,761.039,3647.78,-290.369,748.741,3637.21,-288.576,738.605,3626.65,-295.773,729.172,3612.32,-323.527,775.141,3634.55,-278.011,763.444,3625.72,-270.468,743.494,3608.43,-282.105,737.637,3600.43,-317.844,788.452,3617.13,-266.746,776.715,3607.68,-259.651,755.102,3592.41,-271.872,745.474,3588.33,-309.59,796.495,3600.72,-259.551,782.972,3590.7,-259.318,765.836,3579.95,-274.42,755.615,3576.99,-310.761,786.783,3585.14,-277.507,791.244,3586.42,-308.25,794.496,3589.18,-339.047,783.386,3582.67,-376.599,766.01,3596.03,-396.188,779.128,3595.49,-656.833,856.099,3478.93,-915.886,980.05,3404.43,-925.237,1032.03,3293.3,-1221.27,1019.93,3341.69,-1042.36,1029.56,3382.15,-959.362,1059.99,3438.81,-895.765,1060.48,3486.56,-747.651,1048.28,3505.54,-645.081,1033.44,3516.96,-558.995,1036.91,3560.37,-447.572,1005.07,3545.16,-382.176,
80,1011.27,3620.61,468.934,1057.25,3679.65,438.763,1133.39,3772.98,369.715,1126.18,3628.12,18.2207,1061.25,3479.51,-329.892,840.603,3743.15,434.252,898.166,3791.31,404.635,994.712,3864.63,336.968,978.272,3743.59,-23.121,918.527,3600.09,-374.291,1108.03,3313.68,-240.104,1144.15,3362.85,-204.059,1139.86,3347.36,-201.278,1136.84,3332.02,-205.93,1134.63,3308.19,-228.112,1124.54,3369.48,-202.168,1120,3358.06,-191.181,1115.75,3329.85,-195.46,1119.2,3310.63,-226.993,1100.28,3371.64,-200.903,1094.61,3361.73,-188.782,1092.69,3332.75,-191.204,1103.17,3312.93,-223.292,1079.47,3369.61,-198.197,1074.48,3355.62,-190.288,1075.7,3331.43,-197.401,1089.33,3315.75,-229.061,1071.94,3364.69,-209.5,1079.13,3359.43,-239.553,1089.8,3353.63,-268.452,1099.84,3329.43,-298.634,1124.16,3317.47,-310.006,1199.78,3273.61,-555.904,1132.85,3251.78,-841.67,1046.42,3348.47,-906.354,748.198,3591.37,-325.32,760.297,3648.66,-289.924,747.745,3638.45,-287.834,737.509,3627.96,-295.004,728.691,3613.62,-322.952,774.108,3635.21,-277.661,762.282,3626.9,-269.742,742.036,3609.81,-281.157,736.771,3601.63,-316.946,787.634,3616.91,-266.334,775.882,3607.87,-258.752,753.748,3593.07,-270.617,744.145,3589.45,-308.388,796.166,3600.19,-258.941,782.402,3590.53,-258.158,764.67,3580.26,-272.9,754.108,3577.92,-309.188,785.656,3584.62,-275.056,790.474,3586.16,-305.733,794.311,3588.96,-336.46,783.865,3582.62,-374.23,767.308,3596.14,-394.404,776.152,3594.66,-655.225,856.286,3479.76,-914.059,980.295,3405.48,-924.348,1031.49,3292.46,-1220.56,1018.97,3341.04,-1041.74,1029.03,3381.65,-958.863,1061.32,3438.58,-896.432,1064.66,3488.92,-749.215,1053.04,3509.02,-646.792,1037.97,3520.96,-560.818,1039.84,3563.27,-448.933,1006.54,3547.62,-384.372,
100,1011.9,3620.86,469.155,1058.03,3679.5,438.446,1134.76,3772.19,369.188,1124.23,3627.2,17.8327,1061.64,3480.32,-331.441,842.218,3743.53,434.712,899.341,3791.64,404.184,994.756,3865.49,335.49,976.703,3740.88,-23.3044,920.418,3602.23,-376.985,1108.35,3313.77,-239.764,1143.39,3363.5,-203.614,1139.57,3347.87,-200.891,1136.94,3332.49,-205.655,1135.2,3308.88,-228.098,1123.65,3370.25,-200.976,1119.57,3358.24,-190.45,1116.15,3330,-195.258,1119.72,3310.83,-226.805,1099.31,3372.49,-199.238,1094.31,3361.54,-187.734,1093.38,3332.58,-190.895,1103.66,3312.57,-222.928,1077.58,3369.7,-197.266,1073.38,3355.15,-189.928,1075.64,3331.09,-197.226,1089.69,3315.07,-228.528,1071.79,3365.75,-208.636,1079.11,3360.31,-238.626,1089.03,3354.54,-267.796,1099.15,3330.31,-297.926,1123.72,3319.3,-309.718,1200.19,3272.63,-554.836,1131.98,3251.69,-840.365,1045.98,3348.59,-905.304,748.077,3592.55,-323.87,762.219,3649.28,-289.647,749.181,3639.84,-286.989,738.447,3629.73,-293.968,729.547,3615.67,-322.031,775.449,3635.63,-277.575,763.406,3628.18,-269.136,742.311,3611.8,-280.039,737.009,3603.4,-315.774,788.681,3616.65,-266.243,776.757,3608.37,-258.077,753.715,3594.48,-269.286,743.725,3591.02,-306.972,797.328,3599.45,-258.655,783.122,3590.54,-257.257,764.502,3581.05,-271.422,753.177,3579.06,-307.5,785.519,3583.94,-272.995,790.345,3585.35,-303.677,794.427,3587.8,-334.401,783.949,3581.61,-372.188,768.269,3595.6,-392.744,772.816,3594.25,-653.676,856.447,3480.39,-911.862,980.495,3406.34,-923.287,1031.52,3292.9,-1220.14,1018.35,3340.91,-1041.21,1028.59,3381.43,-958.318,1062.37,3438.59,-896.892,1068.38,3490.99,-750.482,1057.41,3511.91,-648.151,1042.23,3524.18,-562.241,1042.76,3565.43,-449.948,1008.27,3549.33,-386.125,
120,1011.5,3621.16,469.357,1058.01,3679.24,438.141,1135.7,3771.05,368.771,1122.35,3626.69,17.2461,1062.44,3480.71,-332.872,843.355,3743.99,436.093,900.049,3792.03,404.658,994.445,3866.32,335.037,975.079,3737.93,-22.3542,922.788,3604.35,-378.589,1108.43,3314.11,-239.529,1142.83,3364.1,-203.424,1139.27,3348.43,-200.621,1136.87,3333.02,-205.409,1135.42,3309.57,-228.043,1123.04,3371.1,-200.211,1119.24,3358.71,-190.023,1116.29,3330.48,-195.16,1119.91,3311.23,-226.656,1099.21,3373.71,-197.882,1094.74,3361.98,-186.942,1094.22,3333.08,-190.71,1103.85,3312.66,-222.685,1076.66,3370.46,-196.494,1073.07,3355.5,-189.66,1075.87,3331.55,-197.135,1089.81,3314.97,-228.191,1072.1,3367.3,-208.229,1079.24,3361.55,-238.204,1088.58,3355.57,-267.525,1098.66,3331.1,-297.47,1123.36,3320.64,-309.494,1201.13,3271.92,-553.802,1132.05,3252.25,-839.214,1045.7,3348.74,-904.28,748.237,3593.22,-323.04,762.852,3649.5,-289.56,749.635,3640.47,-286.432,738.693,3630.5,-293.293,730.062,3616.64,-321.54,775.948,3636.1,-277.664,763.895,3629.09,-268.871,742.466,3612.92,-279.426,737.271,3604.3,-315.125,789.279,3617.21,-266.399,777.351,3609.32,-257.86,753.938,3595.67,-268.581,743.709,3591.89,-306.171,798.367,3599.8,-258.663,783.989,3591.22,-256.927,764.935,3581.98,-270.666,752.973,3579.77,-306.525,785.867,3584.06,-271.749,790.657,3585.39,-302.441,794.84,3587.61,-333.17,784.364,3581.35,-370.946,769.096,3595.43,-391.746,769.7,3594.34,-652.719,857.053,3481.78,-910.243,980.493,3406.81,-922.243,1032.39,3293.71,-1219.83,1018.11,3340.85,-1040.75,1028.19,3381.22,-957.762,1062.92,3438.71,-897.178,1071.03,3492.87,-751.509,1060.7,3514.41,-649.242,1045.62,3526.89,-563.345,1045.51,3567.17,-450.7,1010.25,3550.74,-387.387,
140,1011.62,3621.67,469.711,1058.37,3679.16,437.794,1136.69,3770.09,367.978,1121.07,3626.17,16.3716,1063.39,3480.39,-334.204,843.984,3744.05,436.229,900.569,3791.95,404.383,994.64,3866.55,334.66,975.015,3736.59,-22.1474,924.918,3605.46,-379.606,1108.76,3314.64,-239.266,1142.32,3365.4,-203.641,1139.15,3349.68,-200.667,1137.05,3334.2,-205.375,1135.96,3310.74,-228.025,1122.38,3372.38,-199.917,1118.99,3359.73,-189.907,1116.69,3331.46,-195.13,1120.42,3312.02,-226.5,1099.32,3375.12,-196.783,1095.5,3362.76,-186.3,1095.46,3333.91,-190.49,1104.37,3313.05,-222.385,1076.3,3371.24,-195.55,1073.45,3355.94,-189.131,1076.73,3332.11,-196.782,1090.22,3315.02,-227.764,1072.39,3368.45,-207.909,1079.03,3362.4,-237.942,1087.94,3356.18,-267.343,1098.07,3331.48,-297.085,1122.91,3321.65,-309.345,1202.48,3271.71,-552.827,1132.66,3253.35,-838.149,1044.93,3348.7,-903.053,747.725,3593.97,-322.639,762.727,3649.54,-289.068,749.287,3640.88,-285.823,738.196,3631.16,-292.803,729.985,3617.74,-321.386,775.605,3636.23,-277.2,763.366,3629.54,-268.417,741.706,3613.78,-279.115,736.842,3605.25,-314.883,788.707,3617.59,-266.001,776.541,3610.04,-257.492,752.943,3596.74,-268.246,742.884,3592.69,-305.854,797.832,3599.96,-258.12,783.226,3591.75,-256.535,764.03,3582.83,-270.289,751.915,3580.4,-306.083,784.931,3584.2,-270.745,790.074,3585.42,-301.384,794.636,3587.54,-332.066,784.429,3581.52,-369.955,769.795,3595.95,-390.973,767.017,3594.98,-651.932,857.681,3483.72,-908.878,980.168,3407.24,-921.097,1032.47,3293.9,-1219.14,1017.36,3340.51,-1039.99,1027.42,3380.83,-956.975,1063.17,3438.55,-897.213,1073.26,3494.38,-752.3,1063.55,3516.52,-650.099,1048.61,3529.11,-564.193,1047.97,3568.29,-451.163,1012.09,3551.38,-388.324,
160,1010.99,3621.75,470.081,1057.9,3678.73,437.483,1136.63,3768.95,367.21,1119.69,3625.93,15.2947,1064.14,3479.28,-335.259,843.436,3743.38,436.027,900.085,3791.11,404.049,994.234,3865.91,334.647,974.449,3736.36,-22.3,926.411,3605.38,-380.095,1108.87,3315.46,-239.367,1142.6,3366.37,-204.081,1139.47,3350.65,-201.044,1137.36,3335.16,-205.692,1136.14,3311.63,-228.26,1122.58,3373.63,-200.053,1119.29,3360.85,-190.18,1117.05,3332.57,-195.436,1120.61,3312.87,-226.658,1100.32,3376.87,-196.156,1096.78,3364.06,-186.119,1096.59,3335.27,-190.688,1104.57,3313.85,-222.464,1077.17,3372.83,-194.857,1074.65,3357.3,-188.878,1077.78,3333.53,-196.787,1090.39,3315.79,-227.774,1073.38,3370.17,-208.029,1079.39,3363.81,-238.129,1088.1,3357.28,-267.523,1097.86,3332.27,-297.134,1122.66,3322.5,-309.515,1203.62,3271.68,-552.357,1134.18,3254.8,-837.86,1044.5,3348.63,-902.327,747.445,3594.67,-322.672,762.907,3649.51,-288.685,749.277,3641.15,-285.449,738.06,3631.69,-292.586,730.125,3618.75,-321.464,775.643,3636.21,-276.798,763.194,3629.71,-268.163,741.349,3614.39,-279.129,736.665,3606.08,-314.97,788.42,3617.99,-265.722,775.957,3610.7,-257.419,752.269,3597.71,-268.353,742.354,3593.34,-305.964,797.33,3600.22,-257.734,782.523,3592.32,-256.502,763.329,3583.65,-270.419,751.163,3580.88,-306.172,784.247,3584.53,-270.389,789.781,3585.49,-300.969,794.616,3587.59,-331.61,784.555,3581.92,-369.591,770.472,3596.78,-390.686,765.175,3595.6,-651.605,858.445,3485.43,-908.086,979.94,3407.4,-920.345,1033.21,3294.94,-1219.07,1017.11,3340.5,-1039.74,1026.95,3380.55,-956.565,1063.29,3438.42,-897.302,1074.75,3495.28,-752.895,1065.47,3517.68,-650.709,1050.66,3530.2,-564.771,1049.66,3568.41,-451.41,1013.4,3551.02,-388.922,
180,1011.56,3622.49,470.843,1058.56,3678.91,437.417,1137.48,3768.33,366.334,1119.15,3625.74,14.3136,1065.35,3478.59,-336.306,843.878,3743.47,436.124,900.693,3790.87,403.953,995.139,3865.47,334.738,974.013,3737.28,-22.6221,928.168,3605.53,-380.425,1108.88,3315.66,-239.424,1142.55,3366.42,-203.568,1139.45,3350.64,-200.811,1137.37,3335.2,-205.637,1136.15,3311.79,-228.334,1122.38,3373.72,-199.412,1119.14,3360.72,-189.81,1117.01,3332.5,-195.422,1120.61,3312.95,-226.736,1100.67,3377.2,-194.862,1097.32,3363.91,-185.402,1097.09,3335.24,-190.655,1104.56,3313.82,-222.549,1077.74,3372.94,-193.472,1075.47,3357.15,-188.13,1078.47,3333.56,-196.621,1090.38,3315.77,-227.851,1073.85,3370.38,-207.487,1079.43,3364.26,-237.719,1088.25,3357.94,-267.127,1097.86,3333.17,-296.984,1122.73,3323.66,-309.459,1204.42,3271.94,-551.862,1135.33,3255.8,-837.492,1043.69,3348.01,-901.526,747.436,3595.32,-322.565,763.043,3649.52,-287.929,749.417,3641.19,-284.618,738.133,3631.86,-291.814,730.17,3619.42,-320.904,775.997,3636.26,-276.23,763.551,3629.66,-267.668,741.632,3614.53,-278.742,736.701,3606.63,-314.643,788.77,3618.7,-265.556,776.223,3611.38,-257.406,752.561,3598.36,-268.358,742.388,3593.73,-305.869,797.645,3600.96,-257.679,782.81,3593.07,-256.733,763.669,3584.36,-270.701,751.17,3581.26,-306.31,784.635,3585.24,-270.6,790.202,3586.05,-301.179,794.79,3588.49,-331.833,784.394,3583.29,-369.793,770.286,3598.53,-390.596,764.216,3596.37,-651.492,859.34,3487.38,-907.794,979.327,3406.97,-919.596,1032.97,3294.55,-1218.67,1016.31,3339.65,-1039.27,1026.09,3379.65,-956.068,1063,3437.73,-897.373,1075.74,3495.72,-753.523,1066.96,3518.51,-651.38,1052.42,3531.1,-565.406,1051.4,3568.63,-451.819,1014.97,3550.92,-389.517,
