Timestamps [ms],RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHandPinkyEE,,RightHandPinky3,,RightHandPinky2,,RightHandPinky1,,RightHandRingEE,,RightHandRing3,,RightHandRing2,,RightHandRing1,,RightHandMiddleEE,,RightHandMiddle3,,RightHandMiddle2,,RightHandMiddle1,,RightHandIndexEE,,RightHandIndex3,,RightHandIndex2,,RightHandIndex1,,RightHandThumbEE,,RightHandThumb3,,RightHandThumb2,,RightHandThumb1,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHandPinkyEE,,LeftHandPinky3,,LeftHandPinky2,,LeftHandPinky1,,LeftHandRingEE,,LeftHandRing3,,LeftHandRing2,,LeftHandRing1,,LeftHandMiddleEE,,LeftHandMiddle3,,LeftHandMiddle2,,LeftHandMiddle1,,LeftHandIndexEE,,LeftHandIndex3,,LeftHandIndex2,,LeftHandIndex1,,LeftHandThumbEE,,LeftHandThumb3,,LeftHandThumb2,,LeftHandThumb1,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
0,0.333626,0.356769,0.329227,0.351031,0.322241,0.33886,0.315118,0.284509,0.318464,0.227635,0.366319,0.348819,0.358887,0.343858,0.346337,0.333131,0.344391,0.278453,0.348167,0.223185,0.302272,0.239384,0.299291,0.245768,0.299177,0.246323,0.298735,0.245537,0.297395,0.241609,0.302526,0.24576,0.302909,0.247902,0.302173,0.247376,0.300261,0.241735,0.305851,0.246008,0.306502,0.248428,0.305723,0.248273,0.303243,0.242311,0.308972,0.246922,0.309259,0.248561,0.308226,0.247254,0.305775,0.241236,0.311046,0.244808,0.309957,0.239472,0.307433,0.234549,0.304004,0.229086,0.298985,0.227183,0.283635,0.182918,0.292805,0.13111,0.313969,0.12471,0.374494,0.228499,0.373367,0.235431,0.375089,0.235575,0.376593,0.234293,0.378207,0.229661,0.371051,0.237233,0.372679,0.238218,0.37548,0.236069,0.376471,0.230239,0.368891,0.238834,0.370573,0.239664,0.373477,0.237377,0.374786,0.231237,0.367393,0.239701,0.369247,0.239365,0.371496,0.236654,0.372859,0.230708,0.368249,0.235869,0.367704,0.230891,0.367468,0.22594,0.369371,0.219866,0.372807,0.217248,0.369232,0.175323,0.352927,0.128445,0.328687,0.124202,0.313923,0.0671531,0.318421,0.101256,0.319044,0.117629,0.317537,0.131363,0.320535,0.15807,0.32354,0.175672,0.326384,0.19022,0.327526,0.209426,0.331538,0.220035,0.328508,0.090376,0.330362,0.0853252,0.320024,0.0853532,0.332789,0.0903273,0.303916,0.0905738,0.352131,0.339974,0.344867,0.343873,0.317192,0.349236,0.326084,0.348432,0.363492,0.345865,0.356173,0.349913,0.324385,0.35609,0.333462,0.3552,0.37059,0.34917,0.363237,0.353309,0.328866,0.360022,0.338062,0.35908,0.352927,0.128445,0.369232,0.175323,0.372807,0.217248,0.292805,0.13111,0.283635,0.182918,0.298985,0.227183,0.348167,0.223185,0.344391,0.278453,0.346337,0.333131,0.358887,0.343858,0.318464,0.227635,0.315118,0.284509,0.322241,0.33886,0.329227,0.351031,
20,0.33377,0.356656,0.32936,0.350936,0.322319,0.338791,0.31513,0.284505,0.318679,0.227521,0.366487,0.34866,0.35903,0.343727,0.346456,0.333027,0.344246,0.278342,0.348216,0.222944,0.302226,0.239468,0.298848,0.245849,0.298802,0.24638,0.298458,0.245583,0.297322,0.241653,0.302273,0.245898,0.302655,0.247997,0.302006,0.247428,0.300193,0.241801,0.305892,0.246132,0.306581,0.24849,0.305794,0.248287,0.303177,0.2424,0.309074,0.24698,0.309414,0.248574,0.30836,0.247277,0.305722,0.241346,0.310977,0.244909,0.309776,0.2396,0.307297,0.234661,0.304013,0.229196,0.299027,0.227249,0.283588,0.182997,0.292988,0.131242,0.314091,0.124694,0.374494,0.228591,0.373787,0.235357,0.375442,0.235514,0.376851,0.234254,0.378295,0.229655,0.371277,0.237158,0.372859,0.238189,0.375583,0.236102,0.376528,0.230283,0.368897,0.238755,0.370516,0.239662,0.373422,0.237454,0.374815,0.231333,0.367276,0.239661,0.369103,0.239424,0.371391,0.236782,0.372844,0.230856,0.368181,0.236048,0.367631,0.231068,0.367386,0.226112,0.369238,0.220035,0.372674,0.217332,0.369305,0.175414,0.352957,0.128548,0.328709,0.124182,0.313763,0.0671014,0.318425,0.101181,0.319054,0.117565,0.317402,0.131265,0.32034,0.157967,0.323381,0.175566,0.326284,0.190104,0.327486,0.209322,0.331614,0.219881,0.328602,0.0901381,0.330381,0.0851187,0.320081,0.0851684,0.33271,0.090203,0.303938,0.0905145,0.352184,0.339936,0.344922,0.343783,0.317394,0.349209,0.326292,0.348306,0.363603,0.34578,0.356289,0.349774,0.324573,0.356041,0.333657,0.35505,0.370738,0.349049,0.363392,0.353134,0.329042,0.359959,0.338244,0.358915,0.352957,0.128548,0.369305,0.175414,0.372674,0.217332,0.292988,0.131242,0.283588,0.182997,0.299027,0.227249,0.348216,0.222944,0.344246,0.278342,0.346456,0.333027,0.35903,0.343727,0.318679,0.227521,0.31513,0.284505,0.322319,0.338791,0.32936,0.350936,
40,0.333842,0.356776,0.32936,0.350968,0.322162,0.338731,0.315403,0.28465,0.318792,0.22733,0.366176,0.348743,0.358835,0.343693,0.346498,0.332819,0.344189,0.278277,0.348133,0.222523,0.302099,0.239576,0.29864,0.246081,0.298589,0.246552,0.298261,0.245714,0.297189,0.241749,0.302228,0.246194,0.302565,0.248208,0.30187,0.247528,0.300057,0.241902,0.306138,0.246381,0.306813,0.248635,0.305876,0.248314,0.303035,0.242505,0.309394,0.247101,0.309715,0.248597,0.308509,0.247276,0.305584,0.241457,0.311004,0.245051,0.309633,0.239779,0.307189,0.234828,0.303946,0.229355,0.298963,0.227378,0.283518,0.183083,0.293219,0.131389,0.314243,0.124697,0.374642,0.228822,0.374265,0.235501,0.3759,0.235643,0.377239,0.23437,0.378487,0.229761,0.371646,0.237308,0.37323,0.238363,0.375912,0.236279,0.376735,0.230448,0.369096,0.238903,0.370693,0.239864,0.373639,0.237681,0.375054,0.231554,0.367377,0.23984,0.369213,0.239677,0.371561,0.237067,0.373062,0.231142,0.368347,0.236473,0.367724,0.231508,0.367383,0.226562,0.369102,0.220441,0.37245,0.217624,0.369616,0.175684,0.352977,0.12892,0.328755,0.124208,0.313805,0.0670207,0.318545,0.101101,0.319123,0.117484,0.317233,0.131079,0.319957,0.157771,0.322985,0.175374,0.325942,0.189902,0.327269,0.209125,0.331551,0.21961,0.328811,0.089999,0.330539,0.0849869,0.320266,0.0850492,0.332786,0.090096,0.304083,0.0904445,0.352128,0.339833,0.344794,0.343556,0.317357,0.34917,0.32624,0.348142,0.363387,0.345829,0.355995,0.349698,0.324633,0.356116,0.333699,0.354997,0.370429,0.349207,0.363002,0.353166,0.329153,0.36013,0.338335,0.358953,0.352977,0.12892,0.369616,0.175684,0.37245,0.217624,0.293219,0.131389,0.283518,0.183083,0.298963,0.227378,0.348133,0.222523,0.344189,0.278277,0.346498,0.332819,0.358835,0.343693,0.318792,0.22733,0.315403,0.28465,0.322162,0.338731,0.32936,0.350968,
60,0.33381,0.356764,0.329261,0.350891,0.321899,0.338612,0.315549,0.284699,0.318814,0.22711,0.365779,0.348854,0.358547,0.343632,0.346458,0.332521,0.344202,0.278223,0.34793,0.222035,0.301977,0.239679,0.298546,0.246339,0.298435,0.24673,0.298081,0.245827,0.297034,0.241782,0.302244,0.246583,0.302475,0.248483,0.30167,0.247636,0.299891,0.241971,0.30639,0.246777,0.306954,0.248904,0.305808,0.248401,0.30285,0.24261,0.309731,0.247367,0.309947,0.248732,0.308548,0.247341,0.305414,0.241598,0.311035,0.24535,0.309564,0.240101,0.307246,0.235099,0.304065,0.229569,0.299102,0.227496,0.283434,0.18322,0.293543,0.131604,0.31444,0.12484,0.374725,0.229058,0.374712,0.235638,0.376319,0.23579,0.37759,0.234507,0.378634,0.229872,0.372026,0.237439,0.373593,0.238535,0.37621,0.236461,0.376887,0.230615,0.369301,0.239028,0.370854,0.240055,0.373808,0.237909,0.375223,0.231774,0.367433,0.239991,0.369256,0.239912,0.371648,0.237344,0.3732,0.231426,0.368445,0.23691,0.36777,0.231963,0.367344,0.227035,0.368906,0.220867,0.372174,0.21794,0.370043,0.175965,0.35303,0.129315,0.328834,0.12439,0.314072,0.067045,0.318796,0.101146,0.319261,0.117513,0.317042,0.130924,0.319404,0.157582,0.322372,0.175192,0.325377,0.189708,0.326887,0.208947,0.331364,0.219313,0.329204,0.0901138,0.33089,0.0850796,0.320645,0.0851475,0.333026,0.0901389,0.304392,0.0905024,0.351911,0.339671,0.344505,0.343224,0.317271,0.349091,0.326141,0.347902,0.363039,0.345877,0.355572,0.349575,0.32462,0.356101,0.333671,0.354815,0.370007,0.349417,0.362504,0.353203,0.329173,0.360187,0.338339,0.358841,0.35303,0.129315,0.370043,0.175965,0.372174,0.21794,0.293543,0.131604,0.283434,0.18322,0.299102,0.227496,0.34793,0.222035,0.344202,0.278223,0.346458,0.332521,0.358547,0.343632,0.318814,0.22711,0.315549,0.284699,0.321899,0.338612,0.329261,0.350891,
80,0.333793,0.356697,0.329153,0.350747,0.321584,0.338445,0.315791,0.284626,0.318919,0.226834,0.365484,0.348878,0.358345,0.343503,0.346484,0.332195,0.344208,0.278144,0.347786,0.221533,0.301908,0.239773,0.298521,0.246592,0.298351,0.24691,0.297968,0.245942,0.296932,0.241802,0.302278,0.246986,0.302404,0.248762,0.301508,0.247738,0.299777,0.242027,0.306567,0.247225,0.306987,0.249211,0.305681,0.248507,0.302714,0.242702,0.310029,0.247669,0.310117,0.248892,0.308558,0.247417,0.305295,0.241727,0.311054,0.245675,0.309526,0.240439,0.307363,0.23538,0.30425,0.229795,0.299315,0.227623,0.283312,0.183415,0.293806,0.131882,0.314573,0.125025,0.374885,0.229281,0.374859,0.23572,0.376518,0.235923,0.377808,0.234647,0.378753,0.229983,0.372213,0.237503,0.373819,0.238665,0.37649,0.236631,0.377066,0.230776,0.369424,0.239092,0.370994,0.240201,0.374048,0.238119,0.375475,0.231983,0.367467,0.240082,0.369342,0.240097,0.371847,0.237594,0.373476,0.231694,0.368608,0.237299,0.367885,0.232366,0.367366,0.227449,0.368827,0.221249,0.371969,0.218229,0.370494,0.1762,0.353033,0.129655,0.328843,0.12459,0.31412,0.0671139,0.318926,0.101219,0.319325,0.117574,0.316805,0.130802,0.318829,0.157406,0.321758,0.175016,0.324825,0.189513,0.326548,0.208785,0.331238,0.218998,0.329426,0.0901683,0.33106,0.0851262,0.320843,0.0852178,0.333111,0.0901757,0.304549,0.0906062,0.35173,0.339509,0.34426,0.342868,0.317144,0.348968,0.325997,0.347609,0.362761,0.345877,0.355228,0.349379,0.324604,0.356023,0.333634,0.354562,0.369674,0.349555,0.362104,0.353145,0.329211,0.360191,0.338354,0.358667,0.353033,0.129655,0.370494,0.1762,0.371969,0.218229,0.293806,0.131882,0.283312,0.183415,0.299315,0.227623,0.347786,0.221533,0.344208,0.278144,0.346484,0.332195,0.358345,0.343503,0.318919,0.226834,0.315791,0.284626,0.321584,0.338445,0.329153,0.350747,
100,0.333703,0.356727,0.329024,0.3507,0.321337,0.338376,0.316057,0.284565,0.318895,0.226589,0.365247,0.348943,0.358178,0.343429,0.34651,0.331962,0.344342,0.278113,0.347569,0.221136,0.301859,0.239834,0.29869,0.246675,0.298432,0.246982,0.297979,0.245994,0.296873,0.241813,0.302475,0.247198,0.302488,0.248889,0.301447,0.247775,0.299698,0.242062,0.306781,0.24752,0.307027,0.249389,0.305552,0.248559,0.302608,0.242761,0.310359,0.24783,0.310281,0.248949,0.30855,0.247444,0.305193,0.241812,0.311137,0.245835,0.309578,0.24061,0.307546,0.235505,0.304419,0.229932,0.299499,0.227703,0.283176,0.183574,0.293955,0.13211,0.314656,0.125212,0.374944,0.229531,0.374575,0.235772,0.376335,0.236075,0.377715,0.234835,0.378682,0.23016,0.372014,0.237521,0.373682,0.238777,0.376511,0.236835,0.377086,0.230989,0.369248,0.239103,0.370871,0.240316,0.374101,0.23835,0.375595,0.232233,0.367254,0.24012,0.369226,0.240242,0.371902,0.237842,0.373665,0.231982,0.368606,0.237624,0.367877,0.232687,0.367306,0.227763,0.368778,0.221562,0.371796,0.218487,0.371017,0.176437,0.353032,0.130048,0.328851,0.12481,0.314139,0.0672163,0.319029,0.101303,0.319389,0.117657,0.316629,0.130725,0.318317,0.15727,0.321181,0.174879,0.324281,0.189363,0.326177,0.208664,0.331034,0.218742,0.329477,0.0901309,0.331105,0.0851164,0.320885,0.0852147,0.333185,0.0902365,0.304619,0.090688,0.351512,0.339468,0.343992,0.34261,0.317078,0.348938,0.325926,0.347424,0.362496,0.345952,0.354913,0.349234,0.324559,0.356037,0.333585,0.354417,0.369381,0.349749,0.361762,0.353117,0.329168,0.360286,0.338305,0.358599,0.353032,0.130048,0.371017,0.176437,0.371796,0.218487,0.293955,0.13211,0.283176,0.183574,0.299499,0.227703,0.347569,0.221136,0.344342,0.278113,0.34651,0.331962,0.358178,0.343429,0.318895,0.226589,0.316057,0.284565,0.321337,0.338376,0.329024,0.3507,
120,0.33378,0.356753,0.329014,0.350657,0.321141,0.33833,0.316331,0.284472,0.318781,0.226357,0.365087,0.349148,0.358084,0.343495,0.346589,0.331884,0.344474,0.278257,0.347276,0.220914,0.301865,0.239879,0.298822,0.246714,0.298516,0.247035,0.298023,0.246043,0.296876,0.241831,0.302629,0.247338,0.302572,0.248968,0.30145,0.247797,0.299689,0.242093,0.306867,0.247765,0.306978,0.24953,0.305434,0.248596,0.30258,0.242804,0.310559,0.24797,0.310354,0.248999,0.308537,0.247465,0.305167,0.24187,0.311169,0.245921,0.309623,0.240698,0.307682,0.235566,0.30455,0.230023,0.299642,0.227764,0.282964,0.183736,0.293976,0.13234,0.314712,0.125397,0.374941,0.229675,0.374482,0.235788,0.376283,0.236172,0.377701,0.234953,0.378631,0.230252,0.371951,0.237513,0.373635,0.23883,0.376523,0.236947,0.377073,0.231106,0.369172,0.239085,0.370809,0.240361,0.374105,0.238478,0.375626,0.232374,0.367099,0.240123,0.36911,0.240303,0.371864,0.237976,0.373722,0.23215,0.368554,0.237826,0.367828,0.232887,0.367232,0.227959,0.368701,0.221759,0.371657,0.218645,0.371521,0.176594,0.352988,0.130378,0.328875,0.125009,0.314032,0.067325,0.319066,0.10138,0.319448,0.117742,0.316542,0.130682,0.317974,0.157167,0.320764,0.174776,0.323857,0.189253,0.325812,0.208578,0.330777,0.218561,0.32933,0.0900126,0.33098,0.0850384,0.320735,0.0851555,0.333188,0.0902663,0.304561,0.090773,0.351378,0.339543,0.343819,0.3425,0.317047,0.34893,0.325878,0.347269,0.362315,0.34614,0.354694,0.349235,0.324631,0.356052,0.333637,0.35428,0.369169,0.350061,0.361511,0.353241,0.329293,0.360373,0.338408,0.358532,0.352988,0.130378,0.371521,0.176594,0.371657,0.218645,0.293976,0.13234,0.282964,0.183736,0.299642,0.227764,0.347276,0.220914,0.344474,0.278257,0.346589,0.331884,0.358084,0.343495,0.318781,0.226357,0.316331,0.284472,0.321141,0.33833,0.329014,0.350657,
140,0.333784,0.356799,0.328954,0.350604,0.320945,0.338222,0.31651,0.284333,0.318607,0.226131,0.364992,0.349168,0.358001,0.343454,0.346569,0.331824,0.34443,0.278288,0.34698,0.220769,0.301838,0.239932,0.298986,0.24669,0.298611,0.24704,0.29806,0.246061,0.296853,0.241848,0.302816,0.247402,0.302674,0.248997,0.301436,0.247812,0.299646,0.24213,0.306927,0.247967,0.306891,0.249648,0.305267,0.248643,0.302512,0.242861,0.310663,0.24814,0.310312,0.249094,0.308418,0.247532,0.305097,0.241945,0.311182,0.245988,0.309708,0.240753,0.307826,0.235606,0.304674,0.230096,0.29978,0.227807,0.282713,0.183902,0.293935,0.13258,0.314843,0.125607,0.375049,0.22975,0.374503,0.235867,0.376352,0.236274,0.377802,0.235039,0.378679,0.230292,0.37201,0.237588,0.373734,0.238908,0.376673,0.237007,0.377173,0.231158,0.369277,0.239153,0.370964,0.240428,0.374302,0.238545,0.375786,0.232436,0.367191,0.240212,0.369252,0.240372,0.372039,0.238047,0.373915,0.23223,0.368711,0.23799,0.367923,0.233058,0.367263,0.228136,0.368697,0.221922,0.371562,0.218778,0.371976,0.176739,0.352964,0.130689,0.328951,0.125223,0.314027,0.0674581,0.319178,0.101493,0.319558,0.117857,0.316492,0.130669,0.31768,0.157089,0.320399,0.174699,0.323474,0.189172,0.325467,0.208525,0.330506,0.21842,0.329384,0.0899944,0.331021,0.085045,0.320776,0.0851798,0.33326,0.0903404,0.304634,0.0908984,0.351202,0.339611,0.343634,0.342433,0.316971,0.34884,0.325787,0.347064,0.362164,0.346197,0.354535,0.349154,0.324631,0.356038,0.33362,0.354148,0.369025,0.350162,0.361361,0.353203,0.32933,0.360461,0.338427,0.358499,0.352964,0.130689,0.371976,0.176739,0.371562,0.218778,0.293935,0.13258,0.282713,0.183902,0.29978,0.227807,0.34698,0.220769,0.34443,0.278288,0.346569,0.331824,0.358001,0.343454,0.318607,0.226131,0.31651,0.284333,0.320945,0.338222,0.328954,0.350604,
160,0.333889,0.356856,0.32901,0.350563,0.320901,0.338121,0.316719,0.284161,0.318426,0.225937,0.365054,0.349149,0.358045,0.343417,0.346605,0.33183,0.344508,0.278264,0.346736,0.220689,0.301866,0.239925,0.298993,0.246624,0.298613,0.246985,0.298065,0.246017,0.296875,0.241818,0.302852,0.247391,0.302686,0.248961,0.301439,0.24777,0.299664,0.242113,0.306854,0.248092,0.306743,0.249691,0.305147,0.248622,0.302524,0.242857,0.310601,0.248275,0.31018,0.249151,0.308315,0.247546,0.305112,0.241953,0.311107,0.245986,0.309723,0.240738,0.30786,0.23559,0.304757,0.2301,0.299873,0.227791,0.282509,0.183984,0.293756,0.132698,0.314913,0.125729,0.375117,0.229755,0.374473,0.235927,0.376363,0.236337,0.377841,0.235081,0.378689,0.230294,0.372003,0.237652,0.373768,0.23895,0.376751,0.237013,0.377229,0.231156,0.369337,0.239202,0.37108,0.240448,0.374443,0.238539,0.375893,0.232428,0.367281,0.240277,0.369385,0.240384,0.372181,0.238036,0.374053,0.232223,0.368833,0.238052,0.367973,0.233126,0.367268,0.22821,0.368691,0.221987,0.371481,0.218839,0.372294,0.17681,0.352907,0.130895,0.328997,0.125358,0.313954,0.0675378,0.319221,0.101536,0.319624,0.117914,0.316466,0.130648,0.31748,0.157023,0.320141,0.174634,0.323191,0.189106,0.325198,0.208488,0.330276,0.218316,0.329282,0.0898346,0.330934,0.0849351,0.320671,0.0850752,0.333273,0.0903544,0.304603,0.0909307,0.351144,0.339708,0.343581,0.342446,0.316995,0.348745,0.3258,0.346896,0.362163,0.346226,0.35454,0.349097,0.324721,0.356019,0.333697,0.354054,0.369049,0.350196,0.361394,0.353149,0.329453,0.360542,0.338536,0.358503,0.352907,0.130895,0.372294,0.17681,0.371481,0.218839,0.293756,0.132698,0.282509,0.183984,0.299873,0.227791,0.346736,0.220689,0.344508,0.278264,0.346605,0.33183,0.358045,0.343417,0.318426,0.225937,0.316719,0.284161,0.320901,0.338121,0.32901,0.350563,
180,0.33383,0.356963,0.328913,0.350549,0.320741,0.337996,0.316795,0.284005,0.31819,0.225752,0.364988,0.349162,0.357943,0.343406,0.346452,0.33185,0.344613,0.278215,0.346461,0.220639,0.301876,0.239917,0.299005,0.246713,0.298615,0.247025,0.298065,0.246026,0.296884,0.241807,0.302891,0.247502,0.302704,0.249024,0.301443,0.247772,0.299668,0.2421,0.306812,0.248317,0.306644,0.249813,0.30506,0.248627,0.302524,0.242842,0.31051,0.248514,0.310031,0.249279,0.308197,0.247575,0.305112,0.241939,0.311037,0.246081,0.309741,0.240814,0.307871,0.235667,0.304807,0.23014,0.29993,0.227819,0.282383,0.18408,0.293612,0.132809,0.315019,0.125838,0.375141,0.229782,0.374452,0.236047,0.376342,0.236469,0.377835,0.235206,0.378704,0.230393,0.371948,0.237743,0.373709,0.239029,0.37671,0.237076,0.377241,0.231216,0.369305,0.239237,0.371061,0.240458,0.374418,0.238546,0.3759,0.232448,0.367257,0.240294,0.369365,0.240356,0.372151,0.237999,0.374064,0.232205,0.368795,0.238026,0.367925,0.2331,0.367271,0.228188,0.368765,0.221978,0.371572,0.218884,0.372475,0.176851,0.352838,0.131028,0.329081,0.125466,0.313975,0.0675828,0.319316,0.101571,0.319725,0.117955,0.316479,0.130606,0.317338,0.156935,0.319937,0.174549,0.322946,0.189025,0.324927,0.208426,0.330015,0.218217,0.329277,0.0897664,0.330943,0.0848865,0.320663,0.0850372,0.333354,0.0903616,0.304644,0.0909689,0.350934,0.339768,0.343386,0.342471,0.316835,0.348603,0.325631,0.346727,0.362029,0.346244,0.354424,0.349079,0.324627,0.356004,0.333592,0.35401,0.368953,0.35023,0.361318,0.353147,0.329394,0.360649,0.338464,0.35858,0.352838,0.131028,0.372475,0.176851,0.371572,0.218884,0.293612,0.132809,0.282383,0.18408,0.29993,0.227819,0.346461,0.220639,0.344613,0.278215,0.346452,0.33185,0.357943,0.343406,0.31819,0.225752,0.316795,0.284005,0.320741,0.337996,0.328913,0.350549,
